rank,year,make,model,trim,trim_tier,price,price_history,trend,weeks_tracked,price_first_seen,price_last_week,price_change_week,price_change_total,mileage,engine,fuel,accident_flag,days_on_market,dealer,seller_type,dealer_address,location,distance_km,distance_method,listing_id,url,score,source,duplicate_flag,kijiji_url,kijiji_price,kijiji_seller_type
11,2020,Honda,Odyssey,Unknown,1,25000,No change noted,First seen this week,0,25000,25000,0,0,104000,Unknown,Gas,Unknown,N/A,Unknown,Unknown,"Camrose, AB","Camrose, AB",141,address,1737707481,https://www.kijiji.ca/v-cars-trucks/st-albert/selling-my-oddesy/1737707481,0.49163421279417807,Kijiji,No,,,
12,2018,Honda,Odyssey,Unknown,1,15450,No change noted,First seen this week,0,15450,15450,0,0,248159,Unknown,Gas,Unknown,N/A,Unknown,Private,"Carstairs, AB","Carstairs, AB",91,address,1737500289,https://www.kijiji.ca/v-cars-trucks/cambridge/2018-honda-odyssey-ex-l-navi-auto-safety-certified-apple-carplay/1737500289,0.49321482355042257,Kijiji,No,,,
13,2018,Honda,Odyssey,Unknown,1,23000,No change noted,First seen this week,0,23000,23000,0,0,147000,Unknown,Gas,Unknown,N/A,Unknown,Private,"Carstairs, AB","Carstairs, AB",91,address,1738815449,https://www.kijiji.ca/v-cars-trucks/cape-breton/2018-honda-odyssey/1738815449,0.4935713056506875,Kijiji,No,,,
14,2018,Honda,Odyssey,Unknown,1,28790,No change noted,First seen this week,0,28790,28790,0,0,69617,Unknown,Gas,Unknown,N/A,Unknown,Private,"Carstairs, AB","Carstairs, AB",91,address,1738215734,https://www.kijiji.ca/v-cars-trucks/bedford/2018-honda-odyssey-ex/1738215734,0.4939836617438518,Kijiji,No,,,
15,2018,Honda,Odyssey,Unknown,1,28790,No change noted,First seen this week,0,28790,28790,0,0,69617,Unknown,Gas,Unknown,N/A,Unknown,Private,"Carstairs, AB","Carstairs, AB",91,address,1738214720,https://www.kijiji.ca/v-cars-trucks/ottawa/2018-honda-odyssey-ex/1738214720,0.4939836617438518,Kijiji,No,,,
16,2018,Honda,Odyssey,Unknown,1,28790,No change noted,First seen this week,0,28790,28790,0,0,69617,Unknown,Gas,Unknown,N/A,Unknown,Private,"Carstairs, AB","Carstairs, AB",91,address,1738214545,https://www.kijiji.ca/v-cars-trucks/city-of-toronto/2018-honda-odyssey-ex/1738214545,0.4939836617438518,Kijiji,No,,,
17,2019,Honda,Odyssey,Unknown,1,24998,No change noted,First seen this week,0,24998,24998,0,0,121453,Unknown,Gas,Unknown,N/A,Unknown,Private,"Carstairs, AB","Carstairs, AB",91,address,1738655457,https://www.kijiji.ca/v-cars-trucks/markham-york-region/2019-honda-odyssey-sale-pending/1738655457,0.49453942142465723,Kijiji,No,,,
18,2019,Honda,Odyssey,Unknown,1,25000,No change noted,First seen this week,0,25000,25000,0,0,124000,Unknown,Gas,Unknown,N/A,Unknown,Private,"Carstairs, AB","Carstairs, AB",91,address,1737878741,https://www.kijiji.ca/v-cars-trucks/oshawa-durham-region/2019-honda-odyssey/1737878741,0.496377942347068,Kijiji,No,,,
19,2019,Honda,Odyssey,Unknown,1,24572,No change noted,First seen this week,0,24572,24572,0,0,129837,Unknown,Gas,Unknown,N/A,Unknown,Private,"Carstairs, AB","Carstairs, AB",91,address,1739259989,https://www.kijiji.ca/v-cars-trucks/hamilton/2019-honda-odyssey-ex-rear-entertainment-system-1-owner/1739259989,0.49643089352261394,Kijiji,No,,,
20,2021,Honda,Odyssey,Unknown,1,28971,No change noted,First seen this week,0,28971,28971,0,0,75036,Unknown,Gas,Unknown,N/A,Unknown,Private,"Carstairs, AB","Carstairs, AB",91,address,1738462577,https://www.kijiji.ca/v-cars-trucks/city-of-toronto/2021-honda-odyssey-ex-res/1738462577,0.4995951623648742,Kijiji,No,,,
21,2018,Honda,Odyssey,Unknown,1,20990,No change noted,First seen this week,0,20990,20990,0,0,182818,Unknown,Gas,No accidents reported,N/A,Unknown,Private,"Carstairs, AB","Carstairs, AB",91,address,1738761088,https://www.kijiji.ca/v-cars-trucks/regina/2018-honda-odyssey-ex-no-accidents/1738761088,0.49982420719939646,Kijiji,No,,,
22,2018,Honda,Odyssey,Unknown,1,23576,No change noted,First seen this week,0,23576,23576,0,0,151000,Unknown,Gas,Unknown,N/A,Unknown,Private,"Carstairs, AB","Carstairs, AB",91,address,1739064975,https://www.kijiji.ca/v-cars-trucks/oakville-halton-region/2018-honda-odyssey-ex-honda-vac-sunroof-safetied/1739064975,0.5019681884478164,Kijiji,No,,,
23,2019,Honda,Odyssey,Unknown,1,29690,No change noted,First seen this week,0,29690,29690,0,0,71325,Unknown,Gas,Unknown,N/A,Unknown,Private,"Carstairs, AB","Carstairs, AB",91,address,1737681169,https://www.kijiji.ca/v-cars-trucks/bedford/2019-honda-odyssey-lx/1737681169,0.5038595054000802,Kijiji,No,,,
24,2019,Honda,Odyssey,Unknown,1,29690,No change noted,First seen this week,0,29690,29690,0,0,71325,Unknown,Gas,Unknown,N/A,Unknown,Private,"Carstairs, AB","Carstairs, AB",91,address,1737626338,https://www.kijiji.ca/v-cars-trucks/city-of-toronto/2019-honda-odyssey-lx/1737626338,0.5038595054000802,Kijiji,No,,,
25,2019,Honda,Odyssey,Unknown,1,29690,No change noted,First seen this week,0,29690,29690,0,0,71325,Unknown,Gas,Unknown,N/A,Unknown,Private,"Carstairs, AB","Carstairs, AB",91,address,1737626379,https://www.kijiji.ca/v-cars-trucks/ottawa/2019-honda-odyssey-lx/1737626379,0.5038595054000802,Kijiji,No,,,
26,2019,Honda,Odyssey,Unknown,1,26000,No change noted,First seen this week,0,26000,26000,0,0,126500,Unknown,Gas,Unknown,N/A,Unknown,Private,"Carstairs, AB","Carstairs, AB",91,address,1738444335,https://www.kijiji.ca/v-cars-trucks/ville-de-montreal/2019-honda-odyssey-ex/1738444335,0.5077812606952582,Kijiji,No,,,
27,2018,Honda,Odyssey,Unknown,1,26895,No change noted,First seen this week,0,26895,26895,0,0,117486,Unknown,Gas,No accidents reported,N/A,Unknown,Private,"Carstairs, AB","Carstairs, AB",91,address,1739109887,https://www.kijiji.ca/v-cars-trucks/city-of-toronto/2018-honda-odyssey-ex-l-res-auto/1739109887,0.5099504449026028,Kijiji,No,,,
28,2019,Honda,Odyssey,Unknown,1,22990,No change noted,First seen this week,0,22990,22990,0,0,170802,Unknown,Gas,No accidents reported,N/A,Unknown,Private,"Carstairs, AB","Carstairs, AB",91,address,1727107498,https://www.kijiji.ca/v-cars-trucks/city-of-toronto/2019-honda-odyssey-ex-8-pass-dvd-camera-apple-carplay-no-accid/1727107498,0.5104765581814913,Kijiji,No,,,
29,2019,Honda,Odyssey,Unknown,1,27989,No change noted,First seen this week,0,27989,27989,0,0,106000,Unknown,Gas,Accident reported,N/A,Unknown,Private,"Carstairs, AB","Carstairs, AB",91,address,1738294218,https://www.kijiji.ca/v-cars-trucks/ville-de-montreal/2019-honda-odyssey-ex-8-places-carplay-camera-jantes-demarr/1738294218,0.5122678180326657,Kijiji,No,,,
30,2019,Honda,Odyssey,Unknown,1,26998,No change noted,First seen this week,0,26998,26998,0,0,127494,Unknown,Gas,No accidents reported,N/A,Unknown,Private,"Carstairs, AB","Carstairs, AB",91,address,1738651879,https://www.kijiji.ca/v-cars-trucks/ottawa/2019-honda-odyssey-ex-auto/1738651879,0.5180896295496091,Kijiji,No,,,
31,2018,Honda,Odyssey,Unknown,1,26090,No change noted,First seen this week,0,26090,26090,0,0,141000,Unknown,Gas,Unknown,N/A,Unknown,Private,"Carstairs, AB","Carstairs, AB",91,address,1737784914,https://www.kijiji.ca/v-cars-trucks/bedford/2018-honda-odyssey-ex-l-navi/1737784914,0.5190039879180238,Kijiji,No,,,
32,2018,Honda,Odyssey,Unknown,1,26090,No change noted,First seen this week,0,26090,26090,0,0,141000,Unknown,Gas,Unknown,N/A,Unknown,Private,"Carstairs, AB","Carstairs, AB",91,address,1737733793,https://www.kijiji.ca/v-cars-trucks/city-of-toronto/2018-honda-odyssey-ex-l-navi/1737733793,0.5190039879180238,Kijiji,No,,,
33,2018,Honda,Odyssey,Unknown,1,26090,No change noted,First seen this week,0,26090,26090,0,0,141000,Unknown,Gas,Unknown,N/A,Unknown,Private,"Carstairs, AB","Carstairs, AB",91,address,1737733738,https://www.kijiji.ca/v-cars-trucks/ottawa/2018-honda-odyssey-ex-l-navi/1737733738,0.5190039879180238,Kijiji,No,,,
34,2018,Honda,Odyssey,Unknown,1,20800,No change noted,First seen this week,0,20800,20800,0,0,203000,Unknown,Gas,Unknown,N/A,Unknown,Private,"Edmonton, AB","Edmonton, AB",154,address,1738376250,https://www.kijiji.ca/v-cars-trucks/edmonton/2018-honda-odyssey-exl/1738376250,0.5244354774765991,Kijiji,No,,,
35,2018,Honda,Odyssey,Unknown,1,30790,No change noted,First seen this week,0,30790,30790,0,0,86396,Unknown,Gas,Unknown,N/A,Unknown,Private,"Carstairs, AB","Carstairs, AB",91,address,1737259923,https://www.kijiji.ca/v-cars-trucks/bedford/2018-honda-odyssey-ex-l-navi/1737259923,0.5252038698688037,Kijiji,No,,,
36,2018,Honda,Odyssey,Unknown,1,30790,No change noted,First seen this week,0,30790,30790,0,0,86396,Unknown,Gas,Unknown,N/A,Unknown,Private,"Carstairs, AB","Carstairs, AB",91,address,1737099412,https://www.kijiji.ca/v-cars-trucks/city-of-toronto/2018-honda-odyssey-ex-l-navi/1737099412,0.5252038698688037,Kijiji,No,,,
37,2018,Honda,Odyssey,Unknown,1,30790,No change noted,First seen this week,0,30790,30790,0,0,86396,Unknown,Gas,Unknown,N/A,Unknown,Private,"Carstairs, AB","Carstairs, AB",91,address,1737099187,https://www.kijiji.ca/v-cars-trucks/ottawa/2018-honda-odyssey-ex-l-navi/1737099187,0.5252038698688037,Kijiji,No,,,
38,2019,Honda,Odyssey,Unknown,1,20900,No change noted,First seen this week,0,20900,20900,0,0,220596,Unknown,Gas,Unknown,N/A,Unknown,Private,"Carstairs, AB","Carstairs, AB",91,address,1738200200,https://www.kijiji.ca/v-cars-trucks/portage-la-prairie/2019-honda-odyssey-ex-res-auto/1738200200,0.5259429085480594,Kijiji,No,,,
39,2019,Honda,Odyssey,Unknown,1,27500,No change noted,First seen this week,0,27500,27500,0,0,132522,Unknown,Gas,Unknown,N/A,Unknown,Private,"Carstairs, AB","Carstairs, AB",91,address,1735397687,https://www.kijiji.ca/v-cars-trucks/ottawa/2019-honda-odyssey-ex-l/1735397687,0.5265090953604007,Kijiji,No,,,
40,2019,Honda,Odyssey,Unknown,1,25977,No change noted,First seen this week,0,25977,25977,0,0,139225,Unknown,Gas,Unknown,N/A,Unknown,Dealer,"Calgary, AB","Calgary, AB",149,address,1737555175,https://www.kijiji.ca/v-cars-trucks/calgary/2019-honda-odyssey-touring-3-5-v6-power-leather-sunroof/1737555175,0.5277180438061833,Kijiji,No,,,
41,2020,Honda,Odyssey,Unknown,1,32390,No change noted,First seen this week,0,32390,32390,0,0,68717,Unknown,Gas,Unknown,N/A,Unknown,Private,"Carstairs, AB","Carstairs, AB",91,address,1736625044,https://www.kijiji.ca/v-cars-trucks/bedford/2020-honda-odyssey-ex/1736625044,0.5279641792259081,Kijiji,No,,,
42,2020,Honda,Odyssey,Unknown,1,32995,No change noted,First seen this week,0,32995,32995,0,0,65297,Unknown,Gas,Unknown,N/A,Unknown,Private,"Carstairs, AB","Carstairs, AB",91,address,1739044284,https://www.kijiji.ca/v-cars-trucks/laval-rive-nord/2020-honda-odyssey-camera-apple-carplay-bluetooth-inspecte/1739044284,0.531339972540849,Kijiji,No,,,
43,2018,Honda,Odyssey,Unknown,1,27790,No change noted,First seen this week,0,27790,27790,0,0,137762,Unknown,Gas,Unknown,N/A,Unknown,Private,"Carstairs, AB","Carstairs, AB",91,address,1738826820,https://www.kijiji.ca/v-cars-trucks/bedford/2018-honda-odyssey-touring/1738826820,0.5330410576813759,Kijiji,No,,,
44,2018,Honda,Odyssey,Unknown,1,27790,No change noted,First seen this week,0,27790,27790,0,0,137762,Unknown,Gas,Unknown,N/A,Unknown,Private,"Carstairs, AB","Carstairs, AB",91,address,1738773300,https://www.kijiji.ca/v-cars-trucks/ottawa/2018-honda-odyssey-touring/1738773300,0.5330410576813759,Kijiji,No,,,
45,2018,Honda,Odyssey,Unknown,1,27790,No change noted,First seen this week,0,27790,27790,0,0,137762,Unknown,Gas,Unknown,N/A,Unknown,Private,"Carstairs, AB","Carstairs, AB",91,address,1738773131,https://www.kijiji.ca/v-cars-trucks/city-of-toronto/2018-honda-odyssey-touring/1738773131,0.5330410576813759,Kijiji,No,,,
46,2019,Honda,Odyssey,Unknown,1,32995,No change noted,First seen this week,0,32995,32995,0,0,92334,Unknown,Gas,Unknown,N/A,Unknown,Private,"Red Deer, AB","Red Deer, AB",1,address,1739265021,https://www.kijiji.ca/v-cars-trucks/penticton/2019-honda-odyssey/1739265021,0.5334765428789078,Kijiji,No,,,
47,2019,Honda,Odyssey,Unknown,1,31695,No change noted,First seen this week,0,31695,31695,0,0,89553,Unknown,Gas,Unknown,N/A,Unknown,Private,"Carstairs, AB","Carstairs, AB",91,address,1735018808,https://www.kijiji.ca/v-cars-trucks/markham-york-region/2019-honda-odyssey/1735018808,0.5361628015453445,Kijiji,No,,,
48,2019,Honda,Odyssey,Unknown,1,23995,No change noted,First seen this week,0,23995,23995,0,0,197674,Unknown,Gas,Unknown,N/A,Unknown,Private,"Carstairs, AB","Carstairs, AB",91,address,1731284167,https://www.kijiji.ca/v-cars-trucks/london/2019-honda-odyssey-ex-l-res/1731284167,0.5393365359785653,Kijiji,No,,,
49,2018,Honda,Odyssey,Unknown,1,27998,No change noted,First seen this week,0,27998,27998,0,0,144802,Unknown,Gas,Unknown,N/A,Unknown,Private,"Carstairs, AB","Carstairs, AB",91,address,1737979746,https://www.kijiji.ca/v-cars-trucks/london/2018-honda-odyssey-ex-sunroof-8-passenger-adaptive-cruise/1737979746,0.5400700907549423,Kijiji,No,,,
50,2018,Honda,Odyssey,Unknown,1,34890,No change noted,First seen this week,0,34890,34890,0,0,53089,Unknown,Gas,Unknown,N/A,Unknown,Private,"Carstairs, AB","Carstairs, AB",91,address,1736881098,https://www.kijiji.ca/v-cars-trucks/ottawa/2018-honda-odyssey-touring/1736881098,0.5408453322392409,Kijiji,No,,,
51,2018,Honda,Odyssey,EX: APPLE CARPLAY/HEATED SEATS/SUNROOF,1,28786,No change noted,First seen this week,0,28786,28786,0,0,95230,3.5L,Gasoline,Unknown,N/A,St Albert Honda,Dealer,"875 St Albert Trail, Edmonton, AB, T6X1C4","Edmonton, AB",173,address,0bb97ccd-cf9c-4f3d-abef-e2a2b271c104,https://www.autotrader.ca/offers/honda-odyssey-ex-apple-carplay-heated-seats-sunroof-gasoline-black-cat_ma31gr200642-0bb97ccd-cf9c-4f3d-abef-e2a2b271c104,0.5822590609347452,AutoTrader,No,,,
52,2018,Honda,Odyssey,EX Auto,1,19995,No change noted,First seen this week,0,19995,19995,0,0,180332,3.5L,Gasoline,Unknown,N/A,Double L Motors,Dealer,"1509 - 9 Avenue SE, Calgary, AB, T2G0T6","Calgary, AB",149,address,fb360e5f-1c32-482b-9359-eb06234998f9,https://www.autotrader.ca/offers/honda-odyssey-ex-auto-gasoline-cat_ma31gr200642tr11789-fb360e5f-1c32-482b-9359-eb06234998f9,0.5823633988853318,AutoTrader,No,,,
53,2019,Honda,Odyssey,Touring,1,33800,No change noted,First seen this week,0,33800,33800,0,0,62408,3.5L,Gasoline,Unknown,N/A,Happy Corner Auto Ltd.,Dealer,"5707 4 St SE, CALGARY, AB, T2H 1K8","CALGARY, AB",156,address,b185e052-837b-438c-ab15-e4620f1cfafe,https://www.autotrader.ca/offers/honda-odyssey-touring-gasoline-grey-cat_ma31gr200642tr11947-b185e052-837b-438c-ab15-e4620f1cfafe,0.593803173866437,AutoTrader,No,,,
54,2020,Honda,Odyssey,EX-RES,1,35895,No change noted,First seen this week,0,35895,35895,0,0,73994,3.5L,Gasoline,Accident reported,N/A,Go Airdrie Honda,Dealer,"2971 Main Street SW, AIRDRIE, AB, T4B 3G5","AIRDRIE, AB",118,city_center,a81e3206-b544-4bf3-8c61-4d9655afda29,https://www.autotrader.ca/offers/honda-odyssey-ex-res-gasoline-silver-cat_ma31gr200642tr13184-a81e3206-b544-4bf3-8c61-4d9655afda29,0.6208195315688029,AutoTrader,No,,,
55,2019,Honda,Odyssey,EX-L NAVIGATION / NO ACCIDENTS / 2 SETS OF TIRES,1,29999,No change noted,First seen this week,0,29999,29999,0,0,121000,3.5L,Gasoline,No accidents reported,N/A,Go Honda,Dealer,"10220 184 Street, EDMONTON, AB, T5S 0B9","EDMONTON, AB",163,address,4422596a-792e-45ee-8231-cfdac1f5d441,https://www.autotrader.ca/offers/honda-odyssey-ex-l-navigation-no-accidents-2-sets-of-tires-gasoline-white-cat_ma31gr200642tr13180-4422596a-792e-45ee-8231-cfdac1f5d441,0.6213210222956778,AutoTrader,No,,,
56,2019,Honda,Odyssey,EX-L RES,1,37888,No change noted,First seen this week,0,37888,37888,0,0,54068,3.5L,Gasoline,Accident reported,N/A,Wheaton Honda,Dealer,"9688 - 34th Avenue, EDMONTON, AB, T6E 6S9","EDMONTON, AB",154,city_center,5b6789b7-8123-487f-ad73-528501a627df,https://www.autotrader.ca/offers/honda-odyssey-ex-l-res-gasoline-grey-cat_ma31gr200642-5b6789b7-8123-487f-ad73-528501a627df,0.6258966213207922,AutoTrader,No,,,
57,2020,Honda,Odyssey,"One Owner, No Accidents, Clean vehicle!",1,33995,No change noted,First seen this week,0,33995,33995,0,0,96198,3.5L,Gasoline,No accidents reported,N/A,Go Airdrie Honda,Dealer,"2971 Main Street SW, AIRDRIE, AB, T4B 3G5","AIRDRIE, AB",118,city_center,69d84eea-bcf5-4688-8d38-a1228cc9655f,https://www.autotrader.ca/offers/honda-odyssey-one-owner-no-accidents-clean-vehicle-gasoline-silver-cat_ma31gr200642-69d84eea-bcf5-4688-8d38-a1228cc9655f,0.6260535093676705,AutoTrader,No,,,
58,2019,Honda,Odyssey,"EX EX, 3.5L, ACCIDENT FREE",1,24335,No change noted,First seen this week,0,24335,24335,0,0,179228,3.5L,Gasoline,No accidents reported,N/A,Jack Carter Chevrolet Cadillac Buick GMC,Dealer,"11555 29 St SE, CALGARY, AB, T2Z 0N4","CALGARY, AB",161,address,5b027973-758d-4aa5-8161-036549c8c442,https://www.autotrader.ca/offers/honda-odyssey-ex-ex-3-5l-accident-free-gasoline-silver-cat_ma31gr200642tr11789-5b027973-758d-4aa5-8161-036549c8c442,0.62771222561587,AutoTrader,No,,,
59,2019,Honda,Odyssey,"EX-L RES; LEATHER, SUNROOF, BLURAY PLAYER, 8 PASSE",1,26497,No change noted,First seen this week,0,26497,26497,0,0,162852,3.5L,Gasoline,Unknown,N/A,Toyota on the Trail,Dealer,"5210 Calgary Trail NW, Edmonton, AB, T6H 4J8","Edmonton, AB",147,address,a20bcc05-0bd1-4763-927c-72cc126547b6,https://www.autotrader.ca/offers/honda-odyssey-ex-l-res-leather-sunroof-bluray-player-8-passe-gasoline-blue-cat_ma31gr200642tr13181-a20bcc05-0bd1-4763-927c-72cc126547b6,0.6289576688162335,AutoTrader,No,,,
60,2019,Honda,Odyssey,EX-L Res | LEATHER | APPLE CARPLAY | HEATED SEATS,1,30987,No change noted,First seen this week,0,30987,30987,0,0,118917,3.5L,Gasoline,Accident reported,N/A,North Edmonton Kia,Dealer,"13634 St. Albert Trail NW, Edmonton, AB, T5L 4P3","Edmonton, AB",173,address,83138304-e8c2-4b2a-9208-261faa73516a,https://www.autotrader.ca/offers/honda-odyssey-ex-l-res-leather-apple-carplay-heated-seats-gasoline-black-cat_ma31gr200642tr13181-83138304-e8c2-4b2a-9208-261faa73516a,0.6309932635825507,AutoTrader,No,,,
61,2020,Honda,Odyssey,"EX-L REAR ENTERTAINMENT, 8 PASS, 2 SETS RIMS/TIRES",1,36488,No change noted,First seen this week,0,36488,36488,0,0,81053,3.5L,Gasoline,Accident reported,N/A,Go Infiniti South,Dealer,"2110-103A STREET SOUTH WEST, Edmonton, AB, T6W2P6","Edmonton, AB",154,city_center,5dcdbaa9-3783-4689-bc5a-d6cd8ded5b4a,https://www.autotrader.ca/offers/honda-odyssey-ex-l-rear-entertainment-8-pass-2-sets-rims-tires-gasoline-white-cat_ma31gr200642tr13181-5dcdbaa9-3783-4689-bc5a-d6cd8ded5b4a,0.6415361235435799,AutoTrader,No,,,
62,2020,Honda,Odyssey,EX-L RES *Leather Interior/Great Family Van*,1,36500,No change noted,First seen this week,0,36500,36500,0,0,85717,3.5L,Gasoline,Unknown,N/A,GO AUTO OUTLET SOUTH,Dealer,"2262 Sparrow Dr, Nisku, AB, T9E 8A2","Nisku, AB",129,address,1d7f4bbf-fe7d-4d58-8474-249edcb86c5a,https://www.autotrader.ca/offers/honda-odyssey-ex-l-res-leather-interior-great-family-van-gasoline-silver-cat_ma31gr200642tr13181-1d7f4bbf-fe7d-4d58-8474-249edcb86c5a,0.6420844435733918,AutoTrader,No,,,
63,2018,Honda,Odyssey,EXL Sunroof Nav Driver Alerts Power Doors Heated L,1,27798,No change noted,First seen this week,0,27798,27798,0,0,164543,3.5L,Gasoline,Unknown,N/A,Parkland Chrysler Dodge Jeep Ram,Dealer,"200 St. Matthews Ave, SPRUCE GROVE, AB, T7X 3A6","SPRUCE GROVE, AB",172,address,3a4e2d8c-001e-4bb7-9a8d-fe9669f486d1,https://www.autotrader.ca/offers/honda-odyssey-exl-sunroof-nav-driver-alerts-power-doors-heated-l-gasoline-grey-cat_ma31gr200642tr13180-3a4e2d8c-001e-4bb7-9a8d-fe9669f486d1,0.6488581540670604,AutoTrader,No,,,
64,2019,Honda,Odyssey,EX-L Navi  Remote Start,1,32995,No change noted,First seen this week,0,32995,32995,0,0,135221,3.5L,Gasoline,Unknown,N/A,South Trail Nissan,Dealer,"6603 130 Ave SE, Calgary, AB, T2Z5E1","Calgary, AB",166,address,84078815-c1d3-4973-ace5-0c4703511fc8,https://www.autotrader.ca/offers/honda-odyssey-ex-l-navi-remote-start-gasoline-black-cat_ma31gr200642tr13180-84078815-c1d3-4973-ace5-0c4703511fc8,0.6682403319563958,AutoTrader,No,,,
65,2019,Honda,Odyssey,VAN,1,26998,No change noted,First seen this week,0,26998,26998,0,0,150300,3.5L,Gasoline,No accidents reported,N/A,Cypress Motors MC,Dealer,"214 Jasper Street, MAPLE CREEK, SK, S0N 1N0","MAPLE CREEK, SK",509,address,8b0beb98-73de-434d-ba85-f33c4052cb08,https://www.autotrader.ca/offers/honda-odyssey-van-gasoline-white-cat_ma31gr200642tr13184-8b0beb98-73de-434d-ba85-f33c4052cb08,0.6888841442839531,AutoTrader,No,,,
66,2020,Honda,Odyssey,EX-L RES,1,32997,No change noted,First seen this week,0,32997,32997,0,0,165073,3.5L,Gasoline,Accident reported,N/A,Premier Auto Sales,Dealer,"14710 Mark Messier Trail Northwest, Edmonton, AB, T6V 1H5","Edmonton, AB",154,city_center,0436038a-0e20-4b3b-a525-59ec57c76fb0,https://www.autotrader.ca/offers/honda-odyssey-ex-l-res-gasoline-white-cat_ma31gr200642tr13181-0436038a-0e20-4b3b-a525-59ec57c76fb0,0.6990900866208312,AutoTrader,No,,,
