rank,year,make,model,trim,trim_tier,price,price_history,trend,weeks_tracked,price_first_seen,price_last_week,price_change_week,price_change_total,mileage,engine,fuel,accident_flag,days_on_market,dealer,seller_type,dealer_address,location,distance_km,distance_method,listing_id,url_region_hint,url_region_status,url,score,source
22,2016,Ford,F-150,xlt,2,20888,No change noted,"Down $1,000 over 5 weeks",5,21888,20888,0,-1000,270654,Unknown,Gas,Unknown,N/A,Unknown,Dealer,"Olds, AB","Olds, AB",,disabled_unverified_location,1739456352,medicine-hat,unverified_url_evidence,https://www.kijiji.ca/v-cars-trucks/medicine-hat/2016-ford-f-150-xlt/1739456352,,Kijiji
23,2016,Ford,F-150,xlt,2,21499,No change noted,Down $1 over 3 weeks,3,21500,21499,0,-1,172568,Unknown,Gas,Unknown,N/A,Unknown,Private,"Calgary, AB","Calgary, AB",,disabled_unverified_location,1739803366,calgary,unverified_url_evidence,https://www.kijiji.ca/v-cars-trucks/calgary/2016-ford-f-150-xlt-4x4-supercab-blue-jean-blue/1739803366,,Kijiji
24,2016,Ford,F-150,lariat,3,21500,No change noted,Down $500 over 3 weeks,3,22000,21500,0,-500,205000,Unknown,Gas,Unknown,N/A,Unknown,Private,"Calgary, AB","Calgary, AB",,disabled_unverified_location,1739607249,calgary,unverified_url_evidence,https://www.kijiji.ca/v-cars-trucks/calgary/2016-f-150-ford-lariat/1739607249,,Kijiji
25,2016,Ford,F-150,xlt,2,21600,No change noted,First seen this week,0,21600,21600,0,0,175000,Unknown,Gas,Unknown,N/A,Unknown,Dealer,"Regina, SK","Regina, SK",,disabled_unverified_location,1740915860,winnipeg,unverified_url_evidence,https://www.kijiji.ca/v-cars-trucks/winnipeg/2016-ford-f-150-xlt/1740915860,,Kijiji
26,2016,Ford,F-150,Unknown,1,21900,No change noted,First seen this week,0,21900,21900,0,0,190551,Unknown,Gas,Unknown,N/A,Unknown,Dealer,"Calgary, AB","Calgary, AB",,disabled_unverified_location,1740883962,calgary,unverified_url_evidence,https://www.kijiji.ca/v-cars-trucks/calgary/2016-ford-f-150/1740883962,,Kijiji
27,2016,Ford,F-150,lariat,3,21980,No change noted,Unchanged for 3 weeks,3,21980,21980,0,0,208230,Unknown,Gas,Unknown,N/A,Unknown,Dealer,"Regina, SK","Regina, SK",,disabled_unverified_location,1739735098,winnipeg,unverified_url_evidence,https://www.kijiji.ca/v-cars-trucks/winnipeg/2016-ford-f-150-lariat-4x4-supercab-styleside-l-sport-appearance/1739735098,,Kijiji
28,2016,Ford,F-150,platinum,3,21980,No change noted,Unchanged for 4 weeks,4,21980,21980,0,0,241227,Unknown,Gas,Unknown,N/A,Unknown,Dealer,"Regina, SK","Regina, SK",,disabled_unverified_location,1739260086,winnipeg,unverified_url_evidence,https://www.kijiji.ca/v-cars-trucks/winnipeg/2016-ford-f-150-platinum-4x4-supercab-l-360-cam-l-htd-ac-seats/1739260086,,Kijiji
29,2016,Ford,F-150,platinum,3,21999,No change noted,"Down $1,000 over 2 weeks",2,22999,21999,0,-1000,209578,Unknown,Gas,Salvage/rebuilt,N/A,Unknown,Dealer,"Edmonton, AB","Edmonton, AB",,disabled_unverified_location,1740154244,edmonton,unverified_url_evidence,https://www.kijiji.ca/v-cars-trucks/edmonton/2016-ford-f-150-4wd-super-crew-platinum/1740154244,,Kijiji
30,2016,Ford,F-150,Unknown,1,22000,No change noted,First seen this week,0,22000,22000,0,0,178946,Unknown,Gas,Unknown,N/A,Unknown,Private,"Calgary, AB","Calgary, AB",,disabled_unverified_location,1740851815,calgary,unverified_url_evidence,https://www.kijiji.ca/v-cars-trucks/calgary/2016-ford-f150-22000-obo/1740851815,,Kijiji
31,2016,Ford,F-150,lariat,3,22395,No change noted,"Down $1,595 over 4 weeks",4,23990,22395,0,-1595,209000,Unknown,Gas,Unknown,N/A,Unknown,Private,"West Kelowna, BC","West Kelowna, BC",,disabled_unverified_location,1739257776,mississauga-peel-region,unverified_url_evidence,https://www.kijiji.ca/v-cars-trucks/mississauga-peel-region/2016-ford-f-150-lariat-4x4-supercrew-5-5-ft-box-145-in-wb-auto/1739257776,,Kijiji
32,2016,Ford,F-150,lariat,3,22500,No change noted,Unchanged for 8 weeks,8,22500,22500,0,0,197000,Unknown,Gas,No accidents reported,N/A,Unknown,Private,"Camrose, AB","Camrose, AB",,disabled_unverified_location,1732751663,st-albert,unverified_url_evidence,https://www.kijiji.ca/v-cars-trucks/st-albert/loaded-f150/1732751663,,Kijiji
33,2016,Ford,F-150,lariat,3,22995,No change noted,Unchanged for 9 weeks,9,22995,22995,0,0,282995,5.0L,Gas,Unknown,N/A,Unknown,Private,"Regina, SK","Regina, SK",,disabled_unverified_location,1736119522,winnipeg,unverified_url_evidence,https://www.kijiji.ca/v-cars-trucks/winnipeg/2016-ford-f-150-lariat-crew-cab-5-5ft-short-bed-5-0l-v8-4wd/1736119522,,Kijiji
34,2016,Ford,F-150,Unknown,1,23990,No change noted,"Down $1,898 over 8 weeks",8,25888,24740,-750,-1898,164725,Unknown,Gas,Unknown,N/A,Unknown,Private,"Regina, SK","Regina, SK",,disabled_unverified_location,1736981318,winnipeg,unverified_url_evidence,https://www.kijiji.ca/v-cars-trucks/winnipeg/2016-ford-f-150/1736981318,,Kijiji
35,2016,Ford,F-150,Unknown,1,24975,No change noted,First seen this week,0,24975,24975,0,0,194000,Unknown,Gas,Unknown,N/A,Unknown,Private,"Regina, SK","Regina, SK",,disabled_unverified_location,1740720376,winnipeg,unverified_url_evidence,https://www.kijiji.ca/v-cars-trucks/winnipeg/2016-ford-f-150-xtr-super-crew-4x4/1740720376,,Kijiji
36,2016,Ford,F-150,xlt,2,25990,No change noted,Down $5 over 4 weeks,4,25995,25990,0,-5,174792,Unknown,Gas,Unknown,N/A,Unknown,Dealer,"Calgary, AB","Calgary, AB",,disabled_unverified_location,1739454527,calgary,unverified_url_evidence,https://www.kijiji.ca/v-cars-trucks/calgary/2016-ford-f-150-xlt-302a-sport-nav-rem-start-halogen-lamps/1739454527,,Kijiji
37,2016,Ford,F-150,lariat,3,25998,No change noted,First seen this week,0,25998,25998,0,0,164887,Unknown,Gas,Unknown,N/A,Unknown,Dealer,"Edmonton, AB","Edmonton, AB",,disabled_unverified_location,1740841984,edmonton,unverified_url_evidence,https://www.kijiji.ca/v-cars-trucks/edmonton/2016-ford-f-150-lariat-ecoboost/1740841984,,Kijiji
38,2016,Ford,F-150,lariat,3,26998,No change noted,"Down $1,000 over 10 weeks",10,27998,27998,-1000,-1000,165142,Unknown,Gas,Unknown,N/A,Unknown,Dealer,"Calgary, AB","Calgary, AB",,disabled_unverified_location,1729973447,calgary,unverified_url_evidence,https://www.kijiji.ca/v-cars-trucks/calgary/2016-ford-f-150-lariat/1729973447,,Kijiji
39,2016,Ford,F-150,lariat,3,27590,No change noted,"Down $2,108 over 9 weeks",9,29698,27658,-68,-2108,125870,Unknown,Gas,Unknown,N/A,Unknown,Dealer,"Calgary, AB","Calgary, AB",,disabled_unverified_location,1736381016,calgary,unverified_url_evidence,https://www.kijiji.ca/v-cars-trucks/calgary/2016-ford-f-150-lariat-leather-heated-and-cooled-front-seat/1736381016,,Kijiji
40,2016,Ford,F-150,Unknown,1,27990,No change noted,Unchanged for 1 weeks,1,27990,27990,0,0,118929,Unknown,Gas,Unknown,N/A,Unknown,Dealer,"Saskatoon, SK","Saskatoon, SK",,disabled_unverified_location,1740802499,saskatoon,unverified_url_evidence,https://www.kijiji.ca/v-cars-trucks/saskatoon/2016-ford-f-150/1740802499,,Kijiji
41,2016,Ford,F-150,lariat,3,27995,No change noted,Unchanged for 2 weeks,2,27995,27995,0,0,183554,3.5L,Gas,Unknown,N/A,Unknown,Dealer,"Calgary, AB","Calgary, AB",,disabled_unverified_location,1740104891,calgary,unverified_url_evidence,https://www.kijiji.ca/v-cars-trucks/calgary/2016-ford-f-150-lariat-sport-3-5l-ecoboost-6-5-ft-box-max-to/1740104891,,Kijiji
42,2016,Ford,F-150,lariat,3,29499,No change noted,Down $500 over 4 weeks,4,29999,29899,-400,-500,173940,Unknown,Gas,Unknown,N/A,Unknown,Dealer,"Camrose, AB","Camrose, AB",,disabled_unverified_location,1739359568,strathcona-county,unverified_url_evidence,https://www.kijiji.ca/v-cars-trucks/strathcona-county/2016-ford-f-150-lariat-heated-cooled-seats/1739359568,,Kijiji
43,2016,Ford,F-150,xlt,2,31402,No change noted,Down $598 over 5 weeks,5,32000,32000,-598,-598,156878,Unknown,Gas,Unknown,N/A,Unknown,Private,"Carstairs, AB","Carstairs, AB",,disabled_unverified_location,1739118082,portage-la-prairie,unverified_url_evidence,https://www.kijiji.ca/v-cars-trucks/portage-la-prairie/2016-ford-f-150-xlt-navigation-remote-start/1739118082,,Kijiji
44,2016,Ford,F-150,lariat,3,32900,No change noted,Unchanged for 1 weeks,1,32900,32900,0,0,134000,3.5L,Gas,Unknown,N/A,Unknown,Dealer,"Calgary, AB","Calgary, AB",,disabled_unverified_location,1740385236,calgary,unverified_url_evidence,https://www.kijiji.ca/v-cars-trucks/calgary/2016-ford-f-150-lariat-sport-fx4-3-5l-ecoboost-warranty/1740385236,,Kijiji
45,2016,Ford,F-150,xlt,2,34900,No change noted,First seen this week,0,34900,34900,0,0,107000,5.0L,Gas,Unknown,N/A,Unknown,Private,"Regina, SK","Regina, SK",,disabled_unverified_location,1740849767,winnipeg,unverified_url_evidence,https://www.kijiji.ca/v-cars-trucks/winnipeg/2016-ford-f-150-xlt-5-0l-coyote-6-spd-trans-6-5-box-107-000/1740849767,,Kijiji
46,2017,Ford,F-150,xlt,2,10000,No change noted,First seen this week,0,10000,10000,0,0,306000,Unknown,Gas,Unknown,N/A,Unknown,Private,"Calgary, AB","Calgary, AB",,disabled_unverified_location,1740602402,calgary,unverified_url_evidence,https://www.kijiji.ca/v-cars-trucks/calgary/2017-ford-f150-xlt/1740602402,,Kijiji
47,2017,Ford,F-150,xlt,2,12988,No change noted,"Down $1,000 over 6 weeks",6,13988,13988,-1000,-1000,276601,5.0L,Gas,Unknown,N/A,Unknown,Dealer,"Calgary, AB","Calgary, AB",,disabled_unverified_location,1739068421,calgary,unverified_url_evidence,https://www.kijiji.ca/v-cars-trucks/calgary/2017-ford-f-150-xlt-5-0l-backup-cam-rear-sensors/1739068421,,Kijiji
48,2017,Ford,F-150,Unknown,1,13900,No change noted,First seen this week,0,13900,13900,0,0,220000,Unknown,Gas,Unknown,N/A,Unknown,Private,"Carstairs, AB","Carstairs, AB",,disabled_unverified_location,1740681394,laval-rive-nord,unverified_url_evidence,https://www.kijiji.ca/v-cars-trucks/laval-rive-nord/2017-ford-f-150/1740681394,,Kijiji
49,2017,Ford,F-150,xlt,2,14500,No change noted,First seen this week,0,14500,14500,0,0,262182,Unknown,Gas,Unknown,N/A,Unknown,Private,"Calgary, AB","Calgary, AB",,disabled_unverified_location,1740741331,calgary,unverified_url_evidence,https://www.kijiji.ca/v-cars-trucks/calgary/2017-ford-f150-supercrew/1740741331,,Kijiji
50,2017,Ford,F-150,lariat,3,14990,No change noted,"Down $5,000 over 3 weeks",3,19990,14990,0,-5000,286310,Unknown,Gas,Unknown,N/A,Unknown,Dealer,"Calgary, AB","Calgary, AB",,disabled_unverified_location,1739827952,calgary,unverified_url_evidence,https://www.kijiji.ca/v-cars-trucks/calgary/2017-ford-f-150-lariat-502a-moonroof-fx4-package/1739827952,,Kijiji
51,2017,Ford,F-150,Unknown,1,15995,No change noted,Unchanged for 10 weeks,10,15995,15995,0,0,268206,Unknown,Gas,Unknown,N/A,Unknown,Private,"High River, AB","High River, AB",,disabled_unverified_location,1737499205,kitchener-waterloo,unverified_url_evidence,https://www.kijiji.ca/v-cars-trucks/kitchener-waterloo/2017-ford-f-150-4wd-supercrew-145/1737499205,,Kijiji
52,2017,Ford,F-150,xlt,2,15997,No change noted,First seen this week,0,15997,15997,0,0,222050,Unknown,Gas,Unknown,N/A,Unknown,Private,"Swift Current, SK","Swift Current, SK",,disabled_unverified_location,1740608345,moose-jaw,unverified_url_evidence,https://www.kijiji.ca/v-cars-trucks/moose-jaw/ford-f-150-xlt-2017/1740608345,,Kijiji
53,2017,Ford,F-150,xlt,2,15998,No change noted,Unchanged for 4 weeks,4,15998,15998,0,0,211286,Unknown,Gas,Unknown,N/A,Unknown,Dealer,"Calgary, AB","Calgary, AB",,disabled_unverified_location,1739457003,calgary,unverified_url_evidence,https://www.kijiji.ca/v-cars-trucks/calgary/2017-ford-f-150-4wd-supercab-145-xlt/1739457003,,Kijiji
54,2017,Ford,F-150,Unknown,1,16000,No change noted,Unchanged for 1 weeks,1,16000,16000,0,0,266144,Unknown,Gas,Unknown,N/A,Unknown,Dealer,"Calgary, AB","Calgary, AB",,disabled_unverified_location,1740417197,calgary,unverified_url_evidence,https://www.kijiji.ca/v-cars-trucks/calgary/2017-ford-f-150/1740417197,,Kijiji
55,2017,Ford,F-150,xlt,2,16900,No change noted,First seen this week,0,16900,16900,0,0,195105,Unknown,Gas,Unknown,N/A,Unknown,Dealer,"Calgary, AB","Calgary, AB",,disabled_unverified_location,1740240101,calgary,unverified_url_evidence,https://www.kijiji.ca/v-cars-trucks/calgary/2017-ford-f-150-supercab-145-xlt-4x4/1740240101,,Kijiji
56,2017,Ford,F-150,xlt,2,16900,No change noted,Unchanged for 8 weeks,8,16900,16900,0,0,239215,Unknown,Gas,Unknown,N/A,Unknown,Dealer,"Edmonton, AB","Edmonton, AB",,disabled_unverified_location,1738254234,edmonton,unverified_url_evidence,https://www.kijiji.ca/v-cars-trucks/edmonton/2017-ford-f-150-xlt-4wd-supercrew-5-5-box-ecoboost-brand-new/1738254234,,Kijiji
57,2017,Ford,F-150,xlt,2,17998,No change noted,Unchanged for 7 weeks,7,17998,17998,0,0,228759,Unknown,Gas,Unknown,N/A,Unknown,Dealer,"Calgary, AB","Calgary, AB",,disabled_unverified_location,1738814767,calgary,unverified_url_evidence,https://www.kijiji.ca/v-cars-trucks/calgary/2017-ford-f-150-4wd-supercrew-145-xlt/1738814767,,Kijiji
58,2017,Ford,F-150,Unknown,1,18488,No change noted,Unchanged for 9 weeks,9,18488,18488,0,0,206596,Unknown,Gas,Unknown,N/A,Unknown,Dealer,"Calgary, AB","Calgary, AB",,disabled_unverified_location,1731833040,calgary,unverified_url_evidence,https://www.kijiji.ca/v-cars-trucks/calgary/2017-ford-f-150-super-crew-cab-backup-camera-heated-mirrors-blue/1731833040,,Kijiji
59,2017,Ford,F-150,Unknown,1,18500,No change noted,First seen this week,0,18500,18500,0,0,290000,Unknown,Gas,Unknown,N/A,Unknown,Dealer,"Carstairs, AB","Carstairs, AB",,disabled_unverified_location,1740863695,muskoka,unverified_url_evidence,https://www.kijiji.ca/v-cars-trucks/muskoka/2017-ford-f-150/1740863695,,Kijiji
60,2017,Ford,F-150,xlt,2,18800,No change noted,"Down $1,195 over 5 weeks",5,19995,18800,0,-1195,263316,3.5L,Gas,Unknown,N/A,Unknown,Dealer,"Calgary, AB","Calgary, AB",,disabled_unverified_location,1739259220,calgary,unverified_url_evidence,https://www.kijiji.ca/v-cars-trucks/calgary/2017-ford-f-150-xlt-302a-sport-3-5l-moonroof-nav-rem-start/1739259220,,Kijiji
61,2017,Ford,F-150,xlt,2,18995,No change noted,Down $505 over 9 weeks,9,19500,18995,0,-505,186000,Unknown,Gas,Unknown,N/A,Unknown,Private,"Calgary, AB","Calgary, AB",,disabled_unverified_location,1738137431,calgary,unverified_url_evidence,https://www.kijiji.ca/v-cars-trucks/calgary/2017-ford-f-150-xlt-4dr/1738137431,,Kijiji
62,2017,Ford,F-150,Unknown,1,19495,No change noted,Unchanged for 4 weeks,4,19495,19495,0,0,193000,Unknown,Gas,Accident reported,N/A,Unknown,Unknown,"High River, AB","High River, AB",,disabled_unverified_location,1739881877,kitchener-waterloo,unverified_url_evidence,https://www.kijiji.ca/v-cars-trucks/kitchener-waterloo/2017-ford-f-150-supercrew/1739881877,,Kijiji
63,2017,Ford,F-150,Unknown,1,19988,No change noted,Unchanged for 9 weeks,9,19988,19988,0,0,257357,Unknown,Gas,Unknown,N/A,Unknown,Dealer,"Calgary, AB","Calgary, AB",,disabled_unverified_location,1724910577,calgary,unverified_url_evidence,https://www.kijiji.ca/v-cars-trucks/calgary/2017-ford-f-150-supercrew-fully-inspected/1724910577,,Kijiji
64,2017,Ford,F-150,Unknown,1,19999,No change noted,"Up $19,290 over 10 weeks",10,709,19999,0,19290,247891,Unknown,Gas,Unknown,N/A,Unknown,Dealer,"Medicine Hat, AB","Medicine Hat, AB",,disabled_unverified_location,1737679250,lethbridge,unverified_url_evidence,https://www.kijiji.ca/v-cars-trucks/lethbridge/2017-ford-f-150-xlt-fuel-efficient-ecoboost-built-ford-tough/1737679250,,Kijiji
65,2017,Ford,F-150,Unknown,1,20000,No change noted,First seen this week,0,20000,20000,0,0,247270,Unknown,Gas,Unknown,N/A,Unknown,Dealer,"Camrose, AB","Camrose, AB",,disabled_unverified_location,1740903572,st-albert,unverified_url_evidence,https://www.kijiji.ca/v-cars-trucks/st-albert/2017-ford-f150/1740903572,,Kijiji
66,2017,Ford,F-150,xlt,2,21970,No change noted,Unchanged for 3 weeks,3,21970,21970,0,0,215674,Unknown,Gas,No accidents reported,N/A,Unknown,Private,"Brooks, AB","Brooks, AB",,disabled_unverified_location,1739357497,london,unverified_url_evidence,https://www.kijiji.ca/v-cars-trucks/london/2017-ford-f-150-xlt-clean-carfax-heated-seats-bluetooth/1739357497,,Kijiji
67,2017,Ford,F-150,lariat,3,22500,No change noted,Unchanged for 1 weeks,1,22500,22500,0,0,228000,Unknown,Gas,Unknown,N/A,Unknown,Private,"Calgary, AB","Calgary, AB",,disabled_unverified_location,1740341074,calgary,unverified_url_evidence,https://www.kijiji.ca/v-cars-trucks/calgary/2017-ford-f150-lariat-engine-redone/1740341074,,Kijiji
68,2017,Ford,F-150,Unknown,1,23500,No change noted,First seen this week,0,23500,23500,0,0,177000,Unknown,Gas,Unknown,N/A,Unknown,Private,"Saskatoon, SK","Saskatoon, SK",,disabled_unverified_location,1740862066,saskatoon,unverified_url_evidence,https://www.kijiji.ca/v-cars-trucks/saskatoon/2017-f150/1740862066,,Kijiji
69,2017,Ford,F-150,xlt,2,23900,No change noted,First seen this week,0,23900,23900,0,0,148500,Unknown,Gas,Unknown,N/A,Unknown,Private,"Carstairs, AB","Carstairs, AB",,disabled_unverified_location,1740737630,oakville-halton-region,unverified_url_evidence,https://www.kijiji.ca/v-cars-trucks/oakville-halton-region/2017-ford-f-150-xlt-crew-cab-certified-4x4-5-ltr-6-spd/1740737630,,Kijiji
70,2017,Ford,F-150,xlt,2,23999,No change noted,"Down $1,000 over 4 weeks",4,24999,24500,-501,-1000,164573,Unknown,Gas,Unknown,N/A,Unknown,Dealer,"Edmonton, AB","Edmonton, AB",,disabled_unverified_location,1739546147,edmonton,unverified_url_evidence,https://www.kijiji.ca/v-cars-trucks/edmonton/2017-ford-f-150-xlt/1739546147,,Kijiji
71,2017,Ford,F-150,xlt,2,24980,No change noted,"Down $1,000 over 10 weeks",10,25980,24980,0,-1000,160400,Unknown,Gas,Unknown,N/A,Unknown,Private,"Regina, SK","Regina, SK",,disabled_unverified_location,1735348838,winnipeg,unverified_url_evidence,https://www.kijiji.ca/v-cars-trucks/winnipeg/2017-ford-f-150-xlt/1735348838,,Kijiji
