rank,year,make,model,trim,trim_tier,price,price_history,trend,weeks_tracked,price_first_seen,price_last_week,price_change_week,price_change_total,mileage,engine,fuel,accident_flag,days_on_market,dealer,seller_type,dealer_address,location,distance_km,distance_method,listing_id,url,score,source,duplicate_flag,kijiji_url,kijiji_price,kijiji_seller_type
18,2018,Honda,Odyssey,Unknown,1,20632,No change noted,First seen this week,0,20632,20632,0,0,186688,Unknown,Gas,Unknown,N/A,Unknown,Private,"Carstairs, AB","Carstairs, AB",91,address,1740417904,https://www.kijiji.ca/v-cars-trucks/mississauga-peel-region/2018-honda-odyssey-ex-res/1740417904,0.49914539065931585,Kijiji,No,,,
19,2018,Honda,Odyssey,Unknown,1,26895,No change noted,Unchanged for 4 weeks,4,26895,26895,0,0,117486,Unknown,Gas,No accidents reported,N/A,Unknown,Private,"Carstairs, AB","Carstairs, AB",91,address,1739109887,https://www.kijiji.ca/v-cars-trucks/city-of-toronto/2018-honda-odyssey-ex-l-res-auto/1739109887,0.5099504449026028,Kijiji,No,,,
20,2019,Honda,Odyssey,Unknown,1,19667,No change noted,"Down $3,233 over 4 weeks",4,22900,19667,0,-3233,216639,Unknown,Gas,Unknown,N/A,Unknown,Dealer,"Carstairs, AB","Carstairs, AB",91,address,1737556304,https://www.kijiji.ca/v-cars-trucks/lloydminster-ab/2019-honda-odyssey-touring/1737556304,0.511257974167598,Kijiji,No,,,
21,2018,Honda,Odyssey,Unknown,1,25190,No change noted,Down $900 over 4 weeks,4,26090,26290,-1100,-900,142621,Unknown,Gas,Unknown,N/A,Unknown,Private,"Carstairs, AB","Carstairs, AB",91,address,1737784914,https://www.kijiji.ca/v-cars-trucks/bedford/2018-honda-odyssey-ex-l-navi/1737784914,0.5115060014046526,Kijiji,No,,,
22,2018,Honda,Odyssey,Unknown,1,25190,No change noted,Down $900 over 4 weeks,4,26090,26290,-1100,-900,142621,Unknown,Gas,Unknown,N/A,Unknown,Private,"Carstairs, AB","Carstairs, AB",91,address,1737733738,https://www.kijiji.ca/v-cars-trucks/ottawa/2018-honda-odyssey-ex-l-navi/1737733738,0.5115060014046526,Kijiji,No,,,
23,2018,Honda,Odyssey,Unknown,1,25190,No change noted,Down $900 over 4 weeks,4,26090,26290,-1100,-900,142621,Unknown,Gas,Unknown,N/A,Unknown,Private,"Carstairs, AB","Carstairs, AB",91,address,1737733793,https://www.kijiji.ca/v-cars-trucks/city-of-toronto/2018-honda-odyssey-ex-l-navi/1737733793,0.5115060014046526,Kijiji,No,,,
24,2020,Honda,Odyssey,Unknown,1,29995,No change noted,Unchanged for 1 weeks,1,29995,29995,0,0,82500,Unknown,Gas,Unknown,N/A,Unknown,Private,"Carstairs, AB","Carstairs, AB",91,address,1740051185,https://www.kijiji.ca/v-cars-trucks/ville-de-montreal/2020-honda-odyssey-lx-tres-rare-tres-propre-moteur-6-cylindr/1740051185,0.5147750174962782,Kijiji,No,,,
25,2019,Honda,Odyssey,Unknown,1,29590,No change noted,First seen this week,0,29590,29590,0,0,90000,Unknown,Gas,Unknown,N/A,Unknown,Private,"Carstairs, AB","Carstairs, AB",91,address,1740346131,https://www.kijiji.ca/v-cars-trucks/city-of-toronto/2019-honda-odyssey-ex-res/1740346131,0.5162370307081183,Kijiji,No,,,
26,2019,Honda,Odyssey,Unknown,1,29590,No change noted,First seen this week,0,29590,29590,0,0,90000,Unknown,Gas,Unknown,N/A,Unknown,Private,"Carstairs, AB","Carstairs, AB",91,address,1740346100,https://www.kijiji.ca/v-cars-trucks/ottawa/2019-honda-odyssey-ex-res/1740346100,0.5162370307081183,Kijiji,No,,,
27,2019,Honda,Odyssey,Unknown,1,29590,No change noted,First seen this week,0,29590,29590,0,0,90000,Unknown,Gas,Unknown,N/A,Unknown,Private,"Carstairs, AB","Carstairs, AB",91,address,1740346508,https://www.kijiji.ca/v-cars-trucks/bedford/2019-honda-odyssey-ex-res/1740346508,0.5162370307081183,Kijiji,No,,,
28,2019,Honda,Odyssey,Unknown,1,26998,No change noted,Unchanged for 4 weeks,4,26998,26998,0,0,127494,Unknown,Gas,No accidents reported,N/A,Unknown,Private,"Carstairs, AB","Carstairs, AB",91,address,1738651879,https://www.kijiji.ca/v-cars-trucks/ottawa/2019-honda-odyssey-ex-auto/1738651879,0.5180896295496091,Kijiji,No,,,
29,2019,Honda,Odyssey,Unknown,1,26999,No change noted,Unchanged for 1 weeks,1,26999,26999,0,0,130000,Unknown,Gas,No accidents reported,N/A,Unknown,Private,"Carstairs, AB","Carstairs, AB",91,address,1739637117,https://www.kijiji.ca/v-cars-trucks/barrie/2019-honda-odyssey-ex-8-seater-sunroof-camera-noaccidents/1739637117,0.5198892471536717,Kijiji,No,,,
30,2019,Honda,Odyssey,Unknown,1,30595,No change noted,"Down $1,100 over 4 weeks",4,31695,30595,0,-1100,89553,Unknown,Gas,Unknown,N/A,Unknown,Private,"Carstairs, AB","Carstairs, AB",91,address,1735018808,https://www.kijiji.ca/v-cars-trucks/markham-york-region/2019-honda-odyssey/1735018808,0.5255834370766209,Kijiji,No,,,
31,2019,Honda,Odyssey,Unknown,1,32191,No change noted,Down $804 over 4 weeks,4,32995,32191,0,-804,92334,Unknown,Gas,Unknown,N/A,Unknown,Private,"Red Deer, AB","Red Deer, AB",1,address,1739265021,https://www.kijiji.ca/v-cars-trucks/penticton/2019-honda-odyssey/1739265021,0.5257439892126772,Kijiji,No,,,
32,2019,Honda,Odyssey,Unknown,1,26975,No change noted,First seen this week,0,26975,26975,0,0,139500,Unknown,Gas,Unknown,N/A,Unknown,Private,"Carstairs, AB","Carstairs, AB",91,address,1739983189,https://www.kijiji.ca/v-cars-trucks/ville-de-quebec/2019-honda-odyssey-ex-l-res-nouveau-prix/1739983189,0.5264441389418865,Kijiji,No,,,
33,2019,Honda,Odyssey,Unknown,1,20900,No change noted,Unchanged for 4 weeks,4,20900,20900,0,0,221350,Unknown,Gas,Unknown,N/A,Unknown,Private,"Carstairs, AB","Carstairs, AB",91,address,1738200200,https://www.kijiji.ca/v-cars-trucks/portage-la-prairie/2019-honda-odyssey-ex-res-auto/1738200200,0.5264814799766309,Kijiji,No,,,
34,2018,Honda,Odyssey,Unknown,1,30990,No change noted,Up $200 over 4 weeks,4,30790,30990,0,200,86396,Unknown,Gas,Unknown,N/A,Unknown,Private,"Carstairs, AB","Carstairs, AB",91,address,1737259923,https://www.kijiji.ca/v-cars-trucks/bedford/2018-honda-odyssey-ex-l-navi/1737259923,0.5271273906812989,Kijiji,No,,,
35,2018,Honda,Odyssey,Unknown,1,30990,No change noted,Up $200 over 4 weeks,4,30790,30990,0,200,86396,Unknown,Gas,Unknown,N/A,Unknown,Private,"Carstairs, AB","Carstairs, AB",91,address,1737099187,https://www.kijiji.ca/v-cars-trucks/ottawa/2018-honda-odyssey-ex-l-navi/1737099187,0.5271273906812989,Kijiji,No,,,
36,2018,Honda,Odyssey,Unknown,1,30990,No change noted,Up $200 over 4 weeks,4,30790,30990,0,200,86396,Unknown,Gas,Unknown,N/A,Unknown,Private,"Carstairs, AB","Carstairs, AB",91,address,1737099412,https://www.kijiji.ca/v-cars-trucks/city-of-toronto/2018-honda-odyssey-ex-l-navi/1737099412,0.5271273906812989,Kijiji,No,,,
37,2018,Honda,Odyssey,Unknown,1,29590,No change noted,Up $300 over 2 weeks,2,29290,29590,0,300,106617,Unknown,Gas,Unknown,N/A,Unknown,Private,"Carstairs, AB","Carstairs, AB",91,address,1739792177,https://www.kijiji.ca/v-cars-trucks/ottawa/2018-honda-odyssey-touring/1739792177,0.528106316422404,Kijiji,No,,,
38,2018,Honda,Odyssey,Unknown,1,29590,No change noted,Up $300 over 2 weeks,2,29290,29590,0,300,106617,Unknown,Gas,Unknown,N/A,Unknown,Private,"Carstairs, AB","Carstairs, AB",91,address,1739791944,https://www.kijiji.ca/v-cars-trucks/city-of-toronto/2018-honda-odyssey-touring/1739791944,0.528106316422404,Kijiji,No,,,
39,2018,Honda,Odyssey,Unknown,1,29590,No change noted,Up $300 over 2 weeks,2,29290,29590,0,300,106617,Unknown,Gas,Unknown,N/A,Unknown,Private,"Carstairs, AB","Carstairs, AB",91,address,1739792824,https://www.kijiji.ca/v-cars-trucks/bedford/2018-honda-odyssey-touring/1739792824,0.528106316422404,Kijiji,No,,,
40,2020,Honda,Odyssey,Unknown,1,26448,No change noted,First seen this week,0,26448,26448,0,0,149755,Unknown,Gas,Unknown,N/A,Unknown,Private,"Carstairs, AB","Carstairs, AB",91,address,1740195809,https://www.kijiji.ca/v-cars-trucks/london/2020-honda-odyssey-ex-heated-seats-bluetooth/1740195809,0.5287006616009617,Kijiji,No,,,
41,2018,Honda,Odyssey,Unknown,1,28790,No change noted,First seen this week,0,28790,28790,0,0,122688,Unknown,Gas,Unknown,N/A,Unknown,Private,"Carstairs, AB","Carstairs, AB",91,address,1740346982,https://www.kijiji.ca/v-cars-trucks/bedford/2018-honda-odyssey-touring/1740346982,0.5318915188867089,Kijiji,No,,,
42,2018,Honda,Odyssey,Unknown,1,28790,No change noted,First seen this week,0,28790,28790,0,0,122688,Unknown,Gas,Unknown,N/A,Unknown,Private,"Carstairs, AB","Carstairs, AB",91,address,1740346068,https://www.kijiji.ca/v-cars-trucks/city-of-toronto/2018-honda-odyssey-touring/1740346068,0.5318915188867089,Kijiji,No,,,
43,2018,Honda,Odyssey,Unknown,1,28790,No change noted,First seen this week,0,28790,28790,0,0,122688,Unknown,Gas,Unknown,N/A,Unknown,Private,"Carstairs, AB","Carstairs, AB",91,address,1740346164,https://www.kijiji.ca/v-cars-trucks/ottawa/2018-honda-odyssey-touring/1740346164,0.5318915188867089,Kijiji,No,,,
44,2018,Honda,Odyssey,Unknown,1,31499,No change noted,"Down $1,400 over 1 weeks",1,32899,32899,-1400,-1400,86972,Unknown,Gas,Unknown,N/A,Unknown,Dealer,"Carstairs, AB","Carstairs, AB",91,address,1740152118,https://www.kijiji.ca/v-cars-trucks/grande-prairie/2018-honda-odyssey-lx-low-kms-command-start-power-heated/1740152118,0.5324341797205278,Kijiji,No,,,
45,2018,Honda,Odyssey,Unknown,1,23950,No change noted,First seen this week,0,23950,23950,0,0,188744,Unknown,Gas,Unknown,N/A,Unknown,Private,"Carstairs, AB","Carstairs, AB",91,address,1740311216,https://www.kijiji.ca/v-cars-trucks/city-of-toronto/2018-honda-odyssey-touring-auto/1740311216,0.5325251723671824,Kijiji,No,,,
46,2018,Honda,Odyssey,Unknown,1,24899,No change noted,"Down $1,100 over 4 weeks",4,25999,24999,-100,-1100,162078,Unknown,Gas,Unknown,N/A,Unknown,Unknown,"Edmonton, AB","Edmonton, AB",154,address,1734546102,https://www.kijiji.ca/v-cars-trucks/edmonton/2018-honda-odyssey-leather-sunroof-navigation-power-doors/1734546102,0.5346280365286881,Kijiji,No,,,
47,2018,Honda,Odyssey,Unknown,1,27898,No change noted,Down $100 over 4 weeks,4,27998,27998,-100,-100,144802,Unknown,Gas,Unknown,N/A,Unknown,Private,"Carstairs, AB","Carstairs, AB",91,address,1737979746,https://www.kijiji.ca/v-cars-trucks/london/2018-honda-odyssey-ex-sunroof-8-passenger-adaptive-cruise/1737979746,0.5391083303486947,Kijiji,No,,,
48,2019,Honda,Odyssey,Unknown,1,23995,No change noted,Unchanged for 4 weeks,4,23995,23995,0,0,197674,Unknown,Gas,Unknown,N/A,Unknown,Private,"Carstairs, AB","Carstairs, AB",91,address,1731284167,https://www.kijiji.ca/v-cars-trucks/london/2019-honda-odyssey-ex-l-res/1731284167,0.5393365359785653,Kijiji,No,,,
49,2019,Honda,Odyssey,Touring 3.5 V6 POWER! LEATHER! SUNROOF!,1,25977,No change noted,Unchanged for 1 weeks,1,25977,25977,0,0,139225,Unknown,Gasoline,Unknown,N/A,Auto Avenue - 17th Ave,Dealer,"1739 51 ST SE, Calgary, AB, T2A 1T2","Calgary, AB",151,address,385fa608-7219-4ab0-add0-74f015019467,https://www.autotrader.ca/offers/honda-odyssey-touring-3-5-v6-power-leather-sunroof-gasoline-cat_ma31gr200642tr11947-385fa608-7219-4ab0-add0-74f015019467,0.589372067856205,AutoTrader,Yes — also on Kijiji,https://www.kijiji.ca/v-cars-trucks/calgary/2019-honda-odyssey-touring-3-5-v6-power-leather-sunroof/1739638044,25977,Dealer
50,2018,Honda,Odyssey,"EX *LOW KMS, 8 PASSENGER SEATING, HEATED FRONT SEA",1,30495,No change noted,First seen this week,0,30495,30495,0,0,98293,3.5L,Gasoline,Accident reported,N/A,GO AUTO OUTLET SOUTH,Dealer,"2262 Sparrow Dr, Nisku, AB, T9E 8A2","Nisku, AB",130,address,b594a8ea-528b-49f8-93ec-c093a6827e6b,https://www.autotrader.ca/offers/honda-odyssey-ex-low-kms-8-passenger-seating-heated-front-sea-gasoline-grey-cat_ma31gr200642tr11789-b594a8ea-528b-49f8-93ec-c093a6827e6b,0.5925575399979629,AutoTrader,No,,,
51,2018,Honda,Odyssey,EX,1,25950,No change noted,First seen this week,0,25950,25950,0,0,143185,Unknown,Gasoline,Accident reported,N/A,Cardeals4u,Dealer,"5090 26th Ave SE, Calgary, AB, T2B 2Y9","Calgary, AB",149,city_center,40474cbb-3497-45ff-b958-43f984b3d246,https://www.autotrader.ca/offers/honda-odyssey-ex-gasoline-grey-cat_ma31gr200642-40474cbb-3497-45ff-b958-43f984b3d246,0.592623327039088,AutoTrader,No,,,
52,2018,Honda,Odyssey,"Touring *3.5L V6, HEATED & COOLED LEATHER SEATS, E",1,27995,No change noted,First seen this week,0,27995,27995,0,0,127656,3.5L,Gasoline,Unknown,N/A,GO AUTO OUTLET SOUTH,Dealer,"2262 Sparrow Dr, Nisku, AB, T9E 8A2","Nisku, AB",130,address,d0cbb81b-6b7d-4b09-8c19-f22353ac5f52,https://www.autotrader.ca/offers/honda-odyssey-touring-3-5l-v6-heated-cooled-leather-seats-e-gasoline-red-cat_ma31gr200642tr11947-d0cbb81b-6b7d-4b09-8c19-f22353ac5f52,0.5952419087904808,AutoTrader,No,,,
53,2018,Honda,Odyssey,EX Auto,1,27587,No change noted,First seen this week,0,27587,27587,0,0,131000,3.5L,Gasoline,No accidents reported,N/A,Team Ford,Dealer,"3304 - 91 St., EDMONTON, AB, T6N 1C1","EDMONTON, AB",142,address,f024f35e-d284-4a65-b20c-87438e284046,https://www.autotrader.ca/offers/honda-odyssey-ex-auto-gasoline-grey-cat_ma31gr200642tr11789-f024f35e-d284-4a65-b20c-87438e284046,0.5965053522586776,AutoTrader,No,,,
54,2019,Honda,Odyssey,EX  - Sunroof -  Apple CarPlay,1,29995,No change noted,Unchanged for 2 weeks,2,29995,29995,0,0,118500,3.5L,Gasoline,No accidents reported,N/A,Legacy Auto Super Centre,Dealer,"4120 56 Street, Wetaskiwin, AB, T9A 1V3","Wetaskiwin, AB",101,address,43bddd8b-e2fb-49c5-9a94-c3b0886fd76d,https://www.autotrader.ca/offers/honda-odyssey-ex-sunroof-apple-carplay-gasoline-white-cat_ma31gr200642-43bddd8b-e2fb-49c5-9a94-c3b0886fd76d,0.6018019066606326,AutoTrader,No,,,
55,2018,Honda,Odyssey,TOURING | LOADED!,1,28900,No change noted,Unchanged for 1 weeks,1,28900,28900,0,0,120222,3.5L,Gasoline,Unknown,N/A,Norden Volkswagen,Dealer,"14703-137 ave, EDMONTON, AB, T5S 1A4","EDMONTON, AB",174,address,c0bf766e-e450-4b61-8cc0-9e19e021807e,https://www.autotrader.ca/offers/honda-odyssey-touring-loaded-gasoline-white-cat_ma31gr200642tr11947-c0bf766e-e450-4b61-8cc0-9e19e021807e,0.6056970654892725,AutoTrader,No,,,
56,2018,Honda,Odyssey,EX-L RES Auto | Leather Moonroof,1,26788,No change noted,Down $100 over 2 weeks,2,26888,26788,0,-100,147554,3.5L,Gasoline,Unknown,N/A,West End Nissan,Dealer,"18010 Stony Plain Road, EDMONTON, AB, T5S 1N4","EDMONTON, AB",163,address,1643936b-73ac-4d3e-8a9a-e746a4023eb0,https://www.autotrader.ca/offers/honda-odyssey-ex-l-res-auto-leather-moonroof-gasoline-grey-cat_ma31gr200642tr13181-1643936b-73ac-4d3e-8a9a-e746a4023eb0,0.6083923112585465,AutoTrader,No,,,
57,2019,Honda,Odyssey,Touring Auto,1,21988,No change noted,First seen this week,0,21988,21988,0,0,202483,Unknown,Gasoline,Accident reported,N/A,Auto House,Dealer,"2404 23rd Ave NE, CALGARY, AB, T2E8J4","CALGARY, AB",149,city_center,1013481b-06f4-42d4-8b24-e361a6761ab6,https://www.autotrader.ca/offers/honda-odyssey-touring-auto-gasoline-white-cat_ma31gr200642tr11947-1013481b-06f4-42d4-8b24-e361a6761ab6,0.609484516375685,AutoTrader,Yes — also on Kijiji,https://www.kijiji.ca/v-cars-trucks/calgary/2019-honda-odyssey-touring-navigation-leather-seats-sunroof-back/1740453954,21988,Dealer
58,2018,Honda,Odyssey,,1,25988,No change noted,Unchanged for 1 weeks,1,25988,25988,0,0,169310,3.5L,Gasoline,Unknown,N/A,Calgary H. Ltd O/A T&T Honda,Dealer,"888 Meridian Road NE, CALGARY, AB, T2A 2N8","CALGARY, AB",146,address,32e47b85-99cd-4c6b-a9cf-a3eddf48176a,https://www.autotrader.ca/offers/honda-odyssey-gasoline-blue-cat_ma31gr200642-32e47b85-99cd-4c6b-a9cf-a3eddf48176a,0.6182640948252252,AutoTrader,No,,,
59,2018,Honda,Odyssey,Touring,1,29987,No change noted,"Down $1,000 over 2 weeks",2,30987,30500,-513,-1000,121607,Unknown,Gasoline,Unknown,N/A,North Edmonton Kia,Dealer,"13634 St. Albert Trail NW, Edmonton, AB, T5L 4P3","Edmonton, AB",175,address,0002469a-a2c6-4d71-a732-a9c08b91921d,https://www.autotrader.ca/offers/honda-odyssey-touring-gasoline-cat_ma31gr200642tr11947-0002469a-a2c6-4d71-a732-a9c08b91921d,0.6186963613165334,AutoTrader,No,,,
60,2023,Honda,Odyssey,BLACK EDITION,1,33000,No change noted,First seen this week,0,33000,33000,0,0,99736,Unknown,Gasoline,Unknown,N/A,Regal Auctions Ltd,Dealer,"2600 - 7th Avenue N.E., CALGARY, AB, T2A2L8","CALGARY, AB",149,city_center,0d1fccf5-eeae-4b05-bf88-7a127b60c1a1,https://www.autotrader.ca/offers/honda-odyssey-black-edition-gasoline-white-cat_ma31gr200642tr13176-0d1fccf5-eeae-4b05-bf88-7a127b60c1a1,0.6239254703778997,AutoTrader,No,,,
61,2018,Honda,Odyssey,EXL Sunroof Nav Driver Alerts Power Doors Heated L,1,26787,No change noted,"Down $1,011 over 3 weeks",3,27798,26787,0,-1011,164543,3.5L,Gasoline,Unknown,N/A,Parkland Chrysler Dodge Jeep Ram,Dealer,"200 St. Matthews Ave, SPRUCE GROVE, AB, T7X 3A6","SPRUCE GROVE, AB",172,address,3a4e2d8c-001e-4bb7-9a8d-fe9669f486d1,https://www.autotrader.ca/offers/honda-odyssey-exl-sunroof-nav-driver-alerts-power-doors-heated-l-gasoline-grey-cat_ma31gr200642tr13180-3a4e2d8c-001e-4bb7-9a8d-fe9669f486d1,0.6268541811646122,AutoTrader,No,,,
62,2019,Honda,Odyssey,EX-L w/Sunroof/Rear DVD/Heated Leather/Dual Pwr Sl,1,29980,No change noted,Unchanged for 2 weeks,2,29980,29980,0,0,147380,3.5L,Gasoline,Unknown,N/A,Schwab Chevrolet Buick GMC,Dealer,"6503 Sparrow Drive, LEDUC, AB, T9E7C7","LEDUC, AB",123,address,c0d1a2f3-1658-4548-bacb-0add9250a2ae,https://www.autotrader.ca/offers/honda-odyssey-ex-l-w-sunroof-rear-dvd-heated-leather-dual-pwr-sl-gasoline-blue-cat_ma31gr200642-c0d1a2f3-1658-4548-bacb-0add9250a2ae,0.6343051852003767,AutoTrader,No,,,
63,2020,Honda,Odyssey,EX-L RES *Leather Interior/Great Family Van*,1,35998,No change noted,Down $502 over 4 weeks,4,36500,34999,999,-502,85717,3.5L,Gasoline,Unknown,N/A,GO AUTO OUTLET SOUTH,Dealer,"2262 Sparrow Dr, Nisku, AB, T9E 8A2","Nisku, AB",130,address,1d7f4bbf-fe7d-4d58-8474-249edcb86c5a,https://www.autotrader.ca/offers/honda-odyssey-ex-l-res-leather-interior-great-family-van-gasoline-silver-cat_ma31gr200642tr13181-1d7f4bbf-fe7d-4d58-8474-249edcb86c5a,0.6380681703791341,AutoTrader,No,,,
64,2022,Honda,Odyssey,EX,1,38888,No change noted,First seen this week,0,38888,38888,0,0,83031,Unknown,Gasoline,Unknown,N/A,Adrenalin Motors,Dealer,"342 Laura Avenue, Red Deer, AB, T4E 0A5","Red Deer, AB",8,address,22fa0934-9576-4089-9a1e-27731baf2c8a,https://www.autotrader.ca/offers/honda-odyssey-ex-gasoline-cat_ma31gr200642tr13184-22fa0934-9576-4089-9a1e-27731baf2c8a,0.6429070325044377,AutoTrader,No,,,
