rank,year,make,model,trim,trim_tier,price,price_history,trend,weeks_tracked,price_first_seen,price_last_week,price_change_week,price_change_total,mileage,engine,fuel,accident_flag,days_on_market,dealer,seller_type,dealer_address,location,distance_km,distance_method,listing_id,url,score,source,duplicate_flag,kijiji_url,kijiji_price,kijiji_seller_type
11,2019,Honda,Odyssey,Unknown,1,19500,No change noted,First seen this week,0,19500,19500,0,0,188000,Unknown,Gas,Unknown,N/A,Unknown,Dealer,"Wetaskiwin, AB","Wetaskiwin, AB",102,address,1739377455,https://www.kijiji.ca/v-cars-trucks/woodstock-on/2019-honda-odyssey-ex/1739377455,0.49129464235895726,Kijiji,No,,,
12,2020,Honda,Odyssey,Unknown,1,25000,No change noted,Unchanged for 1 weeks,1,25000,25000,0,0,104000,Unknown,Gas,Unknown,N/A,Unknown,Unknown,"Camrose, AB","Camrose, AB",142,address,1737707481,https://www.kijiji.ca/v-cars-trucks/st-albert/selling-my-oddesy/1737707481,0.49182505248883457,Kijiji,No,,,
13,2018,Honda,Odyssey,Unknown,1,23000,No change noted,Unchanged for 1 weeks,1,23000,23000,0,0,147000,Unknown,Gas,Unknown,N/A,Unknown,Private,"Carstairs, AB","Carstairs, AB",91,address,1738815449,https://www.kijiji.ca/v-cars-trucks/cape-breton/2018-honda-odyssey/1738815449,0.4935713056506875,Kijiji,No,,,
14,2019,Honda,Odyssey,Unknown,1,24998,No change noted,Unchanged for 1 weeks,1,24998,24998,0,0,121453,Unknown,Gas,Unknown,N/A,Unknown,Private,"Carstairs, AB","Carstairs, AB",91,address,1738655457,https://www.kijiji.ca/v-cars-trucks/markham-york-region/2019-honda-odyssey-sale-pending/1738655457,0.49453942142465723,Kijiji,No,,,
15,2018,Honda,Odyssey,Unknown,1,28990,No change noted,Up $200 over 1 weeks,1,28790,28790,200,200,69790,Unknown,Gas,Unknown,N/A,Unknown,Private,"Carstairs, AB","Carstairs, AB",91,address,1738215734,https://www.kijiji.ca/v-cars-trucks/bedford/2018-honda-odyssey-ex/1738215734,0.49603075398491847,Kijiji,No,,,
16,2018,Honda,Odyssey,Unknown,1,28990,No change noted,Up $200 over 1 weeks,1,28790,28790,200,200,69790,Unknown,Gas,Unknown,N/A,Unknown,Private,"Carstairs, AB","Carstairs, AB",91,address,1738214720,https://www.kijiji.ca/v-cars-trucks/ottawa/2018-honda-odyssey-ex/1738214720,0.49603075398491847,Kijiji,No,,,
17,2018,Honda,Odyssey,Unknown,1,28990,No change noted,Up $200 over 1 weeks,1,28790,28790,200,200,69790,Unknown,Gas,Unknown,N/A,Unknown,Private,"Carstairs, AB","Carstairs, AB",91,address,1738214545,https://www.kijiji.ca/v-cars-trucks/city-of-toronto/2018-honda-odyssey-ex/1738214545,0.49603075398491847,Kijiji,No,,,
18,2019,Honda,Odyssey,Unknown,1,25000,No change noted,Unchanged for 1 weeks,1,25000,25000,0,0,124000,Unknown,Gas,Unknown,N/A,Unknown,Private,"Carstairs, AB","Carstairs, AB",91,address,1737878741,https://www.kijiji.ca/v-cars-trucks/oshawa-durham-region/2019-honda-odyssey/1737878741,0.496377942347068,Kijiji,No,,,
19,2019,Honda,Odyssey,Unknown,1,24572,No change noted,Unchanged for 1 weeks,1,24572,24572,0,0,129837,Unknown,Gas,Unknown,N/A,Unknown,Private,"Carstairs, AB","Carstairs, AB",91,address,1739259989,https://www.kijiji.ca/v-cars-trucks/hamilton/2019-honda-odyssey-ex-rear-entertainment-system-1-owner/1739259989,0.49643089352261394,Kijiji,No,,,
20,2018,Honda,Odyssey,Unknown,1,20990,No change noted,Unchanged for 1 weeks,1,20990,20990,0,0,182818,Unknown,Gas,No accidents reported,N/A,Unknown,Private,"Carstairs, AB","Carstairs, AB",91,address,1738761088,https://www.kijiji.ca/v-cars-trucks/regina/2018-honda-odyssey-ex-no-accidents/1738761088,0.49982420719939646,Kijiji,No,,,
21,2018,Honda,Odyssey,Unknown,1,23476,No change noted,Down $100 over 1 weeks,1,23576,23576,-100,-100,151000,Unknown,Gas,Unknown,N/A,Unknown,Private,"Carstairs, AB","Carstairs, AB",91,address,1739064975,https://www.kijiji.ca/v-cars-trucks/oakville-halton-region/2018-honda-odyssey-ex-honda-vac-sunroof-safetied/1739064975,0.5010064280415689,Kijiji,No,,,
22,2019,Honda,Odyssey,Unknown,1,26000,No change noted,Unchanged for 1 weeks,1,26000,26000,0,0,126500,Unknown,Gas,Unknown,N/A,Unknown,Private,"Carstairs, AB","Carstairs, AB",91,address,1738444335,https://www.kijiji.ca/v-cars-trucks/ville-de-montreal/2019-honda-odyssey-ex/1738444335,0.5077812606952582,Kijiji,No,,,
23,2018,Honda,Odyssey,Unknown,1,26895,No change noted,Unchanged for 1 weeks,1,26895,26895,0,0,117486,Unknown,Gas,No accidents reported,N/A,Unknown,Private,"Carstairs, AB","Carstairs, AB",91,address,1739109887,https://www.kijiji.ca/v-cars-trucks/city-of-toronto/2018-honda-odyssey-ex-l-res-auto/1739109887,0.5099504449026028,Kijiji,No,,,
24,2019,Honda,Odyssey,Unknown,1,22990,No change noted,Unchanged for 1 weeks,1,22990,22990,0,0,170802,Unknown,Gas,No accidents reported,N/A,Unknown,Private,"Carstairs, AB","Carstairs, AB",91,address,1727107498,https://www.kijiji.ca/v-cars-trucks/city-of-toronto/2019-honda-odyssey-ex-8-pass-dvd-camera-apple-carplay-no-accid/1727107498,0.5104765581814913,Kijiji,No,,,
25,2019,Honda,Odyssey,Unknown,1,27988,No change noted,Down $1 over 1 weeks,1,27989,27989,-1,-1,106000,Unknown,Gas,Accident reported,N/A,Unknown,Private,"Carstairs, AB","Carstairs, AB",91,address,1738294218,https://www.kijiji.ca/v-cars-trucks/ville-de-montreal/2019-honda-odyssey-ex-8-places-carplay-camera-jantes-demarr/1738294218,0.5122582004286033,Kijiji,No,,,
26,2020,Honda,Odyssey,Unknown,1,24999,No change noted,First seen this week,0,24999,24999,0,0,152051,Unknown,Gas,No accidents reported,N/A,Unknown,Dealer,"Carstairs, AB","Carstairs, AB",91,address,1739402241,https://www.kijiji.ca/v-cars-trucks/city-of-toronto/2020-honda-odyssey-ex-ex-sliding-doors-apple-carplay/1739402241,0.516404753314434,Kijiji,No,,,
27,2019,Honda,Odyssey,Unknown,1,23995,No change noted,First seen this week,0,23995,23995,0,0,166620,Unknown,Gas,Unknown,N/A,Unknown,Private,"Carstairs, AB","Carstairs, AB",91,address,1739359672,https://www.kijiji.ca/v-cars-trucks/hamilton/2019-honda-odyssey-ex-l-res-8-leather-seats-dvd-apple-android/1739359672,0.5171551074071368,Kijiji,No,,,
28,2019,Honda,Odyssey,Unknown,1,26998,No change noted,Unchanged for 1 weeks,1,26998,26998,0,0,127494,Unknown,Gas,No accidents reported,N/A,Unknown,Private,"Carstairs, AB","Carstairs, AB",91,address,1738651879,https://www.kijiji.ca/v-cars-trucks/ottawa/2019-honda-odyssey-ex-auto/1738651879,0.5180896295496091,Kijiji,No,,,
29,2018,Honda,Odyssey,Unknown,1,26290,No change noted,Up $200 over 1 weeks,1,26090,26090,200,200,141000,Unknown,Gas,Unknown,N/A,Unknown,Private,"Carstairs, AB","Carstairs, AB",91,address,1737784914,https://www.kijiji.ca/v-cars-trucks/bedford/2018-honda-odyssey-ex-l-navi/1737784914,0.5209275087305191,Kijiji,No,,,
30,2018,Honda,Odyssey,Unknown,1,26290,No change noted,Up $200 over 1 weeks,1,26090,26090,200,200,141000,Unknown,Gas,Unknown,N/A,Unknown,Private,"Carstairs, AB","Carstairs, AB",91,address,1737733793,https://www.kijiji.ca/v-cars-trucks/city-of-toronto/2018-honda-odyssey-ex-l-navi/1737733793,0.5209275087305191,Kijiji,No,,,
31,2018,Honda,Odyssey,Unknown,1,26290,No change noted,Up $200 over 1 weeks,1,26090,26090,200,200,141000,Unknown,Gas,Unknown,N/A,Unknown,Private,"Carstairs, AB","Carstairs, AB",91,address,1737733738,https://www.kijiji.ca/v-cars-trucks/ottawa/2018-honda-odyssey-ex-l-navi/1737733738,0.5209275087305191,Kijiji,No,,,
32,2018,Honda,Odyssey,Unknown,1,20800,No change noted,Unchanged for 1 weeks,1,20800,20800,0,0,203000,Unknown,Gas,Unknown,N/A,Unknown,Private,"Edmonton, AB","Edmonton, AB",154,address,1738376250,https://www.kijiji.ca/v-cars-trucks/edmonton/2018-honda-odyssey-exl/1738376250,0.5244354774765991,Kijiji,No,,,
33,2020,Honda,Odyssey,Unknown,1,32190,No change noted,Down $200 over 1 weeks,1,32390,32390,-200,-200,68717,Unknown,Gas,Unknown,N/A,Unknown,Private,"Carstairs, AB","Carstairs, AB",91,address,1736625044,https://www.kijiji.ca/v-cars-trucks/bedford/2020-honda-odyssey-ex/1736625044,0.526040658413413,Kijiji,No,,,
34,2019,Honda,Odyssey,Unknown,1,20900,No change noted,Unchanged for 1 weeks,1,20900,20900,0,0,221350,Unknown,Gas,Unknown,N/A,Unknown,Private,"Carstairs, AB","Carstairs, AB",91,address,1738200200,https://www.kijiji.ca/v-cars-trucks/portage-la-prairie/2019-honda-odyssey-ex-res-auto/1738200200,0.5264814799766309,Kijiji,No,,,
35,2019,Honda,Odyssey,Unknown,1,27500,No change noted,Unchanged for 1 weeks,1,27500,27500,0,0,132522,Unknown,Gas,Unknown,N/A,Unknown,Private,"Carstairs, AB","Carstairs, AB",91,address,1735397687,https://www.kijiji.ca/v-cars-trucks/ottawa/2019-honda-odyssey-ex-l/1735397687,0.5265090953604007,Kijiji,No,,,
36,2018,Honda,Odyssey,Unknown,1,30990,No change noted,Up $200 over 1 weeks,1,30790,30790,200,200,86396,Unknown,Gas,Unknown,N/A,Unknown,Private,"Carstairs, AB","Carstairs, AB",91,address,1737259923,https://www.kijiji.ca/v-cars-trucks/bedford/2018-honda-odyssey-ex-l-navi/1737259923,0.5271273906812989,Kijiji,No,,,
37,2018,Honda,Odyssey,Unknown,1,30990,No change noted,Up $200 over 1 weeks,1,30790,30790,200,200,86396,Unknown,Gas,Unknown,N/A,Unknown,Private,"Carstairs, AB","Carstairs, AB",91,address,1737099187,https://www.kijiji.ca/v-cars-trucks/ottawa/2018-honda-odyssey-ex-l-navi/1737099187,0.5271273906812989,Kijiji,No,,,
38,2018,Honda,Odyssey,Unknown,1,30990,No change noted,Up $200 over 1 weeks,1,30790,30790,200,200,86396,Unknown,Gas,Unknown,N/A,Unknown,Private,"Carstairs, AB","Carstairs, AB",91,address,1737099412,https://www.kijiji.ca/v-cars-trucks/city-of-toronto/2018-honda-odyssey-ex-l-navi/1737099412,0.5271273906812989,Kijiji,No,,,
39,2019,Honda,Odyssey,Unknown,1,25977,No change noted,Unchanged for 1 weeks,1,25977,25977,0,0,139225,Unknown,Gas,Unknown,N/A,Unknown,Dealer,"Calgary, AB","Calgary, AB",149,address,1737555175,https://www.kijiji.ca/v-cars-trucks/calgary/2019-honda-odyssey-touring-3-5-v6-power-leather-sunroof/1737555175,0.5277180438061833,Kijiji,No,,,
40,2022,Honda,Odyssey,Unknown,1,28000,No change noted,First seen this week,0,28000,28000,0,0,116738,Unknown,Gas,Unknown,N/A,Unknown,Dealer,"Calgary, AB","Calgary, AB",149,address,1739370150,https://www.kijiji.ca/v-cars-trucks/calgary/2022-honda-odyssey-ex-l/1739370150,0.5311123139674293,Kijiji,No,,,
41,2018,Honda,Odyssey,Unknown,1,25995,No change noted,First seen this week,0,25995,25995,0,0,160635,Unknown,Gas,Unknown,N/A,Unknown,Private,"Carstairs, AB","Carstairs, AB",91,address,1737875252,https://www.kijiji.ca/v-cars-trucks/hamilton/2018-honda-odyssey-touring-fwd-sunroof-vent-front-seats/1737875252,0.5321153155320887,Kijiji,No,,,
42,2019,Honda,Odyssey,Unknown,1,31295,No change noted,Down $400 over 1 weeks,1,31695,31695,-400,-400,89553,Unknown,Gas,Unknown,N/A,Unknown,Private,"Carstairs, AB","Carstairs, AB",91,address,1735018808,https://www.kijiji.ca/v-cars-trucks/markham-york-region/2019-honda-odyssey/1735018808,0.5323157599203541,Kijiji,No,,,
43,2019,Honda,Odyssey,Unknown,1,32995,No change noted,Unchanged for 1 weeks,1,32995,32995,0,0,92334,Unknown,Gas,Unknown,N/A,Unknown,Private,"Red Deer, AB","Red Deer, AB",1,address,1739265021,https://www.kijiji.ca/v-cars-trucks/penticton/2019-honda-odyssey/1739265021,0.5334765428789078,Kijiji,No,,,
44,2018,Honda,Odyssey,Unknown,1,27990,No change noted,Up $200 over 1 weeks,1,27790,27790,200,200,137762,Unknown,Gas,Unknown,N/A,Unknown,Private,"Carstairs, AB","Carstairs, AB",91,address,1738826820,https://www.kijiji.ca/v-cars-trucks/bedford/2018-honda-odyssey-touring/1738826820,0.534964578493871,Kijiji,No,,,
45,2018,Honda,Odyssey,Unknown,1,27990,No change noted,Up $200 over 1 weeks,1,27790,27790,200,200,137762,Unknown,Gas,Unknown,N/A,Unknown,Private,"Carstairs, AB","Carstairs, AB",91,address,1738773300,https://www.kijiji.ca/v-cars-trucks/ottawa/2018-honda-odyssey-touring/1738773300,0.534964578493871,Kijiji,No,,,
46,2018,Honda,Odyssey,Unknown,1,27990,No change noted,Up $200 over 1 weeks,1,27790,27790,200,200,137762,Unknown,Gas,Unknown,N/A,Unknown,Private,"Carstairs, AB","Carstairs, AB",91,address,1738773131,https://www.kijiji.ca/v-cars-trucks/city-of-toronto/2018-honda-odyssey-touring/1738773131,0.534964578493871,Kijiji,No,,,
47,2019,Honda,Odyssey,Unknown,1,23995,No change noted,Unchanged for 1 weeks,1,23995,23995,0,0,197674,Unknown,Gas,Unknown,N/A,Unknown,Private,"Carstairs, AB","Carstairs, AB",91,address,1731284167,https://www.kijiji.ca/v-cars-trucks/london/2019-honda-odyssey-ex-l-res/1731284167,0.5393365359785653,Kijiji,No,,,
48,2018,Honda,Odyssey,Unknown,1,27998,No change noted,Unchanged for 1 weeks,1,27998,27998,0,0,144802,Unknown,Gas,Unknown,N/A,Unknown,Private,"Carstairs, AB","Carstairs, AB",91,address,1737979746,https://www.kijiji.ca/v-cars-trucks/london/2018-honda-odyssey-ex-sunroof-8-passenger-adaptive-cruise/1737979746,0.5400700907549423,Kijiji,No,,,
49,2018,Honda,Odyssey,Unknown,1,34890,No change noted,Unchanged for 1 weeks,1,34890,34890,0,0,53089,Unknown,Gas,Unknown,N/A,Unknown,Private,"Carstairs, AB","Carstairs, AB",91,address,1736881272,https://www.kijiji.ca/v-cars-trucks/bedford/2018-honda-odyssey-touring/1736881272,0.5408453322392409,Kijiji,No,,,
50,2018,Honda,Odyssey,EX: APPLE CARPLAY/HEATED SEATS/SUNROOF,1,28786,No change noted,Unchanged for 1 weeks,1,28786,28786,0,0,95230,3.5L,Gasoline,Unknown,N/A,St Albert Honda,Dealer,"875 St Albert Trail, Edmonton, AB, T6X1C4","Edmonton, AB",172,address,0bb97ccd-cf9c-4f3d-abef-e2a2b271c104,https://www.autotrader.ca/offers/honda-odyssey-ex-apple-carplay-heated-seats-sunroof-gasoline-black-cat_ma31gr200642-0bb97ccd-cf9c-4f3d-abef-e2a2b271c104,0.5821936788557077,AutoTrader,No,,,
51,2018,Honda,Odyssey,EX Auto,1,19995,No change noted,Unchanged for 1 weeks,1,19995,19995,0,0,180332,3.5L,Gasoline,Unknown,N/A,Double L Motors,Dealer,"1509 - 9 Avenue SE, Calgary, AB, T2G0T6","Calgary, AB",149,address,fb360e5f-1c32-482b-9359-eb06234998f9,https://www.autotrader.ca/offers/honda-odyssey-ex-auto-gasoline-cat_ma31gr200642tr11789-fb360e5f-1c32-482b-9359-eb06234998f9,0.5824712431264011,AutoTrader,No,,,
52,2019,Honda,Odyssey,Touring,1,33800,No change noted,Unchanged for 1 weeks,1,33800,33800,0,0,62408,3.5L,Gasoline,Salvage/rebuilt,N/A,Happy Corner Auto Ltd.,Dealer,"5707 4 St SE, CALGARY, AB, T2H 1K8","CALGARY, AB",156,address,b185e052-837b-438c-ab15-e4620f1cfafe,https://www.autotrader.ca/offers/honda-odyssey-touring-gasoline-grey-cat_ma31gr200642tr11947-b185e052-837b-438c-ab15-e4620f1cfafe,0.593916084615476,AutoTrader,No,,,
53,2020,Honda,Odyssey,EX-RES,1,34995,"Reduced from $ 35,895,-",Down $900 over 1 weeks,1,35895,35895,-900,-900,73994,3.5L,Gasoline,Accident reported,N/A,Go Airdrie Honda,Dealer,"2971 Main Street SW, AIRDRIE, AB, T4B 3G5","AIRDRIE, AB",118,city_center,a81e3206-b544-4bf3-8c61-4d9655afda29,https://www.autotrader.ca/offers/honda-odyssey-ex-res-gasoline-silver-cat_ma31gr200642tr13184-a81e3206-b544-4bf3-8c61-4d9655afda29,0.6117193903464,AutoTrader,No,,,
54,2018,Honda,Odyssey,EX-L RES Auto | Leather Moonroof,1,26888,No change noted,First seen this week,0,26888,26888,0,0,147554,3.5L,Gasoline,Unknown,N/A,West End Nissan,Dealer,"18010 Stony Plain Road, EDMONTON, AB, T5S 1N4","EDMONTON, AB",163,address,1643936b-73ac-4d3e-8a9a-e746a4023eb0,https://www.autotrader.ca/offers/honda-odyssey-ex-l-res-auto-leather-moonroof-gasoline-grey-cat_ma31gr200642tr13181-1643936b-73ac-4d3e-8a9a-e746a4023eb0,0.6191377470448775,AutoTrader,No,,,
55,2019,Honda,Odyssey,EX-L NAVIGATION / NO ACCIDENTS / 2 SETS OF TIRES,1,29999,No change noted,Unchanged for 1 weeks,1,29999,29999,0,0,121000,3.5L,Gasoline,No accidents reported,N/A,Go Honda,Dealer,"10220 184 Street, EDMONTON, AB, T5S 0B9","EDMONTON, AB",163,address,4422596a-792e-45ee-8231-cfdac1f5d441,https://www.autotrader.ca/offers/honda-odyssey-ex-l-navigation-no-accidents-2-sets-of-tires-gasoline-white-cat_ma31gr200642tr13180-4422596a-792e-45ee-8231-cfdac1f5d441,0.6214389995526864,AutoTrader,No,,,
56,2019,Honda,Odyssey,EX-L RES,1,37888,No change noted,Unchanged for 1 weeks,1,37888,37888,0,0,54078,3.5L,Gasoline,Accident reported,N/A,Wheaton Honda,Dealer,"9688 - 34th Avenue, EDMONTON, AB, T6E 6S9","EDMONTON, AB",154,city_center,5b6789b7-8123-487f-ad73-528501a627df,https://www.autotrader.ca/offers/honda-odyssey-ex-l-res-gasoline-grey-cat_ma31gr200642-5b6789b7-8123-487f-ad73-528501a627df,0.6260191751511397,AutoTrader,No,,,
57,2020,Honda,Odyssey,"One Owner, No Accidents, Clean vehicle!",1,33995,No change noted,Unchanged for 1 weeks,1,33995,33995,0,0,96198,3.5L,Gasoline,No accidents reported,N/A,Go Airdrie Honda,Dealer,"2971 Main Street SW, AIRDRIE, AB, T4B 3G5","AIRDRIE, AB",118,city_center,69d84eea-bcf5-4688-8d38-a1228cc9655f,https://www.autotrader.ca/offers/honda-odyssey-one-owner-no-accidents-clean-vehicle-gasoline-silver-cat_ma31gr200642-69d84eea-bcf5-4688-8d38-a1228cc9655f,0.6261389162163025,AutoTrader,No,,,
58,2019,Honda,Odyssey,"EX EX, 3.5L, ACCIDENT FREE",1,24335,No change noted,Unchanged for 1 weeks,1,24335,24335,0,0,179228,3.5L,Gasoline,No accidents reported,N/A,Jack Carter Chevrolet Cadillac Buick GMC,Dealer,"11555 29 St SE, CALGARY, AB, T2Z 0N4","CALGARY, AB",161,address,5b027973-758d-4aa5-8161-036549c8c442,https://www.autotrader.ca/offers/honda-odyssey-ex-ex-3-5l-accident-free-gasoline-silver-cat_ma31gr200642tr11789-5b027973-758d-4aa5-8161-036549c8c442,0.627828755299173,AutoTrader,Yes — also on Kijiji,https://www.kijiji.ca/v-cars-trucks/calgary/2019-honda-odyssey-ex-ex-3-5l-accident-free/1736224677,24335,Unknown
59,2019,Honda,Odyssey,"EX-L RES; LEATHER, SUNROOF, BLURAY PLAYER, 8 PASSE",1,26497,No change noted,Unchanged for 1 weeks,1,26497,26497,0,0,162852,3.5L,Gasoline,Unknown,N/A,Toyota on the Trail,Dealer,"5210 Calgary Trail NW, Edmonton, AB, T6H 4J8","Edmonton, AB",147,address,a20bcc05-0bd1-4763-927c-72cc126547b6,https://www.autotrader.ca/offers/honda-odyssey-ex-l-res-leather-sunroof-bluray-player-8-passe-gasoline-blue-cat_ma31gr200642tr13181-a20bcc05-0bd1-4763-927c-72cc126547b6,0.6290640654835971,AutoTrader,No,,,
60,2020,Honda,Odyssey,EX-L RES *Leather Interior/Great Family Van*,1,35795,No change noted,Down $705 over 1 weeks,1,36500,36500,-705,-705,85717,3.5L,Gasoline,Unknown,N/A,GO AUTO OUTLET SOUTH,Dealer,"2262 Sparrow Dr, Nisku, AB, T9E 8A2","Nisku, AB",129,address,1d7f4bbf-fe7d-4d58-8474-249edcb86c5a,https://www.autotrader.ca/offers/honda-odyssey-ex-l-res-leather-interior-great-family-van-gasoline-silver-cat_ma31gr200642tr13181-1d7f4bbf-fe7d-4d58-8474-249edcb86c5a,0.6349824660884273,AutoTrader,No,,,
61,2020,Honda,Odyssey,"EX-L REAR ENTERTAINMENT, 8 PASS, 2 SETS RIMS/TIRES",1,36488,No change noted,Unchanged for 1 weeks,1,36488,36488,0,0,81053,3.5L,Gasoline,Accident reported,N/A,Go Infiniti South,Dealer,"2110-103A STREET SOUTH WEST, Edmonton, AB, T6W2P6","Edmonton, AB",154,city_center,5dcdbaa9-3783-4689-bc5a-d6cd8ded5b4a,https://www.autotrader.ca/offers/honda-odyssey-ex-l-rear-entertainment-8-pass-2-sets-rims-tires-gasoline-white-cat_ma31gr200642tr13181-5dcdbaa9-3783-4689-bc5a-d6cd8ded5b4a,0.6416475867189133,AutoTrader,No,,,
62,2020,Honda,Odyssey,EX: APPLE CARPLAY/HEATED SEATS/LANE DEPARTURE WARN,1,30986,No change noted,First seen this week,0,30986,30986,0,0,132393,3.5L,Gasoline,Accident reported,N/A,St Albert Honda,Dealer,"875 St Albert Trail, Edmonton, AB, T6X1C4","Edmonton, AB",172,address,6c7f7f82-c4e1-43c5-868f-0eb9c557c76d,https://www.autotrader.ca/offers/honda-odyssey-ex-apple-carplay-heated-seats-lane-departure-warn-gasoline-white-cat_ma31gr200642tr11789-6c7f7f82-c4e1-43c5-868f-0eb9c557c76d,0.6458634420359709,AutoTrader,No,,,
63,2018,Honda,Odyssey,EXL Sunroof Nav Driver Alerts Power Doors Heated L,1,27798,No change noted,Unchanged for 1 weeks,1,27798,27798,0,0,164543,3.5L,Gasoline,Unknown,N/A,Parkland Chrysler Dodge Jeep Ram,Dealer,"200 St. Matthews Ave, SPRUCE GROVE, AB, T7X 3A6","SPRUCE GROVE, AB",172,address,3a4e2d8c-001e-4bb7-9a8d-fe9669f486d1,https://www.autotrader.ca/offers/honda-odyssey-exl-sunroof-nav-driver-alerts-power-doors-heated-l-gasoline-grey-cat_ma31gr200642tr13180-3a4e2d8c-001e-4bb7-9a8d-fe9669f486d1,0.6489826454057444,AutoTrader,No,,,
64,2019,Honda,Odyssey,EX-L Navi  Remote Start,1,32995,No change noted,Unchanged for 1 weeks,1,32995,32995,0,0,135221,3.5L,Gasoline,Unknown,N/A,South Trail Nissan,Dealer,"6603 130 Ave SE, Calgary, AB, T2Z5E1","Calgary, AB",166,address,84078815-c1d3-4973-ace5-0c4703511fc8,https://www.autotrader.ca/offers/honda-odyssey-ex-l-navi-remote-start-gasoline-black-cat_ma31gr200642tr13180-84078815-c1d3-4973-ace5-0c4703511fc8,0.6683604805739628,AutoTrader,No,,,
