rank,year,make,model,trim,trim_tier,price,price_history,trend,weeks_tracked,price_first_seen,price_last_week,price_change_week,price_change_total,mileage,engine,fuel,accident_flag,days_on_market,dealer,seller_type,dealer_address,location,distance_km,distance_method,listing_id,url_region_hint,url_region_status,url,score,source
11,2017,Ford,F-350,lariat,3,44995,No change noted,Unchanged for 5 weeks,5,44995,44995,0,0,252787,6.7L,Diesel,Unknown,N/A,Unknown,Dealer,"Calgary, AB","Calgary, AB",,disabled_unverified_location,1739835301,calgary,unverified_url_evidence,https://www.kijiji.ca/v-cars-trucks/calgary/2017-ford-super-duty-f-350-srw-lariat-6-7l-powerstroke-long/1739835301,,Kijiji
12,2017,Ford,F-350,xlt,2,55990,No change noted,Unchanged for 3 weeks,3,55990,55990,0,0,170658,6.7L,Diesel,Unknown,N/A,Unknown,Dealer,"Calgary, AB","Calgary, AB",,disabled_unverified_location,1740150969,calgary,unverified_url_evidence,https://www.kijiji.ca/v-cars-trucks/calgary/2017-ford-super-duty-f-350-srw-xlt-160-wheel-base-6-7-l/1740150969,,Kijiji
13,2018,Ford,F-350,xlt,2,39999,No change noted,"Up $5,349 over 2 weeks",2,34650,34650,5349,5349,250594,6.7L,Diesel,Unknown,N/A,Unknown,Dealer,"Claresholm, AB","Claresholm, AB",,disabled_unverified_location,1740794354,oakville-halton-region,unverified_url_evidence,https://www.kijiji.ca/v-cars-trucks/oakville-halton-region/2018-ford-super-duty-f-350-srw-xlt-6-7l-v8-diesel-my-key/1740794354,,Kijiji
14,2018,Ford,F-350,xlt,2,42998,No change noted,Unchanged for 7 weeks,7,42998,42998,0,0,156400,6.7L,Diesel,Unknown,N/A,Unknown,Private,"Claresholm, AB","Claresholm, AB",,disabled_unverified_location,1739048377,mississauga-peel-region,unverified_url_evidence,https://www.kijiji.ca/v-cars-trucks/mississauga-peel-region/2018-ford-super-duty-f-350-srw-xlt-6-7-litre-power-stroke-v8-tur/1739048377,,Kijiji
15,2018,Ford,F-350,Unknown,1,43995,No change noted,Unchanged for 3 weeks,3,43995,43995,0,0,274000,6.7L,Diesel,Unknown,N/A,Unknown,Private,"Claresholm, AB","Claresholm, AB",,disabled_unverified_location,1740429976,laval-rive-nord,unverified_url_evidence,https://www.kijiji.ca/v-cars-trucks/laval-rive-nord/2018-ford-f-350-vanair-air-n-arc-250-diesel-6-7l-4x4-marand/1740429976,,Kijiji
16,2018,Ford,F-350,lariat,3,46000,No change noted,Unchanged for 8 weeks,8,46000,46000,0,0,156000,6.7L,Diesel,Unknown,N/A,Unknown,Private,"Calgary, AB","Calgary, AB",,disabled_unverified_location,1739026777,calgary,unverified_url_evidence,https://www.kijiji.ca/v-cars-trucks/calgary/2018-ford-f-350-lariat-6-7l-diesel-srw/1739026777,,Kijiji
17,2019,Ford,F-350,fx4,3,45900,No change noted,Unchanged for 8 weeks,8,45900,45900,0,0,176500,6.7L,Diesel,Unknown,N/A,Unknown,Private,"Claresholm, AB","Claresholm, AB",,disabled_unverified_location,1738744925,nanaimo,unverified_url_evidence,https://www.kijiji.ca/v-cars-trucks/nanaimo/2019-ford-f350-6-7l-diesel/1738744925,,Kijiji
18,2020,Ford,F-350,xlt,2,39500,No change noted,Unchanged for 4 weeks,4,39500,39500,0,0,246940,6.7L,Diesel,Unknown,N/A,Unknown,Private,"Claresholm, AB","Claresholm, AB",,disabled_unverified_location,1740180304,kamloops,unverified_url_evidence,https://www.kijiji.ca/v-cars-trucks/kamloops/well-kept-2020-ford-f350-6-7l-diesel-dually-xlt/1740180304,,Kijiji
19,2020,Ford,F-350,lariat,3,41995,No change noted,"Down $1,000 over 4 weeks",4,42995,41995,0,-1000,351358,6.7L,Diesel,Unknown,N/A,Unknown,Private,"Saskatoon, SK","Saskatoon, SK",,disabled_unverified_location,1739969913,saskatoon,unverified_url_evidence,https://www.kijiji.ca/v-cars-trucks/saskatoon/2020-ford-super-duty-f-350-drw-lariat-crew-cab-6-7l-v8-diesel/1739969913,,Kijiji
20,2020,Ford,F-350,fx4,3,54900,No change noted,Unchanged for 12 weeks,12,54900,54900,0,0,198000,6.7L,Diesel,Unknown,N/A,Unknown,Dealer,"Edmonton, AB","Edmonton, AB",,disabled_unverified_location,1724509335,edmonton,unverified_url_evidence,https://www.kijiji.ca/v-cars-trucks/edmonton/2020-ford-f-350-fx4-offroad-package-4x4-6-7l-diesel/1724509335,,Kijiji
21,2020,Ford,F-350,xlt,2,59995,No change noted,Unchanged for 1 weeks,1,59995,59995,0,0,86440,6.7L,Diesel,Unknown,N/A,Unknown,Dealer,"Calgary, AB","Calgary, AB",,disabled_unverified_location,1740698493,calgary,unverified_url_evidence,https://www.kijiji.ca/v-cars-trucks/calgary/2020-ford-f-350-xlt-value-613a-6-7l-powerstroke-diesel/1740698493,,Kijiji
22,2021,Ford,F-350,xlt,2,44900,No change noted,"Down $3,000 over 4 weeks",4,47900,44900,0,-3000,109300,6.7L,Diesel,Salvage/rebuilt,N/A,Unknown,Dealer,"Claresholm, AB","Claresholm, AB",,disabled_unverified_location,1739919892,morden,unverified_url_evidence,https://www.kijiji.ca/v-cars-trucks/morden/2021-ford-f-350-crew-dually-flatbed-4x4-xlt-6-7l-rebuilt-title/1739919892,,Kijiji
