ranking_status,review_status,collection_status,data_quality_status,quality_warnings,source_run_status,source_completed_at_utc,location_status,distance_status,unverified_location_value,unverified_distance_value,year,make,model,trim,trim_tier,price,price_history,trend,weeks_tracked,price_first_seen,price_last_week,price_change_week,price_change_total,mileage,engine,fuel,accident_flag,days_on_market,dealer,seller_type,dealer_address,location,distance_km,distance_method,listing_id,url_region_hint,url_region_status,url,source
DISABLED_MANUAL_REVIEW_REQUIRED,manual_review_required,success,clean,,success,2026-07-21T21:51:15+00:00,source_reported_not_independently_verified,legacy_method_not_yet_disambiguated,,,2020,Ford,F 350,XLT VALUE 613A 6.7L POWERSTROKE DIESEL,2,59995,No change noted,First seen this week,0,59995,59995,0,0,86440,6.7L,Diesel,Unknown,N/A,Maclin Ford,Dealer,"135 Glendeer Circle S.E. Calgary Auto Mall, CALGARY, AB, T2H 2S8","CALGARY, AB",149,city_center,5e6c9070-d4b1-4322-b5b2-d0895eb0ba36,,,https://www.autotrader.ca/offers/ford-f-350-super-duty-xlt-value-613a-6-7l-powerstroke-diesel-diesel-white-cat_ma29gr18389-5e6c9070-d4b1-4322-b5b2-d0895eb0ba36,AutoTrader
DISABLED_MANUAL_REVIEW_REQUIRED,manual_review_required,success,clean,,success,2026-07-21T21:51:15+00:00,source_reported_not_independently_verified,legacy_method_not_yet_disambiguated,,,2020,Ford,F 350,Lariat,3,58000,No change noted,Unchanged for 3 weeks,3,58000,58000,0,0,230000,6.7L,Diesel,Unknown,N/A,Unknown,Dealer,,"PICTURE BUTTE, AB",345,city_center,66023948-9856-408f-9d89-ef3af203b41e,,,https://www.autotrader.ca/offers/ford-f-350-super-duty-lariat-diesel-blue-cat_ma29gr18389-66023948-9856-408f-9d89-ef3af203b41e,AutoTrader
DISABLED_MANUAL_REVIEW_REQUIRED,manual_review_required,success,clean,,success,2026-07-21T21:51:15+00:00,source_reported_not_independently_verified,legacy_method_not_yet_disambiguated,,,2020,Ford,F 350,PLATINUM SUPER DUTY | 6.7 POWERSTROKE | 4X4,3,59999,"Reduced from $ 61,999,-",Unchanged for 1 weeks,1,59999,59999,0,0,192915,6.7L,Diesel,Unknown,N/A,Big 4 Motors Chrysler Dodge Jeep Ram,Dealer,"5905 Weaselhead Rd, CALGARY, AB, T3T 0E5","CALGARY, AB",169,address,e1f49dc2-f041-42a6-a794-b977b9555c8d,,,https://www.autotrader.ca/offers/ford-f-350-super-duty-platinum-super-duty-6-7-powerstroke-4x4-diesel-cat_ma29gr18389-e1f49dc2-f041-42a6-a794-b977b9555c8d,AutoTrader
DISABLED_MANUAL_REVIEW_REQUIRED,manual_review_required,success,clean,,success,2026-07-21T21:51:15+00:00,source_reported_not_independently_verified,legacy_method_not_yet_disambiguated,,,2021,Ford,F 350,GREAT VALUE RIDE! LARIAT 6.7L V8 TURBO DIESEL 4WD,3,59999,No change noted,First seen this week,0,59999,59999,0,0,161436,6.7L,Diesel,Unknown,N/A,Go Auto Outlet Yellowhead,Dealer,"13072 Yellowhead Trail, Edmonton, AB, T5L 3C1","Edmonton, AB",172,address,c97da2ff-a5b5-4d23-bc23-3cc48497c08a,,,https://www.autotrader.ca/offers/ford-f-350-super-duty-great-value-ride-lariat-6-7l-v8-turbo-diesel-4wd-diesel-black-cat_ma29gr18389tr11371-c97da2ff-a5b5-4d23-bc23-3cc48497c08a,AutoTrader
DISABLED_MANUAL_REVIEW_REQUIRED,manual_review_required,success,clean,,success,2026-07-21T21:51:15+00:00,source_reported_not_independently_verified,legacy_method_not_yet_disambiguated,,,2022,Ford,F 350,Lariat | 4WD | Diesel | Nav | Remote Start,3,59995,No change noted,Up $95 over 2 weeks,2,59900,59995,0,95,195120,6.7L,Diesel,Unknown,N/A,Subaru of Prince George,Dealer,"105 Brunswick St, Prince George, BC, V2L 2B2","Prince George, BC",784,address,6158fca0-ee78-4abd-9688-15d56a5ea48b,,,https://www.autotrader.ca/offers/ford-f-350-super-duty-lariat-4wd-diesel-nav-remote-start-diesel-grey-cat_ma29gr18389-6158fca0-ee78-4abd-9688-15d56a5ea48b,AutoTrader
DISABLED_MANUAL_REVIEW_REQUIRED,manual_review_required,success,clean,,success,2026-07-21T21:51:15+00:00,source_reported_not_independently_verified,legacy_method_not_yet_disambiguated,,,2022,Ford,F 350,XLT CrewCab 176 | Tow Pkg | SYNC 3 | Upfitter Swit,2,55000,No change noted,"Down $3,000 over 4 weeks",4,58000,55000,0,-3000,102000,6.7L,Diesel,Unknown,N/A,Waterloo Ford,Dealer,"11420 - 107 Ave, Edmonton, AB, T5H 0Y5","Edmonton, AB",156,address,7be24c55-1770-40d3-a558-4691a6779b15,,,https://www.autotrader.ca/offers/ford-f-350-super-duty-xlt-crewcab-176-tow-pkg-sync-3-upfitter-swit-diesel-white-cat_ma29gr18389tr11376-7be24c55-1770-40d3-a558-4691a6779b15,AutoTrader
DISABLED_MANUAL_REVIEW_REQUIRED,manual_review_required,success,clean,,success,2026-07-21T21:51:15+00:00,source_reported_not_independently_verified,legacy_method_not_yet_disambiguated,,,2022,Ford,F 350,LARIAT 4x4 Diesel 6.7L Powerstroke,3,53995,No change noted,Unchanged for 2 weeks,2,53995,53995,0,0,251000,6.7L,Diesel,Unknown,N/A,Start N Go Auto,Dealer,"1710 Idylwyld Dr N, Saskatoon, SK, S7L 1B3","Saskatoon, SK",539,address,ccd00ec6-14e6-4dce-a6df-e8e395126613,,,https://www.autotrader.ca/offers/ford-f-350-super-duty-lariat-4x4-diesel-6-7l-powerstroke-diesel-black-cat_ma29gr18389tr11371-ccd00ec6-14e6-4dce-a6df-e8e395126613,AutoTrader
DISABLED_MANUAL_REVIEW_REQUIRED,manual_review_required,success,clean,,success,2026-07-21T21:51:15+00:00,source_reported_not_independently_verified,legacy_method_not_yet_disambiguated,,,2023,Ford,F 350,XLT LONG BOX BACK UP CAM,2,59995,No change noted,Unchanged for 1 weeks,1,59995,59995,0,0,166114,6.7L,Diesel,Unknown,N/A,Auto Hub,Dealer,"9232 Horton Road SW, Calgary, AB, T2V2X4","Calgary, AB",158,address,7f7f1029-5c7a-4316-93d5-4df386c6bae1,,,https://www.autotrader.ca/offers/ford-f-350-super-duty-xlt-long-box-back-up-cam-diesel-white-cat_ma29gr18389tr11372-7f7f1029-5c7a-4316-93d5-4df386c6bae1,AutoTrader
DISABLED_MANUAL_REVIEW_REQUIRED,location_verification_required,success,warnings_present,unverified_kijiji_location,success,2026-07-21T22:21:11+00:00,unverified_search_origin_not_listing_location,disabled_due_to_unverified_location,"Claresholm, AB",,2015,Ford,F-350,lariat,3,31900,No change noted,Unchanged for 11 weeks,11,31900,31900,0,0,281981,6.7L,Diesel,Unknown,N/A,Unknown,Dealer,,,,disabled_unverified_location,1734834544,calgary,unverified_url_evidence,https://www.kijiji.ca/v-cars-trucks/calgary/2015-ford-super-duty-f-350-srw-lariat-6-7l-diesel-crew-cab/1734834544,Kijiji
DISABLED_MANUAL_REVIEW_REQUIRED,location_verification_required,success,warnings_present,unverified_kijiji_location,success,2026-07-21T22:21:11+00:00,unverified_search_origin_not_listing_location,disabled_due_to_unverified_location,"Calgary, AB",,2015,Ford,F-350,xlt,2,13000,No change noted,"Down $1,000 over 7 weeks",7,14000,13000,0,-1000,401672,6.7L,Diesel,Unknown,N/A,Unknown,Private,,,,disabled_unverified_location,1738669626,calgary,unverified_url_evidence,https://www.kijiji.ca/v-cars-trucks/calgary/2015-f350-f30-xlt-super-duty-crew-cab-4x4-6-7l-diesel/1738669626,Kijiji
DISABLED_MANUAL_REVIEW_REQUIRED,location_verification_required,success,warnings_present,unverified_kijiji_location,success,2026-07-21T22:21:11+00:00,unverified_search_origin_not_listing_location,disabled_due_to_unverified_location,"Claresholm, AB",,2015,Ford,F-350,Unknown,1,29990,No change noted,Unchanged for 5 weeks,5,29990,29990,0,0,157000,6.7L,Diesel,No accidents reported,N/A,Unknown,Private,,,,disabled_unverified_location,1738669963,city-of-toronto,unverified_url_evidence,https://www.kijiji.ca/v-cars-trucks/city-of-toronto/2015-ford-super-duty-f-350-drw-6-7l-power-stroke-diesel-9-dump/1738669963,Kijiji
DISABLED_MANUAL_REVIEW_REQUIRED,location_verification_required,success,warnings_present,unverified_kijiji_location,success,2026-07-21T22:21:11+00:00,unverified_search_origin_not_listing_location,disabled_due_to_unverified_location,"Claresholm, AB",,2016,Ford,F-350,xlt,2,29900,No change noted,"Down $1,000 over 10 weeks",10,30900,29900,0,-1000,275563,6.7L,Diesel,Unknown,N/A,Unknown,Dealer,,,,disabled_unverified_location,1737189627,calgary,unverified_url_evidence,https://www.kijiji.ca/v-cars-trucks/calgary/2016-ford-super-duty-f-350-srw-xlt-6-7l-diesel-crew-cab-4w/1737189627,Kijiji
DISABLED_MANUAL_REVIEW_REQUIRED,location_verification_required,success,warnings_present,unverified_kijiji_location,success,2026-07-21T22:21:11+00:00,unverified_search_origin_not_listing_location,disabled_due_to_unverified_location,"Claresholm, AB",,2016,Ford,F-350,lariat,3,43680,No change noted,Unchanged for 11 weeks,11,43680,43680,0,0,216452,6.7L,Diesel,Unknown,N/A,Unknown,Dealer,,,,disabled_unverified_location,1737928701,strathcona-county,unverified_url_evidence,https://www.kijiji.ca/v-cars-trucks/strathcona-county/2016-ford-super-duty-f-350-lariat-ultimate-6-7l-aftermarket/1737928701,Kijiji
DISABLED_MANUAL_REVIEW_REQUIRED,location_verification_required,success,warnings_present,unverified_kijiji_location,success,2026-07-21T22:21:11+00:00,unverified_search_origin_not_listing_location,disabled_due_to_unverified_location,"Claresholm, AB",,2016,Ford,F-350,lariat,3,33500,No change noted,Unchanged for 2 weeks,2,33500,33500,0,0,244367,6.7L,Diesel,Unknown,N/A,Unknown,Private,,,,disabled_unverified_location,1740220475,kitchener-waterloo,unverified_url_evidence,https://www.kijiji.ca/v-cars-trucks/kitchener-waterloo/2016-ford-f350-6-7l-super-duty/1740220475,Kijiji
DISABLED_MANUAL_REVIEW_REQUIRED,location_verification_required,success,warnings_present,unverified_kijiji_location,success,2026-07-21T22:21:11+00:00,unverified_search_origin_not_listing_location,disabled_due_to_unverified_location,"Claresholm, AB",,2016,Ford,F-350,lariat,3,40680,No change noted,Unchanged for 2 weeks,2,40680,40680,0,0,239852,6.7L,Diesel,Unknown,N/A,Unknown,Dealer,,,,disabled_unverified_location,1740240974,strathcona-county,unverified_url_evidence,https://www.kijiji.ca/v-cars-trucks/strathcona-county/2016-ford-super-duty-f-350-lariat-ultimate-918a-6-7l-fx4/1740240974,Kijiji
DISABLED_MANUAL_REVIEW_REQUIRED,location_verification_required,success,warnings_present,unverified_kijiji_location,success,2026-07-21T22:21:11+00:00,unverified_search_origin_not_listing_location,disabled_due_to_unverified_location,"Calgary, AB",,2016,Ford,F-350,xlt,2,46000,No change noted,Unchanged for 2 weeks,2,46000,46000,0,0,113000,6.7L,Diesel,Unknown,N/A,Unknown,Private,,,,disabled_unverified_location,1740257339,calgary,unverified_url_evidence,https://www.kijiji.ca/v-cars-trucks/calgary/2016-ford-f-350-xlt-crew-cab-6-7l-power-stroke-diesel-113-000/1740257339,Kijiji
DISABLED_MANUAL_REVIEW_REQUIRED,location_verification_required,success,warnings_present,unverified_kijiji_location,success,2026-07-21T22:21:11+00:00,unverified_search_origin_not_listing_location,disabled_due_to_unverified_location,"Regina, SK",,2017,Ford,F-350,xlt,2,35799,No change noted,Unchanged for 11 weeks,11,35799,35799,0,0,295612,6.7L,Diesel,Unknown,N/A,Unknown,Unknown,,,,disabled_unverified_location,1729154956,winnipeg,unverified_url_evidence,https://www.kijiji.ca/v-cars-trucks/winnipeg/2017-ford-super-duty-f-350-srw-xlt-6-7l-powerstroke-bc-truck/1729154956,Kijiji
DISABLED_MANUAL_REVIEW_REQUIRED,location_verification_required,success,warnings_present,unverified_kijiji_location,success,2026-07-21T22:21:11+00:00,unverified_search_origin_not_listing_location,disabled_due_to_unverified_location,"Calgary, AB",,2017,Ford,F-350,lariat,3,44995,No change noted,Unchanged for 4 weeks,4,44995,44995,0,0,252787,6.7L,Diesel,Unknown,N/A,Unknown,Dealer,,,,disabled_unverified_location,1739835301,calgary,unverified_url_evidence,https://www.kijiji.ca/v-cars-trucks/calgary/2017-ford-super-duty-f-350-srw-lariat-6-7l-powerstroke-long/1739835301,Kijiji
DISABLED_MANUAL_REVIEW_REQUIRED,location_verification_required,success,warnings_present,unverified_kijiji_location,success,2026-07-21T22:21:11+00:00,unverified_search_origin_not_listing_location,disabled_due_to_unverified_location,"Claresholm, AB",,2017,Ford,F-350,Unknown,1,43999,No change noted,Unchanged for 2 weeks,2,43999,43999,0,0,249322,6.7L,Diesel,Unknown,N/A,Unknown,Dealer,,,,disabled_unverified_location,1740057476,mississauga-peel-region,unverified_url_evidence,https://www.kijiji.ca/v-cars-trucks/mississauga-peel-region/2017-ford-f-350-super-duty-8ft-long-box-6-7l-diesel-matching-c/1740057476,Kijiji
DISABLED_MANUAL_REVIEW_REQUIRED,location_verification_required,success,warnings_present,unverified_kijiji_location,success,2026-07-21T22:21:11+00:00,unverified_search_origin_not_listing_location,disabled_due_to_unverified_location,"Calgary, AB",,2017,Ford,F-350,xlt,2,55990,No change noted,Unchanged for 2 weeks,2,55990,55990,0,0,170658,6.7L,Diesel,Unknown,N/A,Unknown,Dealer,,,,disabled_unverified_location,1740150969,calgary,unverified_url_evidence,https://www.kijiji.ca/v-cars-trucks/calgary/2017-ford-super-duty-f-350-srw-xlt-160-wheel-base-6-7-l/1740150969,Kijiji
DISABLED_MANUAL_REVIEW_REQUIRED,location_verification_required,success,warnings_present,unverified_kijiji_location,success,2026-07-21T22:21:11+00:00,unverified_search_origin_not_listing_location,disabled_due_to_unverified_location,"Calgary, AB",,2018,Ford,F-350,lariat,3,46000,No change noted,Unchanged for 7 weeks,7,46000,46000,0,0,156000,6.7L,Diesel,Unknown,N/A,Unknown,Private,,,,disabled_unverified_location,1739026777,calgary,unverified_url_evidence,https://www.kijiji.ca/v-cars-trucks/calgary/2018-ford-f-350-lariat-6-7l-diesel-srw/1739026777,Kijiji
DISABLED_MANUAL_REVIEW_REQUIRED,location_verification_required,success,warnings_present,unverified_kijiji_location,success,2026-07-21T22:21:11+00:00,unverified_search_origin_not_listing_location,disabled_due_to_unverified_location,"Claresholm, AB",,2018,Ford,F-350,xlt,2,42998,No change noted,Unchanged for 6 weeks,6,42998,42998,0,0,156400,6.7L,Diesel,Unknown,N/A,Unknown,Private,,,,disabled_unverified_location,1739048377,mississauga-peel-region,unverified_url_evidence,https://www.kijiji.ca/v-cars-trucks/mississauga-peel-region/2018-ford-super-duty-f-350-srw-xlt-6-7-litre-power-stroke-v8-tur/1739048377,Kijiji
DISABLED_MANUAL_REVIEW_REQUIRED,location_verification_required,success,warnings_present,unverified_kijiji_location,success,2026-07-21T22:21:11+00:00,unverified_search_origin_not_listing_location,disabled_due_to_unverified_location,"Claresholm, AB",,2018,Ford,F-350,Unknown,1,43995,No change noted,Unchanged for 2 weeks,2,43995,43995,0,0,274000,6.7L,Diesel,Unknown,N/A,Unknown,Private,,,,disabled_unverified_location,1740429976,laval-rive-nord,unverified_url_evidence,https://www.kijiji.ca/v-cars-trucks/laval-rive-nord/2018-ford-f-350-vanair-air-n-arc-250-diesel-6-7l-4x4-marand/1740429976,Kijiji
DISABLED_MANUAL_REVIEW_REQUIRED,location_verification_required,success,warnings_present,unverified_kijiji_location,success,2026-07-21T22:21:11+00:00,unverified_search_origin_not_listing_location,disabled_due_to_unverified_location,"Claresholm, AB",,2018,Ford,F-350,xlt,2,34650,No change noted,Unchanged for 1 weeks,1,34650,34650,0,0,250594,6.7L,Diesel,Unknown,N/A,Unknown,Dealer,,,,disabled_unverified_location,1740794354,oakville-halton-region,unverified_url_evidence,https://www.kijiji.ca/v-cars-trucks/oakville-halton-region/2018-ford-super-duty-f-350-srw-xlt-6-7l-v8-diesel-my-key/1740794354,Kijiji
DISABLED_MANUAL_REVIEW_REQUIRED,location_verification_required,success,warnings_present,unverified_kijiji_location,success,2026-07-21T22:21:11+00:00,unverified_search_origin_not_listing_location,disabled_due_to_unverified_location,"Claresholm, AB",,2019,Ford,F-350,fx4,3,45900,No change noted,Unchanged for 7 weeks,7,45900,45900,0,0,176500,6.7L,Diesel,Unknown,N/A,Unknown,Private,,,,disabled_unverified_location,1738744925,nanaimo,unverified_url_evidence,https://www.kijiji.ca/v-cars-trucks/nanaimo/2019-ford-f350-6-7l-diesel/1738744925,Kijiji
DISABLED_MANUAL_REVIEW_REQUIRED,location_verification_required,success,warnings_present,unverified_kijiji_location,success,2026-07-21T22:21:11+00:00,unverified_search_origin_not_listing_location,disabled_due_to_unverified_location,"Edmonton, AB",,2020,Ford,F-350,fx4,3,54900,No change noted,Unchanged for 11 weeks,11,54900,54900,0,0,198000,6.7L,Diesel,Unknown,N/A,Unknown,Dealer,,,,disabled_unverified_location,1724509335,edmonton,unverified_url_evidence,https://www.kijiji.ca/v-cars-trucks/edmonton/2020-ford-f-350-fx4-offroad-package-4x4-6-7l-diesel/1724509335,Kijiji
DISABLED_MANUAL_REVIEW_REQUIRED,location_verification_required,success,warnings_present,unverified_kijiji_location,success,2026-07-21T22:21:11+00:00,unverified_search_origin_not_listing_location,disabled_due_to_unverified_location,"Saskatoon, SK",,2020,Ford,F-350,lariat,3,41995,No change noted,"Down $1,000 over 3 weeks",3,42995,41995,0,-1000,351358,6.7L,Diesel,Unknown,N/A,Unknown,Private,,,,disabled_unverified_location,1739969913,saskatoon,unverified_url_evidence,https://www.kijiji.ca/v-cars-trucks/saskatoon/2020-ford-super-duty-f-350-drw-lariat-crew-cab-6-7l-v8-diesel/1739969913,Kijiji
DISABLED_MANUAL_REVIEW_REQUIRED,location_verification_required,success,warnings_present,unverified_kijiji_location,success,2026-07-21T22:21:11+00:00,unverified_search_origin_not_listing_location,disabled_due_to_unverified_location,"Claresholm, AB",,2020,Ford,F-350,xlt,2,39500,No change noted,Unchanged for 3 weeks,3,39500,39500,0,0,246940,6.7L,Diesel,Unknown,N/A,Unknown,Private,,,,disabled_unverified_location,1740180304,kamloops,unverified_url_evidence,https://www.kijiji.ca/v-cars-trucks/kamloops/well-kept-2020-ford-f350-6-7l-diesel-dually-xlt/1740180304,Kijiji
DISABLED_MANUAL_REVIEW_REQUIRED,location_verification_required,success,warnings_present,unverified_kijiji_location,success,2026-07-21T22:21:11+00:00,unverified_search_origin_not_listing_location,disabled_due_to_unverified_location,"Calgary, AB",,2020,Ford,F-350,xlt,2,59995,No change noted,First seen this week,0,59995,59995,0,0,86440,6.7L,Diesel,Unknown,N/A,Unknown,Dealer,,,,disabled_unverified_location,1740698493,calgary,unverified_url_evidence,https://www.kijiji.ca/v-cars-trucks/calgary/2020-ford-f-350-xlt-value-613a-6-7l-powerstroke-diesel/1740698493,Kijiji
DISABLED_MANUAL_REVIEW_REQUIRED,location_verification_required,success,warnings_present,unverified_kijiji_location,success,2026-07-21T22:21:11+00:00,unverified_search_origin_not_listing_location,disabled_due_to_unverified_location,"Claresholm, AB",,2021,Ford,F-350,xlt,2,44900,No change noted,"Down $3,000 over 3 weeks",3,47900,44900,0,-3000,109300,6.7L,Diesel,Salvage/rebuilt,N/A,Unknown,Dealer,,,,disabled_unverified_location,1739919892,morden,unverified_url_evidence,https://www.kijiji.ca/v-cars-trucks/morden/2021-ford-f-350-crew-dually-flatbed-4x4-xlt-6-7l-rebuilt-title/1739919892,Kijiji
DISABLED_MANUAL_REVIEW_REQUIRED,location_verification_required,success,warnings_present,unverified_kijiji_location,success,2026-07-21T22:21:11+00:00,unverified_search_origin_not_listing_location,disabled_due_to_unverified_location,"Claresholm, AB",,2022,Ford,F-350,fx4,3,59990,No change noted,Down $5 over 2 weeks,2,59995,59990,0,-5,59505,6.7L,Diesel,Unknown,N/A,Unknown,Dealer,,,,disabled_unverified_location,1736861477,lloydminster-ab,unverified_url_evidence,https://www.kijiji.ca/v-cars-trucks/lloydminster-ab/2022-ford-f-350-xlt-premium-fx4-6-7l-diesel/1736861477,Kijiji
