rank,year,make,model,trim,trim_tier,price,price_history,trend,weeks_tracked,price_first_seen,price_last_week,price_change_week,price_change_total,mileage,engine,fuel,accident_flag,days_on_market,dealer,seller_type,dealer_address,location,distance_km,distance_method,listing_id,url_region_hint,url_region_status,url,score,source
28,2018,Honda,Odyssey,Unknown,1,34900,No change noted,Unchanged for 2 weeks,2,34900,34900,0,0,53850,Unknown,Gas,Unknown,N/A,Unknown,Dealer,"Edmonton, AB","Edmonton, AB",,disabled_unverified_location,1740290662,edmonton,unverified_url_evidence,https://www.kijiji.ca/v-cars-trucks/edmonton/2018-honda-odyssey-touring-auto/1740290662,,Kijiji
29,2019,Honda,Odyssey,Unknown,1,18900,No change noted,Unchanged for 1 weeks,1,18900,18900,0,0,151000,Unknown,Gas,Unknown,N/A,Unknown,Private,"Carstairs, AB","Carstairs, AB",,disabled_unverified_location,1740743921,windsor-area-on,unverified_url_evidence,https://www.kijiji.ca/v-cars-trucks/windsor-area-on/2019-honda-odyssey-ex/1740743921,,Kijiji
30,2019,Honda,Odyssey,Unknown,1,19800,No change noted,Unchanged for 6 weeks,6,19800,19800,0,0,238000,Unknown,Gas,Unknown,N/A,Unknown,Private,"Regina, SK","Regina, SK",,disabled_unverified_location,1738524611,winnipeg,unverified_url_evidence,https://www.kijiji.ca/v-cars-trucks/winnipeg/2019-honda-odyssey/1738524611,,Kijiji
31,2019,Honda,Odyssey,Unknown,1,20900,No change noted,Unchanged for 6 weeks,6,20900,20900,0,0,221350,Unknown,Gas,Unknown,N/A,Unknown,Private,"Carstairs, AB","Carstairs, AB",,disabled_unverified_location,1738200200,portage-la-prairie,unverified_url_evidence,https://www.kijiji.ca/v-cars-trucks/portage-la-prairie/2019-honda-odyssey-ex-res-auto/1738200200,,Kijiji
32,2019,Honda,Odyssey,Unknown,1,20990,No change noted,"Down $2,000 over 6 weeks",6,22990,20990,0,-2000,170802,Unknown,Gas,No accidents reported,N/A,Unknown,Private,"Carstairs, AB","Carstairs, AB",,disabled_unverified_location,1727107498,city-of-toronto,unverified_url_evidence,https://www.kijiji.ca/v-cars-trucks/city-of-toronto/2019-honda-odyssey-ex-8-pass-dvd-camera-apple-carplay-no-accid/1727107498,,Kijiji
33,2019,Honda,Odyssey,Unknown,1,21988,No change noted,Unchanged for 2 weeks,2,21988,21988,0,0,202483,Unknown,Gas,Unknown,N/A,Unknown,Dealer,"Calgary, AB","Calgary, AB",,disabled_unverified_location,1740453954,calgary,unverified_url_evidence,https://www.kijiji.ca/v-cars-trucks/calgary/2019-honda-odyssey-touring-navigation-leather-seats-sunroof-back/1740453954,,Kijiji
34,2019,Honda,Odyssey,Unknown,1,22000,No change noted,Unchanged for 6 weeks,6,22000,22000,0,0,242000,Unknown,Gas,Unknown,N/A,Unknown,Dealer,"Carstairs, AB","Carstairs, AB",,disabled_unverified_location,1701287475,city-of-halifax,unverified_url_evidence,https://www.kijiji.ca/v-cars-trucks/city-of-halifax/2019-odyssey-8-passenger-van/1701287475,,Kijiji
35,2019,Honda,Odyssey,Unknown,1,22995,No change noted,Unchanged for 4 weeks,4,22995,22995,0,0,212129,Unknown,Gas,Unknown,N/A,Unknown,Dealer,"Calgary, AB","Calgary, AB",,disabled_unverified_location,1739733914,calgary,unverified_url_evidence,https://www.kijiji.ca/v-cars-trucks/calgary/2019-honda-odyssey-:-7-passenger/1739733914,,Kijiji
36,2019,Honda,Odyssey,Unknown,1,23988,No change noted,Unchanged for 6 weeks,6,23988,23988,0,0,204649,Unknown,Gas,Unknown,N/A,Unknown,Dealer,"Calgary, AB","Calgary, AB",,disabled_unverified_location,1735286047,calgary,unverified_url_evidence,https://www.kijiji.ca/v-cars-trucks/calgary/2019-honda-odyssey-exl-backup-camera-heated-leather-seats-sunroo/1735286047,,Kijiji
37,2019,Honda,Odyssey,Unknown,1,23995,No change noted,Unchanged for 6 weeks,6,23995,23995,0,0,197674,Unknown,Gas,Unknown,N/A,Unknown,Private,"Carstairs, AB","Carstairs, AB",,disabled_unverified_location,1731284167,london,unverified_url_evidence,https://www.kijiji.ca/v-cars-trucks/london/2019-honda-odyssey-ex-l-res/1731284167,,Kijiji
38,2019,Honda,Odyssey,Unknown,1,25000,No change noted,Unchanged for 1 weeks,1,25000,25000,0,0,190000,Unknown,Gas,Unknown,N/A,Unknown,Private,"Regina, SK","Regina, SK",,disabled_unverified_location,1740656174,winnipeg,unverified_url_evidence,https://www.kijiji.ca/v-cars-trucks/winnipeg/2019-honda-odyssey-ex/1740656174,,Kijiji
39,2019,Honda,Odyssey,Unknown,1,25977,No change noted,Unchanged for 4 weeks,4,25977,25977,0,0,139225,Unknown,Gas,Unknown,N/A,Unknown,Dealer,"Calgary, AB","Calgary, AB",,disabled_unverified_location,1739638044,calgary,unverified_url_evidence,https://www.kijiji.ca/v-cars-trucks/calgary/2019-honda-odyssey-touring-3-5-v6-power-leather-sunroof/1739638044,,Kijiji
40,2019,Honda,Odyssey,Unknown,1,26975,No change noted,Unchanged for 2 weeks,2,26975,26975,0,0,139500,Unknown,Gas,Unknown,N/A,Unknown,Private,"Carstairs, AB","Carstairs, AB",,disabled_unverified_location,1739983189,ville-de-quebec,unverified_url_evidence,https://www.kijiji.ca/v-cars-trucks/ville-de-quebec/2019-honda-odyssey-ex-l-res-nouveau-prix/1739983189,,Kijiji
41,2019,Honda,Odyssey,Unknown,1,26999,No change noted,Unchanged for 3 weeks,3,26999,26999,0,0,130000,Unknown,Gas,No accidents reported,N/A,Unknown,Private,"Carstairs, AB","Carstairs, AB",,disabled_unverified_location,1739637117,barrie,unverified_url_evidence,https://www.kijiji.ca/v-cars-trucks/barrie/2019-honda-odyssey-ex-8-seater-sunroof-camera-noaccidents/1739637117,,Kijiji
42,2019,Honda,Odyssey,Unknown,1,27900,No change noted,Unchanged for 5 weeks,5,27900,27900,0,0,37601,Unknown,Gas,Unknown,N/A,Unknown,Private,"Carstairs, AB","Carstairs, AB",,disabled_unverified_location,1735888274,windsor-area-on,unverified_url_evidence,https://www.kijiji.ca/v-cars-trucks/windsor-area-on/2019-honda-odyssey/1735888274,,Kijiji
43,2019,Honda,Odyssey,Unknown,1,29790,No change noted,Up $200 over 2 weeks,2,29590,29590,200,200,90000,Unknown,Gas,Unknown,N/A,Unknown,Private,"Carstairs, AB","Carstairs, AB",,disabled_unverified_location,1740346100,ottawa,unverified_url_evidence,https://www.kijiji.ca/v-cars-trucks/ottawa/2019-honda-odyssey-ex-res/1740346100,,Kijiji
44,2019,Honda,Odyssey,Unknown,1,29790,No change noted,Up $200 over 2 weeks,2,29590,29590,200,200,90000,Unknown,Gas,Unknown,N/A,Unknown,Private,"Carstairs, AB","Carstairs, AB",,disabled_unverified_location,1740346131,city-of-toronto,unverified_url_evidence,https://www.kijiji.ca/v-cars-trucks/city-of-toronto/2019-honda-odyssey-ex-res/1740346131,,Kijiji
45,2019,Honda,Odyssey,Unknown,1,29790,No change noted,Up $200 over 2 weeks,2,29590,29590,200,200,90000,Unknown,Gas,Unknown,N/A,Unknown,Private,"Carstairs, AB","Carstairs, AB",,disabled_unverified_location,1740346508,bedford,unverified_url_evidence,https://www.kijiji.ca/v-cars-trucks/bedford/2019-honda-odyssey-ex-res/1740346508,,Kijiji
46,2019,Honda,Odyssey,Unknown,1,30499,No change noted,Unchanged for 1 weeks,1,30499,30499,0,0,103482,Unknown,Gas,Unknown,N/A,Unknown,Private,"Carstairs, AB","Carstairs, AB",,disabled_unverified_location,1740646415,city-of-toronto,unverified_url_evidence,https://www.kijiji.ca/v-cars-trucks/city-of-toronto/2019-honda-odyssey-ex-l-ex-l-dvd-leather-pwr-group/1740646415,,Kijiji
47,2019,Honda,Odyssey,Unknown,1,30595,No change noted,"Down $1,100 over 6 weeks",6,31695,30595,0,-1100,89553,Unknown,Gas,Unknown,N/A,Unknown,Private,"Carstairs, AB","Carstairs, AB",,disabled_unverified_location,1735018808,markham-york-region,unverified_url_evidence,https://www.kijiji.ca/v-cars-trucks/markham-york-region/2019-honda-odyssey/1735018808,,Kijiji
48,2019,Honda,Odyssey,Unknown,1,31899,No change noted,Unchanged for 6 weeks,6,31899,31899,0,0,143000,Unknown,Gas,Unknown,N/A,Unknown,Private,"Calgary, AB","Calgary, AB",,disabled_unverified_location,1738546044,calgary,unverified_url_evidence,https://www.kijiji.ca/v-cars-trucks/calgary/2019-honda-odyssey-exl/1738546044,,Kijiji
49,2019,Honda,Odyssey,Unknown,1,31995,No change noted,"Down $1,000 over 6 weeks",6,32995,31995,0,-1000,135221,Unknown,Gas,Unknown,N/A,Unknown,Dealer,"Calgary, AB","Calgary, AB",,disabled_unverified_location,1736122413,calgary,unverified_url_evidence,https://www.kijiji.ca/v-cars-trucks/calgary/2019-honda-odyssey-ex-l-navi-remote-start/1736122413,,Kijiji
50,2019,Honda,Odyssey,Unknown,1,32000,No change noted,Unchanged for 1 weeks,1,32000,32000,0,0,144600,Unknown,Gas,Unknown,N/A,Unknown,Dealer,"Calgary, AB","Calgary, AB",,disabled_unverified_location,1740595339,calgary,unverified_url_evidence,https://www.kijiji.ca/v-cars-trucks/calgary/2019-honda-odyssey-touring/1740595339,,Kijiji
51,2019,Honda,Odyssey,Unknown,1,32990,No change noted,Unchanged for 6 weeks,6,32990,32990,0,0,137942,Unknown,Gas,Unknown,N/A,Unknown,Dealer,"Carstairs, AB","Carstairs, AB",,disabled_unverified_location,1738346435,regina,unverified_url_evidence,https://www.kijiji.ca/v-cars-trucks/regina/2019-honda-odyssey-ex-l-dvd-pkg/1738346435,,Kijiji
52,2019,Honda,Odyssey,Unknown,1,33995,No change noted,Unchanged for 1 weeks,1,33995,33995,0,0,98681,Unknown,Gas,Unknown,N/A,Unknown,Private,"Red Deer, AB","Red Deer, AB",,disabled_unverified_location,1740747327,penticton,unverified_url_evidence,https://www.kijiji.ca/v-cars-trucks/penticton/2019-honda-odyssey/1740747327,,Kijiji
53,2019,Honda,Odyssey,Unknown,1,34950,No change noted,"Up $2,262 over 3 weeks",3,32688,34950,0,2262,103877,Unknown,Gas,Unknown,N/A,Unknown,Dealer,"Calgary, AB","Calgary, AB",,disabled_unverified_location,1739960342,calgary,unverified_url_evidence,https://www.kijiji.ca/v-cars-trucks/calgary/2019-honda-odyssey-touring-power-slidding-doors-heated-seats-s/1739960342,,Kijiji
54,2019,Honda,Odyssey,Unknown,1,35995,No change noted,"Down $3,000 over 3 weeks",3,38995,35995,0,-3000,73320,Unknown,Gas,Unknown,N/A,Unknown,Private,"Carstairs, AB","Carstairs, AB",,disabled_unverified_location,1739960489,regina,unverified_url_evidence,https://www.kijiji.ca/v-cars-trucks/regina/2019-honda-odyssey-ex-fresh-trade/1739960489,,Kijiji
55,2019,Honda,Odyssey,Unknown,1,39999,No change noted,Unchanged for 6 weeks,6,39999,39999,0,0,59000,Unknown,Gas,Unknown,N/A,Unknown,Private,"Regina, SK","Regina, SK",,disabled_unverified_location,1735714287,winnipeg,unverified_url_evidence,https://www.kijiji.ca/v-cars-trucks/winnipeg/2019-honda-odyssey-ex-l-8-passenger-van-59000-kms/1735714287,,Kijiji
56,2020,Honda,Odyssey,Unknown,1,26900,No change noted,Unchanged for 1 weeks,1,26900,26900,0,0,134900,Unknown,Gas,Unknown,N/A,Unknown,Private,"Carstairs, AB","Carstairs, AB",,disabled_unverified_location,1740669607,barrie,unverified_url_evidence,https://www.kijiji.ca/v-cars-trucks/barrie/2020-honda-odyssey/1740669607,,Kijiji
57,2020,Honda,Odyssey,Unknown,1,27605,No change noted,"Down $2,000 over 3 weeks",3,29605,27605,0,-2000,200527,Unknown,Gas,Unknown,N/A,Unknown,Dealer,"Calgary, AB","Calgary, AB",,disabled_unverified_location,1740155737,calgary,unverified_url_evidence,https://www.kijiji.ca/v-cars-trucks/calgary/2020-honda-odyssey-touring/1740155737,,Kijiji
58,2020,Honda,Odyssey,Unknown,1,29880,No change noted,Unchanged for 1 weeks,1,29880,29880,0,0,149114,Unknown,Gas,Unknown,N/A,Unknown,Private,"High River, AB","High River, AB",,disabled_unverified_location,1740647785,kitchener-waterloo,unverified_url_evidence,https://www.kijiji.ca/v-cars-trucks/kitchener-waterloo/2020-honda-odyssey-ex-l-navigation-camera-leather-roof-power-doo/1740647785,,Kijiji
59,2020,Honda,Odyssey,Unknown,1,29995,No change noted,Unchanged for 3 weeks,3,29995,29995,0,0,82500,Unknown,Gas,Unknown,N/A,Unknown,Private,"Carstairs, AB","Carstairs, AB",,disabled_unverified_location,1740051185,ville-de-montreal,unverified_url_evidence,https://www.kijiji.ca/v-cars-trucks/ville-de-montreal/2020-honda-odyssey-lx-tres-rare-tres-propre-moteur-6-cylindr/1740051185,,Kijiji
60,2020,Honda,Odyssey,Unknown,1,29995,No change noted,Unchanged for 5 weeks,5,29995,29995,0,0,207942,Unknown,Gas,Unknown,N/A,Unknown,Dealer,"Edmonton, AB","Edmonton, AB",,disabled_unverified_location,1739403186,edmonton,unverified_url_evidence,https://www.kijiji.ca/v-cars-trucks/edmonton/honda-odyssey-ex-res-2020/1739403186,,Kijiji
61,2020,Honda,Odyssey,Unknown,1,30997,No change noted,"Down $2,000 over 6 weeks",6,32997,30997,0,-2000,165073,Unknown,Gas,Unknown,N/A,Unknown,Dealer,"Edmonton, AB","Edmonton, AB",,disabled_unverified_location,1736872467,edmonton,unverified_url_evidence,https://www.kijiji.ca/v-cars-trucks/edmonton/2020-honda-odyssey-ex-l-res/1736872467,,Kijiji
62,2020,Honda,Odyssey,Unknown,1,33988,No change noted,Unchanged for 6 weeks,6,33988,33988,0,0,125251,Unknown,Gas,Unknown,N/A,Unknown,Dealer,"Calgary, AB","Calgary, AB",,disabled_unverified_location,1731883366,calgary,unverified_url_evidence,https://www.kijiji.ca/v-cars-trucks/calgary/2020-honda-odyssey-exl-navigation-backup-camera-lane-assist/1731883366,,Kijiji
63,2020,Honda,Odyssey,Unknown,1,34042,No change noted,Unchanged for 1 weeks,1,34042,34042,0,0,107000,Unknown,Gas,Unknown,N/A,Unknown,Dealer,"Medicine Hat, AB","Medicine Hat, AB",,disabled_unverified_location,1740712937,lethbridge,unverified_url_evidence,https://www.kijiji.ca/v-cars-trucks/lethbridge/2020-honda-odyssey-ex-8-passenger-family-van/1740712937,,Kijiji
64,2020,Honda,Odyssey,Unknown,1,34498,No change noted,First seen this week,0,34498,34498,0,0,113000,Unknown,Gas,No accidents reported,N/A,Unknown,Private,"Carstairs, AB","Carstairs, AB",,disabled_unverified_location,1740933320,barrie,unverified_url_evidence,https://www.kijiji.ca/v-cars-trucks/barrie/2020-honda-odyssey-touring-bsm-navi-sunroof-entertainmentsys-c/1740933320,,Kijiji
65,2020,Honda,Odyssey,Unknown,1,34980,No change noted,Unchanged for 6 weeks,6,34980,34980,0,0,124841,Unknown,Gas,Unknown,N/A,Unknown,Private,"Regina, SK","Regina, SK",,disabled_unverified_location,1732738205,winnipeg,unverified_url_evidence,https://www.kijiji.ca/v-cars-trucks/winnipeg/2020-honda-odyssey-ex-l-dvd-player-htd-sts-wheel-and-wipers/1732738205,,Kijiji
66,2021,Honda,Odyssey,Unknown,1,27471,No change noted,"Down $1,500 over 6 weeks",6,28971,27471,0,-1500,75036,Unknown,Gas,Unknown,N/A,Unknown,Private,"Carstairs, AB","Carstairs, AB",,disabled_unverified_location,1738462577,city-of-toronto,unverified_url_evidence,https://www.kijiji.ca/v-cars-trucks/city-of-toronto/2021-honda-odyssey-ex-res/1738462577,,Kijiji
67,2022,Honda,Odyssey,Unknown,1,2500,No change noted,Unchanged for 6 weeks,6,2500,2500,0,0,1,Unknown,Gas,Unknown,N/A,Unknown,Dealer,"Carstairs, AB","Carstairs, AB",,disabled_unverified_location,1738726502,city-of-toronto,unverified_url_evidence,https://www.kijiji.ca/v-cars-trucks/city-of-toronto/oem-honda-odyssey-18-rims-michelin-winter-tires-set-of-4/1738726502,,Kijiji
68,2022,Honda,Odyssey,Unknown,1,13000,No change noted,Unchanged for 5 weeks,5,13000,13000,0,0,75300,Unknown,Gas,Unknown,N/A,Unknown,Private,"Carstairs, AB","Carstairs, AB",,disabled_unverified_location,1738321767,ville-de-quebec,unverified_url_evidence,https://www.kijiji.ca/v-cars-trucks/ville-de-quebec/honda-odyssey-ex-l-2022-transfert-de-bail-a-0-d-interet-13000/1738321767,,Kijiji
69,2022,Honda,Odyssey,Unknown,1,22500,No change noted,Unchanged for 2 weeks,2,22500,22500,0,0,140126,Unknown,Gas,Unknown,N/A,Unknown,Private,"Carstairs, AB","Carstairs, AB",,disabled_unverified_location,1740083268,hamilton,unverified_url_evidence,https://www.kijiji.ca/v-cars-trucks/hamilton/2022-honda-odyssey-exl-just-in-for-sale-at-pic-n-save/1740083268,,Kijiji
