rank,year,make,model,trim,trim_tier,price,price_history,mileage,engine,fuel,accident_flag,days_on_market,dealer,seller_type,dealer_address,location,distance_km,distance_method,listing_id,url,score,source
11,2020,Ford,F 350,"XLT LARIAT ULTIMATE PACKAGE, AFTERMARKET RIMS, QUA",3,56888,No change noted,217691,6.7L,Diesel,Unknown,N/A,Cam Clark Ford Olds,Dealer,"5042 48 th Street, OLDS, AB, T4H0C6","OLDS, AB",63,city_center,16d53fb8-ff69-4620-82e8-9582e959acbd,https://www.autotrader.ca/offers/ford-f-350-xlt-lariat-ultimate-package-aftermarket-rims-qua-diesel-16d53fb8-ff69-4620-82e8-9582e959acbd,0.6232630197327382,AutoTrader
12,2020,Ford,F 350,Lariat 6.7L Diesel/Touch Nav/Pano/Camera,3,59945,No change noted,156038,6.7L,Diesel,Unknown,N/A,D&D Vehicle Sales Inc,Dealer,"3760 48th Ave, CAMROSE, AB, T4V3Z8","CAMROSE, AB",141,city_center,561ac945-5cf4-4d75-a9c9-644082c26e32,https://www.autotrader.ca/offers/ford-f-350-lariat-6-7l-diesel-touch-nav-pano-camera-diesel-white-561ac945-5cf4-4d75-a9c9-644082c26e32,0.6246231279427953,AutoTrader
13,2020,Ford,F 350,XLT,2,49909,No change noted,163258,6.7L,Diesel,Unknown,N/A,West Edmonton Volkswagen,Dealer,"10220 170 St NW, Edmonton, AB, T5S 1N9","Edmonton, AB",164,address,ca846425-595d-44b3-840b-d2f6a12cb6ba,https://www.autotrader.ca/offers/ford-f-350-xlt-diesel-white-ca846425-595d-44b3-840b-d2f6a12cb6ba,0.6247725523429225,AutoTrader
14,2021,Ford,F 350,Platinum 4WD Crew Cab 6.75' Box,3,52339,No change noted,252131,6.7L,Diesel,Unknown,N/A,Canada Auto Remarketing Superstore,Dealer,"17860 102 Avenue Northwest, Edmonton, AB, T5S 1M9","Edmonton, AB",163,address,47bbe51f-2969-45c8-8956-124ea95b7f3a,https://www.autotrader.ca/offers/ford-f-350-platinum-4wd-crew-cab-6-75-box-diesel-grey-47bbe51f-2969-45c8-8956-124ea95b7f3a,0.625757155658411,AutoTrader
15,2018,Ford,F 350,XLT // NO ACCIDENTS // DELETED,2,25997,No change noted,317950,6.7L,Diesel,No accidents reported,N/A,Rivershore Chrysler Dodge Jeep,Dealer,"2477 Trans-Canada Hwy, Kamloops, BC, V2C4A9","Kamloops, BC",751,address,b9249fc6-2d12-452b-8911-9bd123f97fb7,https://www.autotrader.ca/offers/ford-f-350-xlt-no-accidents-deleted-diesel-grey-b9249fc6-2d12-452b-8911-9bd123f97fb7,0.6328291729872115,AutoTrader
16,2016,Ford,F 350,Lariat Dually,3,57995,No change noted,121000,6.7L,Diesel,Unknown,N/A,Start N Go Auto,Dealer,"1710 Idylwyld Dr N, Saskatoon, SK, S7L 1B3","Saskatoon, SK",539,address,4c38dea0-b681-4ad3-a229-efbfcd3ea15f,https://www.autotrader.ca/offers/ford-f-350-lariat-dually-diesel-black-4c38dea0-b681-4ad3-a229-efbfcd3ea15f,0.6610366730525917,AutoTrader
17,2019,Ford,F 350,XLT,2,37995,No change noted,248500,6.7L,Diesel,Unknown,N/A,Cypress Motors SC,Dealer,"2234 South Service Road West, SWIFT CURRENT, SK, S9H5J7","SWIFT CURRENT, SK",625,address,41c2a9bf-09b9-469e-95a3-c19cd5b45d47,https://www.autotrader.ca/offers/ford-f-350-xlt-diesel-grey-41c2a9bf-09b9-469e-95a3-c19cd5b45d47,0.6655635594211329,AutoTrader
18,2022,Ford,F 350,XLT - REMOTE START BACKUP CAM,2,57998,No change noted,118458,6.7L,Diesel,Unknown,N/A,Okotoks Chevrolet Buick GMC Ltd.,Dealer,"101 Northgate Drive, OKOTOKS, AB, T1S0H9","OKOTOKS, AB",185,address,b1a9c330-1114-441d-8353-d97b5a58dc2a,https://www.autotrader.ca/offers/ford-f-350-xlt-remote-start-backup-cam-diesel-white-b1a9c330-1114-441d-8353-d97b5a58dc2a,0.668004629847101,AutoTrader
19,2019,Ford,F 350,Lariat - 4x4 - 6.7L POWERSTROKE,3,57495,No change noted,138607,6.7L,Diesel,Unknown,N/A,Saskatoon Auto Connection,Dealer,"139A 105th Street East, SASKATOON, SK, S7N1Z2","SASKATOON, SK",546,address,bf33ff5b-6d8c-4fa7-b700-8cc34b62b85d,https://www.autotrader.ca/offers/ford-f-350-lariat-4x4-6-7l-powerstroke-diesel-black-bf33ff5b-6d8c-4fa7-b700-8cc34b62b85d,0.6692556524246269,AutoTrader
20,2016,Ford,F 350,Lariat | DIESEL | LEATHER | RUNNING BOARDS |,3,52995,"Reduced from $ 54,995,-",136944,6.7L,Diesel,Unknown,N/A,OLYMPIC SUPER CENTER,Dealer,"665 University Park Dr, REGINA, SK, S4R2V8","REGINA, SK",790,address,a0104975-1347-4060-8187-516a9a6955b6,https://www.autotrader.ca/offers/ford-f-350-lariat--diesel--leather--running-boards--diesel-white-a0104975-1347-4060-8187-516a9a6955b6,0.6764824285320303,AutoTrader
21,2022,Ford,F 350,XLT 4WD Crew Cab DRW 8' Box,2,55990,No change noted,191442,6.7L,Diesel,Unknown,N/A,Xtreme Auto and Truck Sales Ltd Barlow,Dealer,"540 Meridian Rd NE, Calgary, AB, T2A 2N7","Calgary, AB",146,address,6f354b42-2d94-4bf2-8884-8ac5569f4d96,https://www.autotrader.ca/offers/ford-f-350-xlt-4wd-crew-cab-drw-8-box-diesel-white-6f354b42-2d94-4bf2-8884-8ac5569f4d96,0.6898433966914693,AutoTrader
22,2017,Ford,F 350,"Lariat, Lifted, Rim & Tire Package, Deleted, Lots",3,47655,No change noted,263245,6.7L,Diesel,Unknown,N/A,Velocity Ford,Dealer,"661 Thatcher Dr E, Moose Jaw, SK, S6J 1L8","Moose Jaw, SK",799,city_center,82a3bbbf-1fee-4d14-89a7-ec5c4561be20,https://www.autotrader.ca/offers/ford-f-350-lariat-lifted-rim-tire-package-deleted-lots-diesel-white-82a3bbbf-1fee-4d14-89a7-ec5c4561be20,0.7130782943283794,AutoTrader
23,2017,Ford,F 350,XLT 4WD | DIESEL | BLUE TOOTH | BACK UP CAM |,2,47995,No change noted,196703,6.7L,Diesel,Unknown,N/A,OLYMPIC SUPER CENTER,Dealer,"665 University Park Dr, REGINA, SK, S4R2V8","REGINA, SK",790,address,979da06e-acd5-47f2-9e5a-c3548a514aee,https://www.autotrader.ca/offers/ford-f-350-xlt-4wd--diesel--blue-tooth--back-up-cam--diesel-white-979da06e-acd5-47f2-9e5a-c3548a514aee,0.747367719513564,AutoTrader
24,2020,Ford,F 350,PLATINUM | 4x4 | 6.7L POWER STROKE DIESEL | SD CRE,3,58995,No change noted,193736,6.7L,Diesel,Unknown,N/A,Dearborn Ford,Dealer,"2555 East Trans Canada Hwy, KAMLOOPS, BC, V2C4B1","KAMLOOPS, BC",752,address,a56c88be-7cac-4a6e-937b-16c2401ca2b1,https://www.autotrader.ca/offers/ford-f-350-platinum--4x4--6-7l-power-stroke-diesel--sd-cre-diesel-black-a56c88be-7cac-4a6e-937b-16c2401ca2b1,0.7551182424732485,AutoTrader
25,2020,Ford,F 350,XLT Crew Cab,2,56403,No change noted,125870,6.7L,Diesel,Unknown,N/A,Velocity Ford,Dealer,"661 Thatcher Dr E, Moose Jaw, SK, S6J 1L8","Moose Jaw, SK",799,city_center,22a8e54c-e6d9-4465-8ae2-1d7e93b16be2,https://www.autotrader.ca/offers/ford-f-350-xlt-crew-cab-diesel-black-22a8e54c-e6d9-4465-8ae2-1d7e93b16be2,0.7746322226285663,AutoTrader
26,2022,Ford,F 350,"6.7L V8 Diesel, Long Box",1,56583,"Reduced from $ 57,988,-",137313,6.7L,Diesel,Unknown,N/A,Davis Dodge Lethbridge,Dealer,"3216 - 1st Ave. South, LETHBRIDGE, AB, T1J4H2","LETHBRIDGE, AB",354,city_center,e3b5e1f9-82c5-40bd-96b0-d11a53ba8cc6,https://www.autotrader.ca/offers/ford-f-350-6-7l-v8-diesel-long-box-diesel-silver-e3b5e1f9-82c5-40bd-96b0-d11a53ba8cc6,0.7747896585857686,AutoTrader
27,2021,Ford,F 350,CREWCAB,1,57998,No change noted,83500,6.7L,Diesel,Unknown,N/A,Cypress Motors MC,Dealer,"214 Jasper Street, MAPLE CREEK, SK, S0N1N0","MAPLE CREEK, SK",509,address,d8e985dc-c067-4e40-a5b9-b9c418331d19,https://www.autotrader.ca/offers/ford-f-350-crewcab-diesel-d8e985dc-c067-4e40-a5b9-b9c418331d19,0.781841041378184,AutoTrader
28,2020,Ford,F 350,SRW,1,58992,No change noted,206982,6.7L,Diesel,Unknown,N/A,Legacy Auto Super Centre,Dealer,"4120 56 Street, Wetaskiwin, AB, T9A 1V3","Wetaskiwin, AB",99,address,cedfcdda-0629-4777-bd1c-e24916a15302,https://www.autotrader.ca/offers/ford-f-350-srw-diesel-cedfcdda-0629-4777-bd1c-e24916a15302,0.7908346088055603,AutoTrader
29,2020,Ford,F 350,,1,50596,No change noted,226712,6.7L,Diesel,Unknown,N/A,Sun Valley Honda,Dealer,"16 Strachan Court SE, Medicine Hat, AB, T1B 4R7","Medicine Hat, AB",410,address,05179af1-420d-4358-8982-a1f5eecd9336,https://www.autotrader.ca/offers/ford-f-350-diesel-red-05179af1-420d-4358-8982-a1f5eecd9336,0.7915999854429615,AutoTrader
30,2022,Ford,F 350,FORD F-350 SUPER DUTY | 4X4 | CREW CAB | POWER STR,1,53995,No change noted,163250,6.7L,Diesel,Unknown,N/A,Dearborn Ford,Dealer,"2555 East Trans Canada Hwy, KAMLOOPS, BC, V2C4B1","KAMLOOPS, BC",752,address,eb7609a3-e829-426b-b8de-3ce9586f8495,https://www.autotrader.ca/offers/ford-f-350-ford-f-350-super-duty--4x4--crew-cab--power-str-diesel-eb7609a3-e829-426b-b8de-3ce9586f8495,0.8442367462240855,AutoTrader
