rank,year,make,model,trim,trim_tier,price,price_history,mileage,engine,fuel,accident_flag,days_on_market,dealer,seller_type,dealer_address,location,distance_km,distance_method,listing_id,url,score,source
11,2020,Ford,F 350,"XLT CLEAN CARFAX, 5TH WHEEL PREP, XLT VALUE PACKAG",2,49688,No change noted,222901,6.7L,Diesel,No accidents reported,N/A,Cam Clark Ford Olds,Dealer,"5042 48 th Street, OLDS, AB, T4H0C6","OLDS, AB",63,city_center,9cb85959-d4c2-4ff8-9c80-78e333dddabc,https://www.autotrader.ca/offers/ford-f-350-xlt-clean-carfax-5th-wheel-prep-xlt-value-packag-diesel-white-9cb85959-d4c2-4ff8-9c80-78e333dddabc,0.6475081376098096,AutoTrader
12,2016,Ford,F 350,Lariat Dually,3,57995,No change noted,121000,6.7L,Diesel,Unknown,N/A,Start N Go Auto,Dealer,"1710 Idylwyld Dr N, Saskatoon, SK, S7L 1B3","Saskatoon, SK",539,address,4c38dea0-b681-4ad3-a229-efbfcd3ea15f,https://www.autotrader.ca/offers/ford-f-350-lariat-dually-diesel-black-4c38dea0-b681-4ad3-a229-efbfcd3ea15f,0.6684863043413877,AutoTrader
13,2019,Ford,F 350,XLT,2,37995,No change noted,248500,6.7L,Diesel,Unknown,N/A,Cypress Motors SC,Dealer,"2234 South Service Road West, SWIFT CURRENT, SK, S9H5J7","SWIFT CURRENT, SK",625,address,41c2a9bf-09b9-469e-95a3-c19cd5b45d47,https://www.autotrader.ca/offers/ford-f-350-xlt-diesel-grey-41c2a9bf-09b9-469e-95a3-c19cd5b45d47,0.6699336786645881,AutoTrader
14,2016,Ford,F 350,Lariat | DIESEL | LEATHER | RUNNING BOARDS |,3,52995,"Reduced from $ 54,995,-",136944,6.7L,Diesel,Unknown,N/A,OLYMPIC SUPER CENTER,Dealer,"665 University Park Dr, REGINA, SK, S4R2V8","REGINA, SK",790,address,a0104975-1347-4060-8187-516a9a6955b6,https://www.autotrader.ca/offers/ford-f-350-lariat--diesel--leather--running-boards--diesel-white-a0104975-1347-4060-8187-516a9a6955b6,0.6832102354809448,AutoTrader
15,2020,Ford,F 350,XL 4WD Crew Cab 6.75' Box,1,41988,No change noted,244585,6.7L,Diesel,Unknown,N/A,QUALITEE MOTORS,Dealer,"716-41 AVENUE NORTHEAST, CALGARY, AB, T2E 3P7","CALGARY, AB",149,city_center,6ec8430a-e36e-4171-b42d-adc821ce3327,https://www.autotrader.ca/offers/ford-f-350-xl-4wd-crew-cab-6-75-box-diesel-brown-6ec8430a-e36e-4171-b42d-adc821ce3327,0.6869647062457179,AutoTrader
16,2022,Ford,F 350,XLT 4WD Crew Cab DRW 8' Box,2,55990,No change noted,191442,6.7L,Diesel,Unknown,N/A,Xtreme Auto and Truck Sales Ltd Barlow,Dealer,"540 Meridian Rd NE, Calgary, AB, T2A 2N7","Calgary, AB",146,address,6f354b42-2d94-4bf2-8884-8ac5569f4d96,https://www.autotrader.ca/offers/ford-f-350-xlt-4wd-crew-cab-drw-8-box-diesel-white-6f354b42-2d94-4bf2-8884-8ac5569f4d96,0.6968103830572372,AutoTrader
17,2017,Ford,F 350,"Lariat, Lifted, Rim & Tire Package, Deleted, Lots",3,47655,No change noted,263245,6.7L,Diesel,Unknown,N/A,Velocity Ford,Dealer,"661 Thatcher Dr E, Moose Jaw, SK, S6J 1L8","Moose Jaw, SK",799,city_center,82a3bbbf-1fee-4d14-89a7-ec5c4561be20,https://www.autotrader.ca/offers/ford-f-350-lariat-lifted-rim-tire-package-deleted-lots-diesel-white-82a3bbbf-1fee-4d14-89a7-ec5c4561be20,0.7187055864787818,AutoTrader
18,2016,Ford,F 350,SRW,1,34694,No change noted,294392,6.7L,Diesel,Unknown,N/A,Grande Prairie Chrysler Jeep Dodge,Dealer,"11448 Westgate Drive, GRANDE PRAIRIE, AB, T8V8L2","GRANDE PRAIRIE, AB",583,address,e5b0949c-f67f-43ff-a518-d555a26fa206,https://www.autotrader.ca/offers/ford-f-350-srw-diesel-grey-e5b0949c-f67f-43ff-a518-d555a26fa206,0.7377994577230013,AutoTrader
19,2017,Ford,F 350,XLT 4WD | DIESEL | BLUE TOOTH | BACK UP CAM |,2,47995,No change noted,196703,6.7L,Diesel,Unknown,N/A,OLYMPIC SUPER CENTER,Dealer,"665 University Park Dr, REGINA, SK, S4R2V8","REGINA, SK",790,address,979da06e-acd5-47f2-9e5a-c3548a514aee,https://www.autotrader.ca/offers/ford-f-350-xlt-4wd--diesel--blue-tooth--back-up-cam--diesel-white-979da06e-acd5-47f2-9e5a-c3548a514aee,0.7532415401983772,AutoTrader
20,2022,Ford,F 350,"6.7L V8 Diesel, Long Box",1,56583,"Reduced from $ 57,988,-",137313,6.7L,Diesel,Unknown,N/A,Davis Dodge Lethbridge,Dealer,"3216 - 1st Ave. South, LETHBRIDGE, AB, T1J4H2","LETHBRIDGE, AB",354,city_center,e3b5e1f9-82c5-40bd-96b0-d11a53ba8cc6,https://www.autotrader.ca/offers/ford-f-350-6-7l-v8-diesel-long-box-diesel-silver-e3b5e1f9-82c5-40bd-96b0-d11a53ba8cc6,0.7819998221895309,AutoTrader
21,2020,Ford,F 350,,1,50596,No change noted,226712,6.7L,Diesel,Unknown,N/A,Sun Valley Honda,Dealer,"16 Strachan Court SE, Medicine Hat, AB, T1B 4R7","Medicine Hat, AB",410,address,05179af1-420d-4358-8982-a1f5eecd9336,https://www.autotrader.ca/offers/ford-f-350-diesel-red-05179af1-420d-4358-8982-a1f5eecd9336,0.7977337632078969,AutoTrader
22,2020,Ford,F 350,SRW,1,58992,No change noted,206982,6.7L,Diesel,Unknown,N/A,Legacy Auto Super Centre,Dealer,"4120 56 Street, Wetaskiwin, AB, T9A 1V3","Wetaskiwin, AB",99,address,cedfcdda-0629-4777-bd1c-e24916a15302,https://www.autotrader.ca/offers/ford-f-350-srw-diesel-cedfcdda-0629-4777-bd1c-e24916a15302,0.7981592292636347,AutoTrader
23,2020,Ford,F 350,XL,1,49888,"Reduced from $ 53,888,-",252488,6.7L,Diesel,Unknown,N/A,Medicine Hat House of Cars Inc.,Dealer,"621 - 15 Street SW, Medicine Hat, AB, T1A 4W4","Medicine Hat, AB",406,address,0dd30877-e0fa-4d69-9c8e-0f2eaab972cd,https://www.autotrader.ca/offers/ford-f-350-xl-diesel-black-0dd30877-e0fa-4d69-9c8e-0f2eaab972cd,0.8071181312097133,AutoTrader
24,2019,Ford,F 350,4X4 | POWERSTROKE | CREW CAB | LONG HAUL & TOW REA,1,49995,No change noted,168672,6.7L,Diesel,Unknown,N/A,Dearborn Ford,Dealer,"2555 East Trans Canada Hwy, KAMLOOPS, BC, V2C4B1","KAMLOOPS, BC",752,address,20be9304-df39-4ed3-a35b-d813494f94b1,https://www.autotrader.ca/offers/ford-f-350-4x4--powerstroke--crew-cab--long-haul-tow-rea-diesel-20be9304-df39-4ed3-a35b-d813494f94b1,0.8205112933762054,AutoTrader
25,2022,Ford,F 350,FORD F-350 SUPER DUTY | 4X4 | CREW CAB | POWER STR,1,53995,No change noted,163250,6.7L,Diesel,Unknown,N/A,Dearborn Ford,Dealer,"2555 East Trans Canada Hwy, KAMLOOPS, BC, V2C4B1","KAMLOOPS, BC",752,address,eb7609a3-e829-426b-b8de-3ce9586f8495,https://www.autotrader.ca/offers/ford-f-350-ford-f-350-super-duty--4x4--crew-cab--power-str-diesel-eb7609a3-e829-426b-b8de-3ce9586f8495,0.8510199510314481,AutoTrader
