rank,year,make,model,trim,trim_tier,price,price_history,mileage,engine,fuel,accident_flag,days_on_market,dealer,seller_type,dealer_address,location,distance_km,distance_method,listing_id,url,score,source
36,2018,Ford,F 150,Lariat | Remote Start | Leather,3,29707,No change noted,189001,5.0L,Gasoline,Unknown,N/A,Grande Prairie Chrysler Jeep Dodge,Dealer,"11448 Westgate Drive, GRANDE PRAIRIE, AB, T8V8L2","GRANDE PRAIRIE, AB",583,address,125d9504-7039-487a-a209-7ea8016ec682,https://www.autotrader.ca/offers/ford-f-150-lariat--remote-start--leather-gasoline-white-125d9504-7039-487a-a209-7ea8016ec682,0.39570041708218506,AutoTrader
37,2019,Ford,F 150,XLT Sport,2,36785,No change noted,86456,5.0L,Gasoline,Accident reported,N/A,Red Deer Dodge,Dealer,"29 Petrolia Drive, Red Deer, AB, T4E 1B3","Red Deer, AB",7,address,5c5afa93-2357-4a5d-8123-b8c18832546f,https://www.autotrader.ca/offers/ford-f-150-xlt-sport-gasoline-grey-5c5afa93-2357-4a5d-8123-b8c18832546f,0.40055852632500344,AutoTrader
38,2022,Ford,F 150,Lariat,3,46388,No change noted,74817,2.7L,Gasoline,Unknown,N/A,MGM Ford Lincoln Sales,Dealer,"3010 - 50th Avenue, RED DEER, AB, T4R1M5","RED DEER, AB",1,city_center,1ecdde28-0d30-498d-a47f-0e403239e4d0,https://www.autotrader.ca/offers/ford-f-150-lariat-gasoline-red-1ecdde28-0d30-498d-a47f-0e403239e4d0,0.4020759400815216,AutoTrader
39,2017,Ford,F 150,XLT,2,20708,No change noted,221561,3.5L,Gasoline,Unknown,N/A,Grande Prairie Chrysler Jeep Dodge,Dealer,"11448 Westgate Drive, GRANDE PRAIRIE, AB, T8V8L2","GRANDE PRAIRIE, AB",583,address,17ff7b27-9921-42ef-b8de-8a043edb32b1,https://www.autotrader.ca/offers/ford-f-150-xlt-gasoline-blue-17ff7b27-9921-42ef-b8de-8a043edb32b1,0.40237255688769186,AutoTrader
40,2021,Ford,F 150,Lariat  - Leather Seats -  Cooled Seats,3,43148,No change noted,94171,2.7L,Gasoline,Accident reported,N/A,Camrose Toyota,Dealer,"3411 48 Avenue, Camrose, AB, T4V 1L8","Camrose, AB",142,address,9d1ee9a5-e36b-4766-b78b-6b28f2938656,https://www.autotrader.ca/offers/ford-f-150-lariat-leather-seats-cooled-seats-gasoline-white-9d1ee9a5-e36b-4766-b78b-6b28f2938656,0.4055078565856533,AutoTrader
41,2022,Ford,F 150,Lariat,3,45750,"Reduced from $ 46,888,-",119970,3.5L,Gasoline,No accidents reported,N/A,Adrenalin Motors,Dealer,"3-Hwy 20, Sylvan Lake, AB, T4S 1Z7","Sylvan Lake, AB",23,address,1765675b-227c-4800-823d-76ad2574d182,https://www.autotrader.ca/offers/ford-f-150-lariat-gasoline-1765675b-227c-4800-823d-76ad2574d182,0.41013220037903053,AutoTrader
42,2019,Ford,F 150,XLT,2,36995,No change noted,72777,3.5L,Gasoline,Accident reported,N/A,Aspen Ford Sales Ltd.,Dealer,"4402 - 42 St., STETTLER, AB, T0C2L0","STETTLER, AB",82,address,f9c13fa5-6ad9-4f31-ae6b-c73bd1c0c178,https://www.autotrader.ca/offers/ford-f-150-xlt-gasoline-black-f9c13fa5-6ad9-4f31-ae6b-c73bd1c0c178,0.41358855408574163,AutoTrader
43,2019,Ford,F 150,XTR PKG 4X4 Crew 5.5' 3.5L EcoBoost / Carplay / B.,1,23995,No change noted,179835,3.5L,Gasoline,No accidents reported,N/A,Southview Motors Inc.,Dealer,"3419 17th Avenue SE, CALGARY, AB, T2A0R3","CALGARY, AB",149,city_center,ff7158c1-e0d2-453c-96e3-f1c4f3dee545,https://www.autotrader.ca/offers/ford-f-150-xtr-pkg-4x4-crew-5-5-3-5l-ecoboost-carplay-b-gasoline-grey-ff7158c1-e0d2-453c-96e3-f1c4f3dee545,0.41474649062210445,AutoTrader
44,2022,Ford,F 150,"XLT 6.5 box, Max Trailer Tow, heated seats, remot",2,36999,No change noted,164176,3.5L,Gasoline,No accidents reported,N/A,Cam Clark Ford Red Deer,Dealer,"417 Lantern Street, RED DEER, AB, T4E0A5","RED DEER, AB",8,address,1e4b48e8-458c-4daf-9f1f-fadd00d4d863,https://www.autotrader.ca/offers/ford-f-150-xlt-6-5-box-max-trailer-tow-heated-seats-remot-gasoline-white-1e4b48e8-458c-4daf-9f1f-fadd00d4d863,0.4184389661821259,AutoTrader
45,2022,Ford,F 150,Lariat  - Leather Seats,3,46999,No change noted,88723,2.7L,Gasoline,No accidents reported,N/A,Legacy Ford Ponoka,Dealer,"6305 - 42 Avenue, PONOKA, AB, T4J1J8","PONOKA, AB",54,address,b2d88305-6dd1-4735-bb22-2401249570a9,https://www.autotrader.ca/offers/ford-f-150-lariat-leather-seats-gasoline-grey-b2d88305-6dd1-4735-bb22-2401249570a9,0.41996419763385257,AutoTrader
46,2019,Ford,F 150,MAY-HEM SALE!!! 301A XTR 3.5L Ecoboost 145 wheelba,1,26497,No change noted,130725,3.5L,Gasoline,Unknown,N/A,Go Mazda,Dealer,"9710 - 35 Ave, EDMONTON, AB, T6E6J6","EDMONTON, AB",154,city_center,1bf88975-f860-4ebb-bb5d-82d18a708096,https://www.autotrader.ca/offers/ford-f-150-may-hem-sale-301a-xtr-3-5l-ecoboost-145-wheelba-gasoline-silver-1bf88975-f860-4ebb-bb5d-82d18a708096,0.4264826577364458,AutoTrader
47,2022,Ford,F 150,Platinum MOONROOF | HEATED STEERING | HEAT + COOLI,3,44606,No change noted,175642,3.5L,Gas/Electric Hybrid,Unknown,N/A,Cam Clark Ford Calgary/Airdrie,Dealer,"1001 Highland Park Blvd NE, AIRDRIE, AB, T4A0R2","AIRDRIE, AB",118,address,3a3f392a-33d2-410d-bed6-848b229ee379,https://www.autotrader.ca/offers/ford-f-150-platinum-moonroof--heated-steering--heat-cooli-gas-electric-hybrid-blue-3a3f392a-33d2-410d-bed6-848b229ee379,0.42982960168737444,AutoTrader
48,2021,Ford,F 150,Lariat SuperCrew 145 | Power Tailgate | MoonRoof |,3,46500,No change noted,76203,3.5L,Gasoline,Unknown,N/A,Waterloo Ford,Dealer,"11420 - 107 Ave, Edmonton, AB, T5H 0Y5","Edmonton, AB",155,address,aea10e2e-214c-4fef-979e-fdba05d62faa,https://www.autotrader.ca/offers/ford-f-150-lariat-supercrew-145--power-tailgate--moonroof--gasoline-blue-aea10e2e-214c-4fef-979e-fdba05d62faa,0.4322041431310198,AutoTrader
49,2019,Ford,F 150,XLT,2,29995,No change noted,189595,2.7L,Gasoline,Accident reported,N/A,Boundary Ford Sales,Dealer,"2502-50th Avenue, Lloydminster, SK, T9V2S3","Lloydminster, SK",368,city_center,146c27ee-555f-4629-91fa-08f405e6f4b3,https://www.autotrader.ca/offers/ford-f-150-xlt-gasoline-red-146c27ee-555f-4629-91fa-08f405e6f4b3,0.43285909563503466,AutoTrader
50,2022,Ford,F 150,LARIAT - HEATED SEATS HEATED WHEEL,3,44777,No change noted,128669,2.7L,Gasoline,Unknown,N/A,Okotoks Chevrolet Buick GMC Ltd.,Dealer,"101 Northgate Drive, OKOTOKS, AB, T1S0H9","OKOTOKS, AB",185,address,d9fe4b33-bc8d-490d-aa1e-2f86fbdd2bbd,https://www.autotrader.ca/offers/ford-f-150-lariat-heated-seats-heated-wheel-gasoline-d9fe4b33-bc8d-490d-aa1e-2f86fbdd2bbd,0.4342174399815418,AutoTrader
