rank,year,make,model,trim,trim_tier,price,price_history,mileage,engine,fuel,accident_flag,days_on_market,dealer,seller_type,dealer_address,location,distance_km,distance_method,listing_id,url,score,source
14,2016,Ford,F 150,LARIAT | 4X4 | LEATHER INTERIOR | HEATED & COOLED,3,26988,No change noted,130975,5.0L,Gasoline,Unknown,N/A,Mazda of Grande Prairie,Dealer,"12709-100 Street, Grande Prairie, AB, T8V4H2","Grande Prairie, AB",577,address,00857db7-24c9-4440-8b15-9b8b39119b19,https://www.autotrader.ca/offers/ford-f-150-lariat--4x4--leather-interior--heated-cooled-gasoline-black-00857db7-24c9-4440-8b15-9b8b39119b19,0.41127704355917394,AutoTrader
15,2019,Ford,F 150,XLT *No Damage History/One Previous Owner*,2,30994,No change noted,93634,3.5L,Gasoline,Unknown,N/A,GO AUTO OUTLET SOUTH,Dealer,"2262 Sparrow Dr, Nisku, AB, T9E 8A2","Nisku, AB",129,address,65814283-5cca-4f0f-ada2-a6188eeaae2a,https://www.autotrader.ca/offers/ford-f-150-xlt-no-damage-history-one-previous-owner-gasoline-red-65814283-5cca-4f0f-ada2-a6188eeaae2a,0.4133101196704637,AutoTrader
16,2019,Ford,F 150,XLT  302A SPORT | LONGBOX | 3.5L ECO,2,32998,No change noted,93649,3.5L,Gasoline,Accident reported,N/A,Legacy Ford Ponoka,Dealer,"6305 - 42 Avenue, PONOKA, AB, T4J1J8","PONOKA, AB",54,address,db815fe5-c040-4a96-8f23-0f23c4dad2ed,https://www.autotrader.ca/offers/ford-f-150-xlt-302a-sport--longbox--3-5l-eco-gasoline-red-db815fe5-c040-4a96-8f23-0f23c4dad2ed,0.4159403483842682,AutoTrader
17,2019,Ford,F 150,XLT Sport *Rare/Well Equipped*,2,30990,No change noted,101752,3.5L,Gasoline,Unknown,N/A,GO AUTO OUTLET SOUTH,Dealer,"2262 Sparrow Dr, Nisku, AB, T9E 8A2","Nisku, AB",129,address,21ae584c-2d15-4f21-98e4-0f887e524cde,https://www.autotrader.ca/offers/ford-f-150-xlt-sport-rare-well-equipped-gasoline-red-21ae584c-2d15-4f21-98e4-0f887e524cde,0.4181135184353876,AutoTrader
18,2019,Ford,F 150,XLT CREW CAB BACKUP CAMERA HEATED SEATS DRIVE MODE,2,31988,No change noted,82234,2.7L,Gasoline,Unknown,N/A,Auto House,Dealer,"2404 23rd Ave NE, CALGARY, AB, T2E8J4","CALGARY, AB",149,city_center,b385ed31-ba26-4139-9e3b-17ada7a7a69f,https://www.autotrader.ca/offers/ford-f-150-xlt-crew-cab-backup-camera-heated-seats-drive-mode-gasoline-black-b385ed31-ba26-4139-9e3b-17ada7a7a69f,0.41855667390839335,AutoTrader
19,2022,Ford,F 150,"XLT 6.5 box, FX4 Off-Road, Max Trailer Tow, heate",3,43757,No change noted,89204,3.5L,Gasoline,No accidents reported,N/A,Cam Clark Ford Red Deer,Dealer,"417 Lantern Street, RED DEER, AB, T4E0A5","RED DEER, AB",8,address,ec902c58-edf9-4f17-a37a-04c9d37b5419,https://www.autotrader.ca/offers/ford-f-150-xlt-6-5-box-fx4-off-road-max-trailer-tow-heate-gasoline-white-ec902c58-edf9-4f17-a37a-04c9d37b5419,0.4193220114373904,AutoTrader
20,2021,Ford,F 150,Lariat,3,38888,No change noted,163819,5.0L,Gasoline,Unknown,N/A,MGM Ford Lincoln Sales,Dealer,"3010 - 50th Avenue, RED DEER, AB, T4R1M5","RED DEER, AB",1,city_center,00020ffa-2e69-407b-a9fa-b39109d93380,https://www.autotrader.ca/offers/ford-f-150-lariat-gasoline-black-00020ffa-2e69-407b-a9fa-b39109d93380,0.4218853843438559,AutoTrader
21,2019,Ford,F 150,Limited HEAT + COOLING SEATS | MOONROOF | REMOTE S,3,37812,No change noted,151447,3.5L,Gasoline,Unknown,N/A,Cam Clark Ford Calgary/Airdrie,Dealer,"1001 Highland Park Blvd NE, AIRDRIE, AB, T4A0R2","AIRDRIE, AB",118,address,e6f2fef4-31f3-450d-8acb-628fd35bc261,https://www.autotrader.ca/offers/ford-f-150-limited-heat-cooling-seats--moonroof--remote-s-gasoline-white-e6f2fef4-31f3-450d-8acb-628fd35bc261,0.4275116425414766,AutoTrader
22,2021,Ford,F 150,LARIAT,3,37988,"Reduced from $ 42,488,-",152356,3.5L,Gasoline,Unknown,N/A,LA Mazda,Dealer,"6217 50th Street, LEDUC, AB, T9E7A9","LEDUC, AB",122,city_center,1dd269d8-e37e-4bf5-868d-95504e0f60ba,https://www.autotrader.ca/offers/ford-f-150-lariat-gasoline-white-1dd269d8-e37e-4bf5-868d-95504e0f60ba,0.43027095572642415,AutoTrader
23,2022,Ford,F 150,Lariat,3,46388,No change noted,74817,2.7L,Gasoline,Unknown,N/A,MGM Ford Lincoln Sales,Dealer,"3010 - 50th Avenue, RED DEER, AB, T4R1M5","RED DEER, AB",1,city_center,1ecdde28-0d30-498d-a47f-0e403239e4d0,https://www.autotrader.ca/offers/ford-f-150-lariat-gasoline-red-1ecdde28-0d30-498d-a47f-0e403239e4d0,0.4313628673835534,AutoTrader
24,2021,Ford,F 150,Lariat,3,36888,No change noted,162466,2.7L,Gasoline,Unknown,N/A,Advantage Ford,Dealer,"12800 Macleod Trail S.E., CALGARY, AB, T2J7E5","CALGARY, AB",149,city_center,0558c94a-3bce-4342-8c96-f9c15e7df6fe,https://www.autotrader.ca/offers/ford-f-150-lariat-gasoline-grey-0558c94a-3bce-4342-8c96-f9c15e7df6fe,0.4321959371068143,AutoTrader
25,2020,Ford,F 150,KING RANCH|LEATHER STEERING WHEEL|TECH PKG|MAX TRA,3,38888,No change noted,153095,3.5L,Gasoline,Unknown,N/A,Champion Ford,Dealer,"1 Champion Road, Carstairs, AB, T0M 0N0","Carstairs, AB",91,address,6f158513-79be-4cb5-afd6-9df4b602f00e,https://www.autotrader.ca/offers/ford-f-150-king-ranchleather-steering-wheeltech-pkgmax-tra-gasoline-white-6f158513-79be-4cb5-afd6-9df4b602f00e,0.43239210503443765,AutoTrader
26,2019,Ford,F 150,XLT Sport,2,36785,No change noted,86456,5.0L,Gasoline,Accident reported,N/A,Red Deer Dodge,Dealer,"29 Petrolia Drive, Red Deer, AB, T4E 1B3","Red Deer, AB",7,address,5c5afa93-2357-4a5d-8123-b8c18832546f,https://www.autotrader.ca/offers/ford-f-150-xlt-sport-gasoline-grey-5c5afa93-2357-4a5d-8123-b8c18832546f,0.43439216598245234,AutoTrader
27,2019,Ford,F 150,XLT  -  Apple CarPlay -  Android Auto,2,27277,No change noted,157122,2.7L,Gasoline,Accident reported,N/A,High River Ford,Dealer,"1103 11th Ave S.E., HIGH RIVER, AB, T1V1M3","HIGH RIVER, AB",209,city_center,93e75aab-ddff-4c1a-82fe-1cc2e56ca1d7,https://www.autotrader.ca/offers/ford-f-150-xlt-apple-carplay-android-auto-gasoline-blue-93e75aab-ddff-4c1a-82fe-1cc2e56ca1d7,0.4351777004162506,AutoTrader
28,2021,Ford,F 150,XLT 302A SPORT FX4 | REMOTE START,3,32760,No change noted,156220,2.7L,Gasoline,Accident reported,N/A,Boundary Ford Sales,Dealer,"2502-50th Avenue, Lloydminster, SK, T9V2S3","Lloydminster, SK",368,city_center,ac71d068-5524-4e67-a8a7-b1c783d35427,https://www.autotrader.ca/offers/ford-f-150-xlt-302a-sport-fx4--remote-start-gasoline-white-ac71d068-5524-4e67-a8a7-b1c783d35427,0.4351855723182157,AutoTrader
29,2018,Ford,F 150,LARIAT 502A SPORT TECH PKG FX4 | MAX TOW,3,32760,No change noted,160221,3.5L,Gasoline,Unknown,N/A,Boundary Ford Sales,Dealer,"2502-50th Avenue, Lloydminster, SK, T9V2S3","Lloydminster, SK",368,city_center,03315363-f78d-48d5-abbf-eaf7b2748ddd,https://www.autotrader.ca/offers/ford-f-150-lariat-502a-sport-tech-pkg-fx4--max-tow-gasoline-black-03315363-f78d-48d5-abbf-eaf7b2748ddd,0.43756938313860766,AutoTrader
30,2019,Ford,F 150,XLT,2,36995,No change noted,72777,3.5L,Gasoline,Accident reported,N/A,Aspen Ford Sales Ltd.,Dealer,"4402 - 42 St., STETTLER, AB, T0C2L0","STETTLER, AB",82,address,f9c13fa5-6ad9-4f31-ae6b-c73bd1c0c178,https://www.autotrader.ca/offers/ford-f-150-xlt-gasoline-black-f9c13fa5-6ad9-4f31-ae6b-c73bd1c0c178,0.4420724123999487,AutoTrader
31,2021,Ford,F 150,XLT | 300A | SuperCrew 145 | Keyless Entry | Backu,2,29500,No change noted,156062,5.0L,Gasoline,Unknown,N/A,Waterloo Ford,Dealer,"11420 - 107 Ave, Edmonton, AB, T5H 0Y5","Edmonton, AB",155,address,def0f857-6aa3-4d14-959f-84310e4559f2,https://www.autotrader.ca/offers/ford-f-150-xlt--300a--supercrew-145--keyless-entry--backu-gasoline-blue-def0f857-6aa3-4d14-959f-84310e4559f2,0.4429350202253855,AutoTrader
32,2020,Ford,F 150,XLT | 301A | SuperCrew 145 | Remote Start | Tow Pk,2,32000,No change noted,121101,3.5L,Gasoline,Unknown,N/A,Waterloo Ford,Dealer,"11420 - 107 Ave, Edmonton, AB, T5H 0Y5","Edmonton, AB",155,address,5c3003e5-ec53-496a-98a0-c88ed8c92ed4,https://www.autotrader.ca/offers/ford-f-150-xlt--301a--supercrew-145--remote-start--tow-pk-gasoline-grey-5c3003e5-ec53-496a-98a0-c88ed8c92ed4,0.44294019476534924,AutoTrader
33,2017,Ford,F 150,Lariat  - $170.97 /Wk,3,28783,No change noted,156891,3.5L,Gasoline,No accidents reported,N/A,Legacy Dodge Chrysler Jeep Ram,Dealer,"324 Gregoire Drive, FORT MCMURRAY, AB, T9H3R2","FORT MCMURRAY, AB",587,address,1d393766-6a36-4eb9-bc58-d879aaf53ad6,https://www.autotrader.ca/offers/ford-f-150-lariat-170-97-wk-gasoline-white-1d393766-6a36-4eb9-bc58-d879aaf53ad6,0.4435548203003216,AutoTrader
34,2021,Ford,F 150,Lariat HEATED STEERING | REMOTE START | HEAT + COO,3,42667,No change noted,117838,3.5L,Gasoline,Unknown,N/A,Cam Clark Ford Calgary/Airdrie,Dealer,"1001 Highland Park Blvd NE, AIRDRIE, AB, T4A0R2","AIRDRIE, AB",118,address,287e5dd1-38c0-4921-b633-b5184e7023c6,https://www.autotrader.ca/offers/ford-f-150-lariat-heated-steering--remote-start--heat-coo-gasoline-red-287e5dd1-38c0-4921-b633-b5184e7023c6,0.4479489793100266,AutoTrader
35,2021,Ford,F 150,"Lariat Lariat luxury, heated & cooled leather seat",3,41496,No change noted,169129,3.5L,Gasoline,Unknown,N/A,Cam Clark Ford Red Deer,Dealer,"417 Lantern Street, RED DEER, AB, T4E0A5","RED DEER, AB",8,address,d12312c1-2ba4-4b2b-8e22-61de78a60172,https://www.autotrader.ca/offers/ford-f-150-lariat-lariat-luxury-heated-cooled-leather-seat-gasoline-black-d12312c1-2ba4-4b2b-8e22-61de78a60172,0.44809838955217346,AutoTrader
36,2022,Ford,F 150,Lariat  - Leather Seats,3,46999,No change noted,88723,2.7L,Gasoline,No accidents reported,N/A,Legacy Ford Ponoka,Dealer,"6305 - 42 Avenue, PONOKA, AB, T4J1J8","PONOKA, AB",54,address,b2d88305-6dd1-4735-bb22-2401249570a9,https://www.autotrader.ca/offers/ford-f-150-lariat-leather-seats-gasoline-grey-b2d88305-6dd1-4735-bb22-2401249570a9,0.4546901428182559,AutoTrader
37,2017,Ford,F 150,SUPER CREW CAB BACKUP CAMERA HEATED MIRRORS BLUETO,1,18488,"Reduced from $ 18,988,-",206596,3.5L,Gasoline,Unknown,N/A,Auto House,Dealer,"2404 23rd Ave NE, CALGARY, AB, T2E8J4","CALGARY, AB",149,city_center,f53db5b2-ebc5-4a0b-8ee4-81702e5b9364,https://www.autotrader.ca/offers/ford-f-150-super-crew-cab-backup-camera-heated-mirrors-blueto-gasoline-white-f53db5b2-ebc5-4a0b-8ee4-81702e5b9364,0.4551426446018564,AutoTrader
38,2020,Ford,F 150,LARIAT 4WD SuperCrew 5.5' Box,3,33909,No change noted,178078,2.7L,Gasoline,Unknown,N/A,Gary Moe Lethbridge Chrysler Dodge Jeep Ram,Dealer,"2324 5 Ave N, Lethbridge, AB, T1H 5B5","Lethbridge, AB",356,address,82be1202-2a50-49fa-b0ed-7b4063fa7cf7,https://www.autotrader.ca/offers/ford-f-150-lariat-4wd-supercrew-5-5-box-gasoline-black-82be1202-2a50-49fa-b0ed-7b4063fa7cf7,0.4555316327397733,AutoTrader
39,2022,Ford,F 150,Lariat,3,45750,"Reduced from $ 46,888,-",119970,3.5L,Gasoline,No accidents reported,N/A,Adrenalin Motors,Dealer,"3-Hwy 20, Sylvan Lake, AB, T4S 1Z7","Sylvan Lake, AB",23,address,1765675b-227c-4800-823d-76ad2574d182,https://www.autotrader.ca/offers/ford-f-150-lariat-gasoline-1765675b-227c-4800-823d-76ad2574d182,0.45707824723934787,AutoTrader
40,2021,Ford,F 150,Lariat SuperCrew 145 | Power Tailgate | MoonRoof |,3,46500,No change noted,76203,3.5L,Gasoline,Unknown,N/A,Waterloo Ford,Dealer,"11420 - 107 Ave, Edmonton, AB, T5H 0Y5","Edmonton, AB",155,address,aea10e2e-214c-4fef-979e-fdba05d62faa,https://www.autotrader.ca/offers/ford-f-150-lariat-supercrew-145--power-tailgate--moonroof--gasoline-blue-aea10e2e-214c-4fef-979e-fdba05d62faa,0.4620332014280661,AutoTrader
41,2017,Ford,F 150,XLT SuperCrew - 4x4 - 5.0L V8 - REMOTE START,2,18637,No change noted,223094,5.0L,Gasoline,Unknown,N/A,Saskatoon Auto Connection,Dealer,"139A 105th Street East, SASKATOON, SK, S7N1Z2","SASKATOON, SK",546,address,dc0725cb-bded-46c2-90e0-6ea5be80ff0f,https://www.autotrader.ca/offers/ford-f-150-xlt-supercrew-4x4-5-0l-v8-remote-start-gasoline-white-dc0725cb-bded-46c2-90e0-6ea5be80ff0f,0.46574464841465274,AutoTrader
42,2023,Ford,F 150,XLT 4x4 | Tow Hooks | Hitch | Crew Cab | EcoBoost,2,41985,No change noted,70708,3.5L,Gasoline,Accident reported,N/A,Kia Red Deer,Dealer,"2949 50 Ave, Red Deer, AB, T4R1H1","Red Deer, AB",3,address,b67b5694-8266-4984-a7c5-f9014583e2e8,https://www.autotrader.ca/offers/ford-f-150-xlt-4x4--tow-hooks--hitch--crew-cab--ecoboost-gasoline-white-b67b5694-8266-4984-a7c5-f9014583e2e8,0.46759545453400303,AutoTrader
43,2018,Ford,F 150,XLT,2,22888,"Reduced from $ 24,888,-",211290,3.5L,Gasoline,Unknown,N/A,Medicine Hat House of Cars Inc.,Dealer,"621 - 15 Street SW, Medicine Hat, AB, T1A 4W4","Medicine Hat, AB",406,address,7c0d8b3b-b13d-43ee-8b76-ec3b7321c2c5,https://www.autotrader.ca/offers/ford-f-150-xlt-gasoline-black-7c0d8b3b-b13d-43ee-8b76-ec3b7321c2c5,0.4678568796629567,AutoTrader
44,2018,Ford,F 150,Lariat | Remote Start | Leather,3,29707,No change noted,189001,5.0L,Gasoline,Unknown,N/A,Grande Prairie Chrysler Jeep Dodge,Dealer,"11448 Westgate Drive, GRANDE PRAIRIE, AB, T8V8L2","GRANDE PRAIRIE, AB",583,address,125d9504-7039-487a-a209-7ea8016ec682,https://www.autotrader.ca/offers/ford-f-150-lariat--remote-start--leather-gasoline-white-125d9504-7039-487a-a209-7ea8016ec682,0.4696357818931834,AutoTrader
45,2023,Ford,F 150,XLT DEALER OWNED | LEASE RETURN | BENCH SEAT | 4X4,2,33312,No change noted,170918,5.0L,Gasoline,Unknown,N/A,Cam Clark Ford Calgary/Airdrie,Dealer,"1001 Highland Park Blvd NE, AIRDRIE, AB, T4A0R2","AIRDRIE, AB",118,address,2dfbc338-0cf4-4c17-badd-b4c4bdf3f1aa,https://www.autotrader.ca/offers/ford-f-150-xlt-dealer-owned--lease-return--bench-seat--4x4-gasoline-grey-2dfbc338-0cf4-4c17-badd-b4c4bdf3f1aa,0.47660941217827696,AutoTrader
46,2022,Ford,F 150,XLT,2,35999,No change noted,112155,3.5L,Gasoline,Unknown,N/A,Strathmore Ford,Dealer,"1040 - Westridge Road, Strathmore, AB, T1P 1H8","Strathmore, AB",186,address,9b13b2f0-4d7e-4898-aa59-99e3e7930553,https://www.autotrader.ca/offers/ford-f-150-xlt-gasoline-white-9b13b2f0-4d7e-4898-aa59-99e3e7930553,0.476757686413813,AutoTrader
47,2022,Ford,F 150,XLT MAX TOWING | TWIN PANEL ROOF | INTERIOR WORK S,2,39931,No change noted,109048,3.5L,Gasoline,Unknown,N/A,Innisfail Chrysler Dodge Jeep Ram,Dealer,"5110 40 Ave, Innisfail, AB, T4G 1Z1","Innisfail, AB",33,address,c983f3b2-b9c1-481e-a3d9-93f19d760afd,https://www.autotrader.ca/offers/ford-f-150-xlt-max-towing--twin-panel-roof--interior-work-s-gasoline-black-c983f3b2-b9c1-481e-a3d9-93f19d760afd,0.4789525173441079,AutoTrader
48,2022,Ford,F 150,Lariat,3,50511,No change noted,71500,2.7L,Gasoline,Accident reported,N/A,Aspen Ford Sales Ltd.,Dealer,"4402 - 42 St., STETTLER, AB, T0C2L0","STETTLER, AB",82,address,92df7e12-e3f6-47a8-b0a2-f98e676b36bd,https://www.autotrader.ca/offers/ford-f-150-lariat-gasoline-red-92df7e12-e3f6-47a8-b0a2-f98e676b36bd,0.47895429123257266,AutoTrader
49,2021,Ford,F 150,"XLT CLEAN ONE OWNER CARFAX, MOONROOF, 7.2KW PRO PO",2,39288,No change noted,114178,3.5L,Gas/Electric Hybrid,No accidents reported,N/A,Cam Clark Ford Olds,Dealer,"5042 48 th Street, OLDS, AB, T4H0C6","OLDS, AB",63,city_center,339fa106-053c-4134-bc76-84d5b7b71fb4,https://www.autotrader.ca/offers/ford-f-150-xlt-clean-one-owner-carfax-moonroof-7-2kw-pro-po-gas-electric-hybrid-339fa106-053c-4134-bc76-84d5b7b71fb4,0.48228225075468356,AutoTrader
50,2022,Ford,F 150,XLT,2,40053,No change noted,65973,3.5L,Gasoline,Unknown,N/A,Strathmore Motors,Dealer,"900 Westridge Rd, STRATHMORE, AB, T1P1H8","STRATHMORE, AB",186,address,c8b2096c-f121-4aa1-9f41-0f48f17461bd,https://www.autotrader.ca/offers/ford-f-150-xlt-gasoline-silver-c8b2096c-f121-4aa1-9f41-0f48f17461bd,0.4830284262849582,AutoTrader
